"ingredients","concept_codes","concept_ids","latest_xml_id","latest_zip_id",
"acetaminophen, benzhydrocodone","161, 2001352","1125315, 964204","c2b2ecba-e068-2abc-e053-2a95a90ae68c","20210520_5e385b31-f3d4-4e30-a7d3-1461a838ed5f"
"acetaminophen, butalbital","161, 19860","1125315, 1139699","84a68c8b-4f68-5b36-f8f7-794a557fc7c4","20211217_bff2bcb9-5ddf-9c46-9edf-ea17ea4630e5"
"acetaminophen, caffeine, butalbital","161, 1886, 19860","1125315, 1134439, 1139699","812ce5c2-311e-4f7d-a48f-e4ac0955d8b5","20220404_ac9e0cbf-aca6-4cb6-b63a-c25713c5200d"
"acetaminophen, caffeine, butalbital, codeine","161, 1886, 19860, 2670","1125315, 1134439, 1139699, 1201620","15a34df5-e48f-4570-9232-80e4093c4624","20220123_15a34df5-e48f-4570-9232-80e4093c4624"
"acetaminophen, caffeine, dihydrocodeine","161, 1886, 23088","1125315, 1134439, 1189596","f90f87cb-77ad-45f4-8b59-09459090d988","20220114_f90f87cb-77ad-45f4-8b59-09459090d988"
"acetaminophen, codeine","161, 2670","1125315, 1201620","dbd6f2df-5eb1-28e6-e053-2995a90aff0a","20220405_8d7d6fa4-cc9f-6b4b-e053-2995a90a7286"
"acetaminophen, hydrocodone","161, 5489","1125315, 1174888","e76489da-eb75-4351-b346-1ce4ebdeb73f","20220405_832183ab-5c55-420b-8b6e-71522de2b267"
"acetaminophen, oxycodone","161, 7804","1125315, 1124957","d94121c5-a124-2a5a-e053-2995a90a1c35","20220310_f9cf218c-af5e-4249-aa3b-a8555ed02278"
"acetaminophen, pentazocine","161, 8001","1125315, 1130585","fc01cb97-4b1c-4f4f-baed-401357b05489","20110715_62a055f3-a58b-446d-9476-af6d36956eaf"
"acetaminophen, phenyltoloxamine","161, 33408","1125315, 1123904","eeae604c-98fa-40dc-b205-9aa8184c9b10","20100719_4b04b21b-ee68-4c59-91ad-57c3d84e2b09"
"acetaminophen, propoxyphene","161, 8785","1125315, 1153664","6be07b28-c93f-4ad3-97f9-861c540455ef","20110622_aaccfdf4-ce07-4799-9a7c-14dc0588a2a3"
"acetazolamide","167","929435","cf7064df-991c-4693-b829-5e77ef6ad325","20220402_c5acf531-ba55-47b7-88db-e5da0206ebf1"
"acetic acid","168","929549","ec0e6e2a-cf79-4a9a-8169-4518d3248695","20220301_c53fc11e-b177-446e-839d-391e1b2eacff"
"acetic acid, hydrocortisone","168, 5492","929549, 975125","0ad314b3-4aaa-4c5f-8d26-9949c780d9e8","20201010_ffd1edc1-2f40-4b0a-a53a-9fb53b8d3184"
"acetohydroxamic acid","16728","929542","b82ade1f-570b-26b7-e053-2995a90a8ffe","20210106_6660b616-a82d-9109-19ce-2bdf9747acea"
"acetylcholine","194","19037624","cce0408b-d981-4c18-b80b-d9e4d65ab15e","20210223_e701ef07-9499-4b56-931f-f4eb3eedbe24"
"acetylcysteine","197","1139042","2b8da336-9b90-466e-9ac2-6f6cbb999f9f","20220302_6588c28d-0515-4cdf-99d3-c4ad3fd0976c"
"acitretin","16818","929638","d579366c-a1c6-d653-e053-2a95a90ad636","20220114_6af396c2-af3e-436d-ba9a-583637495910"
"aclidinium","1303098","42873639","4e3ae998-ea80-4478-9ba1-ab36d05e1cc4","20220126_acdd5932-375b-4966-8a06-3806ab74c36d"
"aclidinium, formoterol","1303098, 25255","42873639, 1196677","85ad3dd8-a238-46b2-a510-f095e5f9101f","20220125_bb24d6b0-0d69-4a3c-a7f4-a35ca4804657"
"acrivastine, pseudoephedrine","19959, 8896","1140123, 1154332","51500008-2034-452c-8e9b-bb112d1b9039","20080617_51500008-2034-452c-8e9b-bb112d1b9039"
"activated charcoal","272","1701928","48354f4f-3b95-4da4-b60d-ac97618fae04","20220219_61801c3a-caf2-4bb7-a56a-dc2ee007eccb"
"acyclovir","281","1703687","8d3ab194-95cc-40f7-a3f7-53e073b3e09c","20220405_af9d41f5-4658-4487-8811-32a1f8af9384"
"acyclovir, hydrocortisone","281, 5492","1703687, 975125","a4efb63c-e7bf-43da-bbfe-463f672cb1bc","20200905_3b6ac164-0f1e-4f36-94a1-1fdb07d710f5"
"acyclovir, valacyclovir","281, 73645","1703687, 1717704","cbe6c39f-5166-0ff9-e053-2a95a90ae391","20210915_97a10bb6-52c0-495d-e053-2995a90a60a4"
"adalimumab, isopropyl alcohol","327361, 797541","1119119, 19028106","1b259c93-37f5-4845-92ff-224dacfe1d50","20211005_608d4f0d-b19f-46d3-749a-7159aa5f933d"
"adapalene","60223","981774","d30d42ec-927f-5de4-e053-2995a90a6c6c","20211218_d30d225c-65cc-7769-e053-2995a90a98d6"
"adefovir","16521","1729323","cdae0f96-628d-4f49-9970-a8557012ba94","20211215_a60adac4-57c2-4089-aefc-1a77a48676fc"
"adenosine","296","1309204","495305cc-5a91-4d21-bf2f-8614a314b50c","20220121_f2f1b4c5-1cfe-4b67-95b4-e1a0efc87777"
"afamelanotide","2262250","37497655","cd3aeff8-df12-690c-e053-2a95a90aaa9e","20211003_94f53286-11dd-7fbb-e053-2a95a90a7c48"
"afatinib","1430438","43533090","8b409774-7db9-4730-926f-d3575808dea7","20191024_fd638e5e-8032-e7ca-0179-95e96ab5d387"
"aflibercept","1232150","40244266","b8450fc3-94d2-4b81-959f-f0ec3587749b","20210619_f96cfd69-da34-41ee-90a9-610a4655cd1c"
"agalsidase beta","338817","1525746","f5716748-c31c-41d8-ba8b-f1326bceded9","20210819_988513ab-b06f-4dd0-93f7-d2d4531dcce4"
"albendazole","430","1753745","064c86bf-5d4d-4200-97fc-8ee09cabf000","20220118_852f013f-6759-4438-83c1-8ff48133dc85"
"albumin human, USP","828529","1344143","05442558-bf39-4b8d-b6bb-b28fb78cb22d","20200630_8428d373-f4b1-4e3b-bb19-ea89048f7c79"
"albuterol","435","1154343","dbd4a08a-4199-6aec-e053-2a95a90a0880","20220405_7e2e2a9d-3e90-4ff3-8661-4a88005186e9"
"albuterol, ipratropium","435, 7213","1154343, 1112921","d0ec154e-8c20-4159-bc4b-b30b88eed026","20220310_89d59bd9-c826-413c-8ed9-a1521a0c7cc5"
"alcaftadine","1000082","40224159","849f0849-528f-43b9-a43b-d13ceefe977d","20220122_17d37e8d-7825-424b-b6ca-0a85d0bf4694"
"alclometasone","108088","905151","12f7d6b4-e87b-4a4d-b642-4ec8853a6dc2","20210406_63e635e0-65d8-4b30-9f2a-ab16deba90bd"
"aldesleukin","70223","1309770","4f91e923-848c-46ba-8e1f-54c620444655","20211216_deead498-9f19-48cf-87c7-6caf2263f2ab"
"alectinib","1727455","35604657","7ff7a36a-009a-4360-9383-52f4056a07f1","20211212_42c49deb-713b-427a-9670-08af08adcffb"
"alemtuzumab","117055","1312706","59854030-095c-45ce-9453-3c07bd4a76d1","20220122_6236b0bc-82e9-4447-9a78-f57d94770269"
"alendronate","46041","1557272","d81423c7-a552-45c7-ac85-238edd450e1c","20220226_83e3ba94-d882-4b5c-87cb-af1eb0997efc"
"alfentanil","480","19059528","01d255dd-327d-4f3e-bce1-6591b233b796","20220121_c965d63f-933b-4a83-88f6-c8c74159530b"
"alfuzosin","17300","930021","e7fa37e2-f627-4751-8dac-bba7e576ae1e","20220309_c01d4d6b-e030-4b8f-aaa9-4df0f3f8fbda"
"alglucosidase alfa","629565","19088328","fcda0348-546d-46d6-b8f6-ad548ba8b1f5","20210714_d6bfbc45-2d34-439e-8aad-59ee2d53d4df"
"alirocumab","1659152","46275447","9f6bfdfc-2991-4bd3-85c8-0f0c446f6d1d","20210508_a20eb852-4c25-49f0-98bc-aed493336e75"
"aliskiren","325646","1317967","a917d7eb-4b61-4d04-824a-156911948554","20210623_41c0e5e0-eb26-4d9e-bcd2-d0f2cc8fc6db"
"aliskiren, hydrochlorothiazide","325646, 5487","1317967, 974166","cf632dfd-302e-e200-e053-2a95a90a104d","20211029_8df0ca6a-58cf-41fc-b890-5c7fa5a3792c"
"alitretinoin","81864","941052","1629bcf4-47bc-4203-878f-c7daeb6e8fc7","20210825_49c16717-7d86-4257-80c9-baa1417e5555"
"allantoin, lidocaine, petrolatum","508, 6387, 8091","966376, 989878, 19033354","1719195f-7e35-1489-e054-00144ff88e88","20150528_1719195f-7e34-1489-e054-00144ff88e88"
"allantoin, petrolatum","508, 8091","966376, 19033354","172e582c-7e77-38ac-e054-00144ff88e88","20150529_172e582c-7e76-38ac-e054-00144ff88e88"
"allopurinol","519","1167322","dbd67cc7-d1bf-5edb-e053-2995a90af5c0","20220405_b2ab2389-ccaf-487b-9985-50e3539e7617"
"almotriptan","279645","1103552","2649dda3-3699-4519-9a40-889c0345b22a","20211123_6fa380c4-c885-4743-85bf-88819ae68645"
"alogliptin","1368001","43013884","8b748407-ccd2-4089-a4ce-e63072be6186","20220326_a3768c7e-aa4c-44d3-bc53-43bb7346c0b0"
"alogliptin, metformin","1368001, 6809","43013884, 1503297","2b2a2260-52e6-470b-8695-bddb2c2b486b","20220325_83cb7914-a683-47bb-a713-f2bc6a596bd2"
"alogliptin, pioglitazone","1368001, 33738","43013884, 1525215","ddffe5eb-c576-4c7f-89e7-0b20c7468d2f","20220325_4c619ed9-fe3e-4158-9938-80c6c3493d55"
"alosetron","85248","948555","c75cad2b-7d39-4c74-85ff-bff9f1f47a60","20220324_2846a244-7540-442b-81bc-638e641497ce"
"alpelisib","2169285","1396423","59e0f23f-5bfd-4e06-b514-8e3ef095036b","20210731_b20b4e18-7a4b-4500-a08f-06c6dab0ee5b"
"alprazolam","596","781039","f364e489-b47b-4283-a7fe-d5b15f77447e","20220405_aa58fff3-c297-49be-838b-599c32ad9835"
"alprostadil","598","1381504","0209b68d-e74a-43a9-ad21-c9bca0293f0f","20220308_4c55f3f9-c4cf-11df-851a-0800200c9a66"
"alteplase","8410","1347450","e863c1e5-73cd-4eec-95d4-844378cea956","20211201_c669f77c-fa48-478b-a14b-80b20a0139c2"
"aluminum chloride","46241","957393","d6943c2b-0e48-2afb-e053-2a95a90a575a","20220128_203f8fe7-a329-4f85-91d4-5f809779318e"
"alvimopan","480639","19059654","12bd5889-484e-4d9c-b726-b1d69d9bb3de","20220225_77a67dc6-35d3-48ff-9d18-292d4d442f70"
"amantadine","620","19087090","f175ff74-a6d1-4c87-8536-d6b6d3ec6842","20220329_1b9498b7-125e-4314-baca-b62af6e5511c"
"ambrisentan","358274","1337068","18d85ac0-9b44-49a9-8a8b-81005dc7977d","20210226_37af3191-0ed3-4783-8747-065f1462f2d2"
"amcinonide","17652","930747","34be0cb1-729f-4cd3-98b2-15a4dd48b3bd","20200917_cb46264b-7df2-4fb8-ae8d-cfa96570e781"
"American chestnut allergenic extract","891752","40169389","274649f0-2ad5-4bfe-a4b1-f79e1155293a","20091229_c64bdabd-e91f-4142-a544-e19578a6ab93"
"American cockroach allergenic extract","905258","40173533","0c2a583c-28b8-4184-9f4d-9feba1e683c9","20091119_ef112633-e979-4933-b34b-e4d5756a90dc"
"American house dust mite allergenic extract, European house dust mite allergenic extract","1116977, 1116979","40241606, 40242103","94191d1d-9858-602a-e053-2a95a90aa50f","20191008_9b7f878e-613f-4831-9223-a6a07fb09f1b"
"American house dust mite allergenic extract, European house dust mite allergenic extract, cat hair extract, dog hair extract, short ragweed pollen extract","1116977, 1116979, 248123, 895495, 896135","40241606, 40242103, 19095690, 40170475, 40171301","89f9e682-acd9-4cc7-982d-c32f69b33b07","20091231_ed4d2a22-6a86-48b6-97c0-7774c659120f"
"amifampridine","2106338","1355889","0cecc1e6-ebdf-480a-be77-f2ef0fcbc897","20210414_f015fe60-3128-4a43-8c31-19fc6b5def3f"
"amifostine","4126","1350040","98f8dd38-f884-45e3-808c-6d8f1187b075","20211231_973ed458-f46b-4f61-a329-816c4db79a2c"
"amikacin","641","1790868","e048528f-1bf9-4735-85a3-2302ffa01696","20211207_6ec3129b-c53b-4bdb-913d-a2d0060fa140"
"amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e"
"aminolevulinate","155002","924120","ccb063c5-2695-4ed5-a281-c75f6ea28d3a","20210212_e45cc371-9ebc-4904-12bc-65cb4e2817ad"
"aminolevulinic acid","683","904351","c48f92b9-a6ab-4a47-9175-0299dfc349ac","20211214_650daa9f-aeec-49ce-95b9-5fa20b988afd"
"aminophylline","689","1105775","9e7e3ebf-f658-4b08-82c7-17233762e0de","20220109_9a9dedc4-ce04-4b22-9922-81a215ff59ed"
"aminosalicylic acid","7833","1726228","122349ff-58d4-4ddc-a589-3a4e2d8c3816","20171215_6f2753dc-5f0c-4f49-9335-e519afb69ba6"
"amiodarone","703","1309944","969d31f7-fb61-4aaf-a0a3-1e6a0c10aad4","20220330_7bdc2236-3a1a-4210-a9fb-38f860227aa7"
"amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144"
"amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27"
"amitriptyline, perphenazine","704, 8076","710062, 733008","fc250a36-00ec-4820-9dc8-a95ec9143f2c","20220108_e2937445-c015-c9a5-52f8-a2959da97290"
"amlodipine","17767","1332418","80f34426-dbf5-41e4-9aaa-75526d0f3cf0","20220405_abd6a2ca-40c2-485c-bc53-db1c652505ed"
"amlodipine, atorvastatin","17767, 83367","1332418, 1545958","d7a98647-dc69-47e0-aca0-192353c2310b","20220318_14124e56-77ba-426d-8f5a-dbe42eda1a20"
"amlodipine, benazepril","17767, 18867","1332418, 1335471","dbd6471e-f94b-5a5a-e053-2995a90aec93","20220405_ba522d55-5cbc-491c-8b84-a50b3bda037a"
"amlodipine, hydrochlorothiazide, valsartan","17767, 5487, 69749","1332418, 974166, 1308842","f278250b-9fea-461d-ab29-8727c3a08554","20220310_18d7820d-471f-4ee2-9ec6-25d8d27c77de"
"amlodipine, olmesartan","17767, 321064","1332418, 40226742","974cff99-bdb5-44d4-b32c-591bc075e04e","20220326_c1204fbe-d086-43cf-bbaa-efec9cd0487c"
"amlodipine, olmesartan, hydrochlorothiazide","17767, 321064, 5487","1332418, 40226742, 974166","da59576d-bfd0-08dd-e053-2a95a90ad394","20220317_85b8f9c6-aa53-4aa1-85d6-19f823d0d252"
"amlodipine, perindopril","17767, 54552","1332418, 1373225","cc9b436d-0d79-47c6-b001-878fcb233384","20191106_eaa2bbbc-5fcc-4f15-a51c-c4e1bf320c90"
"amlodipine, telmisartan","17767, 73494","1332418, 1317640","dafb950c-aa32-fe74-e053-2a95a90a9016","20220325_b18686fa-be94-472e-8404-c69e6869ed10"
"amlodipine, valsartan","17767, 69749","1332418, 1308842","d6c63540-b569-446a-83a2-3e13a7a246cb","20220310_d0caec89-96ec-411d-a933-63eda74a6da7"
"ammonia","1299884","42800417","bdd6c8a2-a5a0-4661-95d3-5fe3c9231d34","20210416_19e90dab-ab8e-4f3e-b0f9-2b416b37e933"
"amobarbital","719","712757","b89832cf-e4c1-4926-8b2d-9a621c5f8a93","20220114_a2523317-e071-4e04-9d9f-9053286e0ce2"
"amoxapine","722","713109","87d2db99-6510-48e6-9272-495929f35095","20200818_a16297df-3158-48db-85e5-5cd506885556"
"amoxicillin","723","1713332","dbd7cea6-734b-9b05-e053-2995a90aa90d","20220405_d37f2e3c-01f0-4a81-a46f-1615b82e2499"
"amphetamine","725","714785","560f98fb-357a-4365-916d-be115bfaeeef","20220402_85a015a7-a1a0-4b04-8bc4-7aacd0c84742"
"amphotericin B","732","1717240","608db2b7-39be-47ea-acd0-0a37dc2cd0df","20220210_593cffa0-c305-48b6-8ec7-331e0ff91d2b"
"ampicillin","733","1717327","7f7084cc-3bb4-4bba-9829-60541a497431","20220223_66146d45-0fe4-46b9-b2b1-b67c219088b7"
"amyl nitrite","742","1319051","eb6e373b-5b5d-46ea-90bd-f2dc8d813b13","20190208_c1b6e536-df5f-4f76-8e3c-6dc2f1e9975e"
"anagrelide","596724","1381253","30f6890e-25d9-4507-8515-11b2e1c52709","20211028_cb960074-99c1-4a73-941f-f0644a7ec219"
"anakinra","72435","1114375","7c3433fa-6e70-4740-9d58-b2cae670e639","20201230_d9d74915-6606-4570-9c52-c4001d3177de"
"anastrozole","84857","1348265","73e678ab-25ef-4216-a48f-642b22566c8a","20220331_c7a36fd8-530e-4c63-97d5-0f80fab5880e"
"angiotensin II","1999003","963889","a887b7a9-e7ac-7f94-e053-2995a90a96c2","20200622_c265d69a-3efe-4107-9a9e-e6fd3d531c48"
"angoumois grain moth allergenic extract","892360","40170755","f1a31511-6642-4da5-82cf-67c9ca728bc6","20100106_9de836ec-49c1-47a2-a0c5-b9f30ae924be"
"anidulafungin","341018","19026450","3ac66b17-3e99-4e85-bdf3-ee219c10c18d","20210217_a88d9010-55fb-4a02-baff-042cd27688ea"
"ansuvimab","2472152","739418","d3962c01-8740-9bc0-e053-2a95a90a50ae","20211221_9c008384-379d-48d3-b5a5-9809ed0f655c"
"anthralin","873","952538","c71cb441-6ef6-95b1-e053-2a95a90adc93","20210715_4d624774-3618-423c-89bd-492f4795ad19"
"anti-inhibitor coagulant complex","314504","19080406","fed00ae6-2bf4-48e1-afdd-2bbe1b01e778","20220129_752604e5-4ea2-44f4-83ed-1569373f6412"
"antipyrine, benzocaine","1001, 1399","1036059, 917006","9eb22e92-a577-43be-b3b6-1a5aacf3092e","20110609_ac13647f-2747-493f-a650-ede37d230cd8"
"antithrombin III","1009","1436169","634fb454-4f7f-4b30-9f89-fd3a122cf074","20210910_ecc5f10c-e89e-4757-a56a-9cfa6fd383f7"
"apalutamide","1999574","963987","bad4f9f2-4fc4-4cb6-b49f-a87bd0429b1b","20210916_d1cda4f7-cb33-46ea-b9ac-431f6452b1a5"
"Apiospora montagnei allergenic extract, Aspergillus niger var. niger allergenic extract, Aspergillus repens allergenic extract, Bermuda grass smut allergenic extract, Humicola grisea allergenic extract, Microsporum audouinii allergenic extract, microsporum canis allergenic extract, Colletotrichum coccodes allergenic extract, Hypomyces perniciosus allergenic extract, Microascus brevicaulis allergenic extract, gliocladium allergenic extract, Neurospora crassa allergenic extract, Candida albicans allergenic extract, Mucor plumbeus allergenic extract, corn smut allergenic extract, saccharomyces cerevisiae allergenic extract, Aspergillus fumigatus allergenic extract, Botrytis cinerea allergenic extract, Chaetomium globosum allergenic extract, Cladosporium herbarum allergenic extract, Aureobasidium pullulans var. pullutans allergenic extract, Johnson grass smut allergenic extract, Cochliobolus sativus allergenic extract, Epicoccum nigrum allergenic extract, Mucor racemosus allergenic extract, Aspergillus niger var. niger extract, Penicillium chrysogenum var. chrysogenum allergenic extract, Cladosporium cladosporioides extract, Fusarium oxysporum vasinfectum allergenic extract, neurospora intermedia allergenic extract, Rhodotorula rubra allergenic extract, Trichophyton mentagrophytes allergenic extract, Passalora fulva allergenic extract, Khuskia oryzae allergenic extract, Alternaria alternata allergenic extract, Acremonium strictum allergenic extract, Acrothecium robustum allergenic extract, algal fungi allergenic extract, Penicillium camemberti allergenic extract, Paecilomyces variotii allergenic extract, Phoma destructiva allergenic extract, Candida tropicalis allergenic extract, Penicillium expansum allergenic extract, Rhizopus stolonifer allergenic extract, Penicillium italicum allergenic extract, Phanerodontia chrysosporium allergenic extract, Stachybotrys chartarum allergenic extract, Trichoderma viride allergenic extract, Trichophyton rubrum allergenic extract, Trichophyton schoenleinii allergenic extract, Trichothecium roseum allergenic extract, loose wheat smut allergenic extract, Verticillium albo-atrum allergenic extract, loose oat smut allergenic extract, loose barley smut allergenic extract, Tetracoccosporium paxianum allergenic extract, Syncephalastrum racemosum allergenic extract, Pleospora herbarum allergenic extract, Penicillium roquefortii allergenic extract, cochliobolus spicifer allergenic extract, epidermophyton floccosum allergenic extract, Lichtheimia corymbifera allergenic extract, Aspergillus flavus allergenic extract, Geotrichum candidum allergenic extract","1006258, 1006297, 1006310, 1014385, 1014391, 1014395, 1014399, 1192729, 1192968, 1192992, 1192997, 1193003, 214355, 314415, 314488, 350141, 466192, 466195, 466197, 466198, 852102, 852128, 852398, 852466, 852687, 854082, 854130, 867198, 867228, 867274, 867321, 867357, 883442, 892338, 901845, 905070, 905088, 966692, 966943, 966979, 966995, 967033, 967111, 967721, 967960, 968114, 968123, 968401, 968413, 968422, 968426, 968437, 968467, 968475, 968492, 968502, 968506, 971198, 972365, 995699, 995707, 995727, 999384, 999463","40224189, 40224210, 40224216, 40227684, 40228383, 40228508, 40228512, 40244066, 40244381, 40244406, 40244304, 40244419, 40161115, 19080338, 19013721, 19097209, 40161048, 40161103, 40161167, 40161203, 40161386, 40161260, 40161182, 40162020, 40161334, 40166881, 40161349, 40167025, 40167646, 40167231, 40167333, 40167348, 40176152, 40169661, 40173567, 40173511, 40173523, 40173620, 40175261, 40175309, 40175341, 40173773, 40174478, 40175794, 40176125, 40175955, 40175669, 40175746, 40175754, 40175760, 40175764, 40175939, 40175719, 40175872, 40175802, 40175665, 40175686, 40176165, 40176129, 40222461, 40222465, 40222935, 40223294, 40223799","272c9910-2160-4d41-afbd-faab3055ba1d","20091123_6d2006e2-55ea-41db-bd17-ce6d080f28a0"
"apixaban","1364430","43013024","87cf893f-8379-4227-accf-bba2c9182721","20220330_a454cd24-0c6d-46e8-b1e4-197388606175"
"apomorphine","1043","837027","2fbd7414-f94f-4e18-8d0e-3ae69a5449f7","20220226_aedf70e4-1949-44bc-bf1b-0f282c4f0705"
"apraclonidine","14845","919986","bec84f1a-3a2d-4546-a8e0-b53ff0926c39","20220122_dc7d3a9f-c0b9-411c-9c62-0a14f1718b00"
"apremilast","1492727","44816294","c7260332-a4b8-4ebb-9963-3cddfc7b9377","20211224_f6b1f516-4972-4d82-bced-113e47b41cc5"
"aprepitant","358255","936748","56f2d9cd-4356-458b-94c3-198405d865e6","20220129_af9b6086-4bf2-472c-8740-4134eaaebace"
"arformoterol","304962","1111220","2958732d-0046-49fc-8f28-b36959252832","20220325_7134ae7c-6c64-470d-ab4e-81e35413b839"
"argatroban","15202","1322207","cddb6944-444e-553a-e053-2995a90ac2e5","20211009_46cdf9e6-839c-49c8-9ee1-c30cfdd9368d"
"aripiprazole","89013","757688","fa69309f-5eec-4db8-830d-bc892196ea8c","20220401_c7040fef-96a7-4429-9a8e-ec3ab17a8019"
"aripiprazole lauroxil","1673265","35602825","6ae12657-1297-4eaf-bc9e-87d6d4479d99","20220301_b18fdfd9-31cd-4a2f-9f1c-ebc70d7a9403"
"armodafinil","641465","19090984","77fff6b2-e2d2-4a19-ac32-47a749fc2738","20220310_f9a9d842-1ed5-4da3-81ae-d2e21aebfd94"
"arsenic trioxide","18330","1333379","80ae6afb-9ea9-466e-a9ba-5309224e7efa","20220123_d9b3389d-bd95-4559-b3c7-099a57be8b1a"
"artemether, lumefantrine","18343, 847728","19033634, 19048037","1be253c2-099e-4c89-8bf0-777c33724245","20210604_7866ec19-dfac-47d4-a53f-511a12643cbf"
"ascorbic acid","1151","19011773","d2bfd2b8-d3ba-e3bf-e053-2995a90a2901","20211212_388aad52-fc01-4784-9791-1dbc80c69306"
"ascorbic acid, cholecalciferol, iron carbonyl, folic acid, calcium citrate, pyridoxine","1151, 2418, 262150, 4511, 47613, 684879","19011773, 19095164, 1400498, 19111620, 19058572, 19005046","b8546812-f882-43f2-e053-2995a90aa4aa","20210108_a524c0ff-4893-4df0-aaca-7f690b2bbb13"
"ascorbic acid, polyethylene glycol 3350, sodium ascorbate, sodium sulfate, potassium chloride, sodium chloride","1151, 221147, 267366, 36721, 8591, 9863","19011773, 986417, 901318, 939976, 19049105, 967823","95bef6d8-109e-4867-9c80-0f28399e6091","20210626_cd9c0751-10fa-4f5f-bf29-742823541d22"
"asenapine","784649","40164052","d53bf891-66df-2349-e053-2995a90a0c55","20220113_685eaf44-5944-4f38-afba-0a4fc0b3462b"
"asfotase alfa","1720259","35603109","6bb80772-f21f-4e48-b34c-ea66b6b15ccf","20210421_3387574f-5eaa-4501-a71d-4cbfbd563031"
"asparaginase","1156","19012585","10bba7af-957c-4cc6-ba44-5569fca4f885","20210616_bd0f5322-a1d3-79c3-e053-2995a90acd70"
