"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase","fda_approval"
"18","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"H2AFX","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"19","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"KMT2A","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"20","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"LMNB1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"21","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"MAPK8","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"22","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"MCL1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"23","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"RB1","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"24","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"TOP2A","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"25","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"TOP2B","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"26","etoposide","HA1E","trt_cp","down",-0.713393073578185,1.24898009025644e-05,0.000124761495428982,-2.02685618811518,-99.553770638108,2241,-1.78371547857225,100,31,"TP53","Topoisomerase inhibitor",73707602,"topoisomerase inhibitor","TOP2A, TOP2B","oncology","non-small cell lung cancer (NSCLC)","Launched",TRUE
"27","methylene-blue","HA1E","trt_cp","down",-0.545071270612658,1.98009038699191e-05,0.000124761495428982,-1.54862882571005,-96.9656403391343,2241,-1.3727844991117,100,31,"ACHE","Guanylyl cyclase inhibitor; Monoamine oxidase inhibitor; Nitric oxide production inhibitor; Tau aggregation inhibitor",4139,"guanylyl cyclase inhibitor, nitric oxide production inhibitor","ACHE","hematology","methemoglobinemia","Launched",TRUE
"28","methylene-blue","HA1E","trt_cp","down",-0.545071270612658,1.98009038699191e-05,0.000124761495428982,-1.54862882571005,-96.9656403391343,2241,-1.3727844991117,100,31,"MAPT","Guanylyl cyclase inhibitor; Monoamine oxidase inhibitor; Nitric oxide production inhibitor; Tau aggregation inhibitor",4139,"guanylyl cyclase inhibitor, nitric oxide production inhibitor","ACHE","hematology","methemoglobinemia","Launched",TRUE
"29","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC1","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"30","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC10","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"31","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC11","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"32","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC2","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"33","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC3","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"34","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC4","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"35","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC5","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"36","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC6","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"37","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC7","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"38","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC8","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"39","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC9","HDAC inhibitor",5311,"HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched",TRUE
"40","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"ABCB1","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"41","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"ABCC2","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"42","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"ABCG2","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"43","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"CES2","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"44","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"CES5A","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"45","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"CYP3A5","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"46","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"TOP1","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"47","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"TOP1MT","Topoisomerase inhibitor",60838,"topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched",TRUE
"48","dactinomycin","HA1E","trt_cp","down",-0.494981570668902,2.1976827372108e-05,0.000124761495428982,-1.40631651283236,-93.1726907630522,2241,-1.07428078814296,100,31,"POLR2A","RNA polymerase inhibitor",457193,"RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)","Launched",TRUE
"49","dactinomycin","HA1E","trt_cp","down",-0.494981570668902,2.1976827372108e-05,0.000124761495428982,-1.40631651283236,-93.1726907630522,2241,-1.07428078814296,100,31,"TOP2A","RNA polymerase inhibitor",457193,"RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)","Launched",TRUE
"50","dactinomycin","HA1E","trt_cp","down",-0.494981570668902,2.1976827372108e-05,0.000124761495428982,-1.40631651283236,-93.1726907630522,2241,-1.07428078814296,100,31,"TOP2B","RNA polymerase inhibitor",457193,"RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)","Launched",TRUE
"51","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"ABCB1","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"52","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"ABCC1","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"53","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"ABCG2","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"54","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"PIM1","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"55","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"TOP2A","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"56","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"TOP2B","Topoisomerase inhibitor",4212,"topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched",TRUE
"57","doxorubicin","HA1E","trt_cp","down",-0.472910845572206,2.29342337130712e-05,0.000124761495428982,-1.34361028901938,-96.9210174029451,2241,-1.16922698146546,100,31,"CHD1","Topoisomerase inhibitor",31703,"topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched",TRUE
"58","doxorubicin","HA1E","trt_cp","down",-0.472910845572206,2.29342337130712e-05,0.000124761495428982,-1.34361028901938,-96.9210174029451,2241,-1.16922698146546,100,31,"NOLC1","Topoisomerase inhibitor",31703,"topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched",TRUE
"59","doxorubicin","HA1E","trt_cp","down",-0.472910845572206,2.29342337130712e-05,0.000124761495428982,-1.34361028901938,-96.9210174029451,2241,-1.16922698146546,100,31,"TOP2A","Topoisomerase inhibitor",31703,"topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched",TRUE
"60","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"ABCB1","RNA synthesis inhibitor; Topoisomerase inhibitor",2958,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched",TRUE
"61","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"ABCG2","RNA synthesis inhibitor; Topoisomerase inhibitor",2958,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched",TRUE
"62","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"DCXR","RNA synthesis inhibitor; Topoisomerase inhibitor",2958,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched",TRUE
"63","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"TOP2A","RNA synthesis inhibitor; Topoisomerase inhibitor",2958,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched",TRUE
"64","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"TOP2B","RNA synthesis inhibitor; Topoisomerase inhibitor",2958,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched",TRUE
"65","vincristine","HA1E","trt_cp","down",-0.430897326316316,2.47620094549098e-05,0.000124761495428982,-1.22424361075717,-73.8955823293173,2241,0,100,31,"TUBA4A","Tubulin inhibitor",6324671,"tubulin polymerization inhibitor","TUBA4A, TUBB","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched",TRUE
"66","vincristine","HA1E","trt_cp","down",-0.430897326316316,2.47620094549098e-05,0.000124761495428982,-1.22424361075717,-73.8955823293173,2241,0,100,31,"TUBB","Tubulin inhibitor",6324671,"tubulin polymerization inhibitor","TUBA4A, TUBB","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched",TRUE
"67","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CACNA1I","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"68","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CALM1","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"69","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CALM2","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"70","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"CALM3","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"71","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"DRD3","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"72","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"HRH1","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"73","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"KCNA10","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
"74","pimozide","HA1E","trt_cp","down",-0.409632865768394,2.56758973258292e-05,0.000124761495428982,-1.16382810485338,-78.1347612672914,2241,-1.10705510039468,100,31,"KCNH2","Dopamine receptor antagonist",16362,"dopamine receptor antagonist","CACNA1I, CALM1, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, KCNA10, KCNH2","neurology/psychiatry","Tourette's disorder","Launched",TRUE
