"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"14","MF","GO:0070330","aromatase activity","6/16","173/22568",1.3977852265023e-09,1.0603816529257e-07,4.12192956215737e-08,"crizotinib/diltiazem/fenofibrate/fluvastatin/nicotine/paclitaxel",6
"15","MF","GO:0050998","nitric-oxide synthase binding","6/16","180/22568",1.77473358290288e-09,1.28193546709218e-07,4.98315647390357e-08,"amitriptyline/fluoxetine/fluphenazine/imipramine/mirtazapine/perphenazine",6
"16","MF","GO:0001588","dopamine neurotransmitter receptor activity, coupled via Gs","5/16","82/22568",2.36874303671723e-09,1.4765568992653e-07,5.73969147475954e-08,"bromocriptine/fluphenazine/imipramine/mirtazapine/perphenazine",5
"17","MF","GO:0015464","acetylcholine receptor activity","6/16","238/22568",9.46911316901042e-09,3.96537627707756e-07,1.54142630216829e-07,"amitriptyline/fluoxetine/fluphenazine/imipramine/mirtazapine/nicotine",6
"18","MF","GO:0017022","myosin binding","6/16","252/22568",1.33188656070981e-08,5.17104957195583e-07,2.01009721728178e-07,"amitriptyline/crizotinib/fluoxetine/fluvastatin/imipramine/mirtazapine",6
"19","MF","GO:0101020","estrogen 16-alpha-hydroxylase activity","5/16","141/22568",3.66376648018434e-08,1.21060198802687e-06,4.70586803221886e-07,"crizotinib/diltiazem/fenofibrate/fluvastatin/paclitaxel",5
"20","MF","GO:0033695","oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor","5/16","177/22568",1.14210664495462e-07,3.19584075606221e-06,1.24229143837169e-06,"amitriptyline/fenofibrate/fluoxetine/fluvastatin/paclitaxel",5
"21","MF","GO:0034875","caffeine oxidase activity","5/16","177/22568",1.14210664495462e-07,3.19584075606221e-06,1.24229143837169e-06,"amitriptyline/fenofibrate/fluoxetine/fluvastatin/paclitaxel",5
"22","MF","GO:1901618","organic hydroxy compound transmembrane transporter activity","6/16","381/22568",1.54518795800933e-07,4.20995947155876e-06,1.63650100446602e-06,"amiloride/amitriptyline/fluoxetine/imipramine/mirtazapine/pravastatin",6
"23","MF","GO:0019811","cocaine binding","4/16","74/22568",1.88111155990703e-07,4.74875339404023e-06,1.84594168941747e-06,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"24","MF","GO:0005249","voltage-gated potassium channel activity","5/16","219/22568",3.29147277910733e-07,7.09952392493568e-06,2.75973631406149e-06,"amiloride/amitriptyline/diltiazem/fluoxetine/imipramine",5
"25","MF","GO:0015271","outward rectifier potassium channel activity","4/16","87/22568",3.61892003674414e-07,7.69888057132007e-06,2.99271902101336e-06,"amiloride/amitriptyline/diltiazem/imipramine",4
"26","MF","GO:0048306","calcium-dependent protein binding","5/16","254/22568",6.85317718372377e-07,1.25952475341101e-05,4.89604125177899e-06,"amiloride/fluphenazine/fluvastatin/perphenazine/pravastatin",5
"27","MF","GO:0004935","adrenergic receptor activity","5/16","264/22568",8.29128275514516e-07,1.47650856861204e-05,5.73950360320604e-06,"amisulpride/amitriptyline/bromocriptine/imipramine/mirtazapine",5
"28","MF","GO:0005335","serotonin:sodium symporter activity","4/16","107/22568",8.31902767247606e-07,1.47650856861204e-05,5.73950360320604e-06,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"29","MF","GO:0005251","delayed rectifier potassium channel activity","4/16","111/22568",9.63796799560642e-07,1.64480926342602e-05,6.39372428626985e-06,"amitriptyline/diltiazem/fluoxetine/imipramine",4
"30","MF","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","4/16","116/22568",1.14982752713011e-06,1.90982048089097e-05,7.42387938991408e-06,"amitriptyline/diltiazem/fluoxetine/imipramine",4
"31","MF","GO:0035473","lipase binding","3/16","32/22568",1.43204240157576e-06,2.29274417489397e-05,8.91238542923166e-06,"fenofibrate/fluvastatin/pravastatin",3
"32","MF","GO:0004937","alpha1-adrenergic receptor activity","4/16","123/22568",1.45354542689973e-06,2.31523697228234e-05,8.99981972822669e-06,"amitriptyline/bromocriptine/imipramine/mirtazapine",4
"33","MF","GO:0071813","lipoprotein particle binding","4/16","127/22568",1.65181751020341e-06,2.57761729806672e-05,1.00197479949928e-05,"fenofibrate/fluvastatin/paclitaxel/pravastatin",4
"34","MF","GO:0071814","protein-lipid complex binding","4/16","127/22568",1.65181751020341e-06,2.57761729806672e-05,1.00197479949928e-05,"fenofibrate/fluvastatin/paclitaxel/pravastatin",4
"35","MF","GO:0051721","protein phosphatase 2A binding","5/16","325/22568",2.30298824208907e-06,3.342561439219e-05,1.2993248960532e-05,"fluvastatin/imipramine/mirtazapine/paclitaxel/pravastatin",5
"36","MF","GO:0004936","alpha-adrenergic receptor activity","4/16","152/22568",3.38004096721304e-06,4.68678894828736e-05,1.82185478824876e-05,"amitriptyline/bromocriptine/imipramine/mirtazapine",4
"37","MF","GO:0008504","monoamine transmembrane transporter activity","4/16","155/22568",3.65304757801794e-06,4.97647621812444e-05,1.93446240627266e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"38","MF","GO:0005267","potassium channel activity","5/16","391/22568",5.67908129153337e-06,7.31918111680607e-05,2.84512174771294e-05,"amiloride/amitriptyline/diltiazem/fluoxetine/imipramine",5
"39","MF","GO:0071890","bicarbonate binding","3/16","51/22568",5.9633755970579e-06,7.62232288249458e-05,2.96295941512905e-05,"amiloride/bromocriptine/fluphenazine",3
"40","MF","GO:0015377","cation:chloride symporter activity","4/16","181/22568",6.75572453444817e-06,8.35987267091475e-05,3.24966074271841e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"41","MF","GO:0015378","sodium:chloride symporter activity","4/16","181/22568",6.75572453444817e-06,8.35987267091475e-05,3.24966074271841e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"42","MF","GO:0015296","anion:cation symporter activity","4/16","191/22568",8.3560290633287e-06,0.000100220516524838,3.89578515111633e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"43","MF","GO:0015373","anion:sodium symporter activity","4/16","191/22568",8.3560290633287e-06,0.000100220516524838,3.89578515111633e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"44","MF","GO:0017137","Rab GTPase binding","4/16","191/22568",8.3560290633287e-06,0.000100220516524838,3.89578515111633e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"45","MF","GO:0017075","syntaxin-1 binding","4/16","193/22568",8.70698677043909e-06,0.000103616478578482,4.0277934364564e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"46","MF","GO:0015103","inorganic anion transmembrane transporter activity","5/16","483/22568",1.58066688516575e-05,0.000161498399517264,6.277787109713e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine/pravastatin",5
"47","MF","GO:0008519","ammonium transmembrane transporter activity","4/16","229/22568",1.70784199005285e-05,0.000173351543173339,6.73854407495914e-05,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"48","MF","GO:0008179","adenylate cyclase binding","4/16","236/22568",1.92218608355814e-05,0.000190744727652766,7.41465423857804e-05,"amitriptyline/fluphenazine/mirtazapine/perphenazine",4
"49","MF","GO:0004016","adenylate cyclase activity","3/16","79/22568",2.23723103424438e-05,0.000218516968313303,8.49422044448298e-05,"amiloride/bromocriptine/fluphenazine",3
"50","MF","GO:0001591","dopamine neurotransmitter receptor activity, coupled via Gi/Go","3/16","82/22568",2.50221093214755e-05,0.000241362334013984,9.38226851642119e-05,"amisulpride/bromocriptine/mirtazapine",3
"51","MF","GO:0030169","low-density lipoprotein particle binding","3/16","83/22568",2.59492156092858e-05,0.000248760073093956,9.66983440670918e-05,"fenofibrate/fluvastatin/pravastatin",3
"52","MF","GO:0005328","neurotransmitter:sodium symporter activity","4/16","261/22568",2.85190764933291e-05,0.000270887619536025,0.000105299793136483,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"53","MF","GO:0005334","norepinephrine:sodium symporter activity","3/16","88/22568",3.09249274484048e-05,0.000291953874330533,0.000113488695515343,"amitriptyline/imipramine/mirtazapine",3
"54","MF","GO:0019905","syntaxin binding","4/16","273/22568",3.39967954154119e-05,0.000315130460350336,0.000122497928634506,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"55","MF","GO:0000149","SNARE binding","4/16","276/22568",3.54789774880823e-05,0.00032411089434701,0.00012598881479514,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"56","MF","GO:0005548","phospholipid transporter activity","4/16","278/22568",3.64931138322252e-05,0.000329498870822359,0.000128083236124732,"fenofibrate/fluvastatin/paclitaxel/pravastatin",4
"57","MF","GO:0050750","low-density lipoprotein particle receptor binding","3/16","95/22568",3.88891214095798e-05,0.000347096583615387,0.000134923842277036,"fenofibrate/fluvastatin/pravastatin",3
"58","MF","GO:0004499","N,N-dimethylaniline monooxygenase activity","2/16","15/22568",4.92150909345849e-05,0.00042344064388593,0.0001646004061874,"imipramine/nicotine",2
"59","MF","GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","3/16","103/22568",4.95165111531305e-05,0.000424857137131556,0.000165151027312128,"amitriptyline/fluoxetine/imipramine",3
"60","MF","GO:0005330","dopamine:sodium symporter activity","3/16","105/22568",5.24415481938836e-05,0.00043903894525661,0.000170663798491657,"amitriptyline/imipramine/mirtazapine",3
"61","MF","GO:0005250","A-type (transient outward) potassium channel activity","2/16","16/22568",5.62225604621114e-05,0.000465672727454181,0.000181016917473801,"amitriptyline/imipramine",2
"62","MF","GO:1905030","voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential","2/16","16/22568",5.62225604621114e-05,0.000465672727454181,0.000181016917473801,"amitriptyline/imipramine",2
"63","MF","GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity","2/16","17/22568",6.3692554465252e-05,0.000517877157510661,0.000201309892454241,"fluvastatin/pravastatin",2
"64","MF","GO:0042282","hydroxymethylglutaryl-CoA reductase activity","2/16","17/22568",6.3692554465252e-05,0.000517877157510661,0.000201309892454241,"fluvastatin/pravastatin",2
"65","MF","GO:0016907","G protein-coupled acetylcholine receptor activity","3/16","116/22568",7.05684046544097e-05,0.00055914659402193,0.000217352202305607,"amitriptyline/imipramine/mirtazapine",3
"66","MF","GO:0070325","lipoprotein particle receptor binding","3/16","120/22568",7.80564001031047e-05,0.000598625132642576,0.000232698351964291,"fenofibrate/fluvastatin/pravastatin",3
"67","MF","GO:0046911","metal chelating activity","2/16","20/22568",8.88719140492885e-05,0.000644944310834323,0.000250703604069193,"fenofibrate/fluvastatin",2
"68","MF","GO:0070326","very-low-density lipoprotein particle receptor binding","2/16","22/22568",0.000107960207881264,0.000755235147926142,0.000293576003887649,"fenofibrate/fluvastatin",2
"69","MF","GO:0017127","cholesterol transporter activity","3/16","134/22568",0.00010831757515142,0.000756032333528787,0.000293885886927685,"fenofibrate/fluvastatin/pravastatin",3
"70","MF","GO:0009975","cyclase activity","3/16","136/22568",0.000113180169004223,0.000779462538641057,0.000302993707195341,"amiloride/bromocriptine/fluphenazine",3
"71","MF","GO:0031748","D1 dopamine receptor binding","3/16","136/22568",0.000113180169004223,0.000779462538641057,0.000302993707195341,"amisulpride/bromocriptine/mirtazapine",3
"72","MF","GO:0022848","acetylcholine-gated cation-selective channel activity","3/16","139/22568",0.000120737940836486,0.000817019704222498,0.000317592978189313,"fluoxetine/fluphenazine/nicotine",3
"73","MF","GO:0015248","sterol transporter activity","3/16","140/22568",0.000123328480424446,0.000830928980907437,0.0003229998105876,"fenofibrate/fluvastatin/pravastatin",3
"74","MF","GO:0005326","neurotransmitter transporter activity","4/16","386/22568",0.000130298616268829,0.000865968174983583,0.000336620292373393,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"75","MF","GO:0050780","dopamine receptor binding","3/16","143/22568",0.000131317131493003,0.000865968174983583,0.000336620292373393,"amisulpride/bromocriptine/mirtazapine",3
"76","MF","GO:0015108","chloride transmembrane transporter activity","4/16","397/22568",0.000145175418542527,0.000943336506261691,0.000366695012262229,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"77","MF","GO:0005245","voltage-gated calcium channel activity","4/16","398/22568",0.000146586428196408,0.000950516588680678,0.000369486063380465,"amiloride/amitriptyline/bromocriptine/diltiazem",4
"78","MF","GO:0031727","CCR2 chemokine receptor binding","2/16","26/22568",0.000151641032370026,0.000975149164681781,0.000379061270847597,"fenofibrate/pravastatin",2
"79","MF","GO:0031694","alpha-2A adrenergic receptor binding","3/16","153/22568",0.000160365608503191,0.00102278353184992,0.000397577764947932,"amitriptyline/bromocriptine/mirtazapine",3
"80","MF","GO:0043178","alcohol binding","4/16","415/22568",0.000172130618156571,0.00108226255059577,0.000420698527648812,"amiloride/fenofibrate/fluvastatin/pravastatin",4
"81","MF","GO:0016248","channel inhibitor activity","3/16","158/22568",0.000176336109959587,0.00108670626494936,0.000422425894159661,"fluphenazine/paclitaxel/perphenazine",3
"82","MF","GO:0051380","norepinephrine binding","3/16","159/22568",0.000179649456680291,0.00110274943171736,0.00042866221512855,"amitriptyline/bromocriptine/mirtazapine",3
"83","MF","GO:0016849","phosphorus-oxygen lyase activity","3/16","161/22568",0.000186397153837106,0.00113076085901963,0.000439550854134786,"amiloride/bromocriptine/fluphenazine",3
"84","MF","GO:0051015","actin filament binding","4/16","434/22568",0.000204344063457137,0.00120664004011001,0.000469046709596429,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"85","MF","GO:0015370","solute:sodium symporter activity","4/16","438/22568",0.000211645705350687,0.0012473843658809,0.000484884897707457,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"86","MF","GO:0034185","apolipoprotein binding","3/16","172/22568",0.000226466029439152,0.0013147728737159,0.000511080247450481,"fenofibrate/paclitaxel/pravastatin",3
"87","MF","GO:0042806","fucose binding","2/16","32/22568",0.000230854108328561,0.00132293885695297,0.000514254539236472,"fluvastatin/pravastatin",2
"88","MF","GO:0015294","solute:cation symporter activity","4/16","464/22568",0.000263800022918133,0.00146839224226473,0.00057079537122637,"amitriptyline/fluoxetine/imipramine/mirtazapine",4
"89","MF","GO:0015238","drug transmembrane transporter activity","4/16","470/22568",0.000277043486438854,0.00153386286787715,0.000596245199259529,"amitriptyline/imipramine/mirtazapine/paclitaxel",4
"90","MF","GO:0048403","brain-derived neurotrophic factor binding","2/16","36/22568",0.000292737429321115,0.00158321681148942,0.000615430129385694,"amitriptyline/crizotinib",2
"91","MF","GO:0060175","brain-derived neurotrophic factor-activated receptor activity","2/16","36/22568",0.000292737429321115,0.00158321681148942,0.000615430129385694,"amitriptyline/crizotinib",2
"92","MF","GO:0042166","acetylcholine binding","3/16","198/22568",0.000342398313978888,0.00181173622354076,0.000704260496967246,"fluoxetine/fluphenazine/nicotine",3
"93","MF","GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity","2/16","41/22568",0.000380236541713991,0.00196181843615225,0.000762600652816835,"fenofibrate/fluvastatin",2
"94","MF","GO:0070653","high-density lipoprotein particle receptor binding","2/16","41/22568",0.000380236541713991,0.00196181843615225,0.000762600652816835,"fenofibrate/fluvastatin",2
"95","MF","GO:0051379","epinephrine binding","3/16","206/22568",0.000384496169429657,0.00197395884669176,0.000767319889231521,"amitriptyline/bromocriptine/mirtazapine",3
"96","MF","GO:0048487","beta-tubulin binding","3/16","210/22568",0.000406741025154149,0.00207104528545703,0.000805059457897858,"amitriptyline/imipramine/mirtazapine",3
"97","MF","GO:0031800","type 3 metabotropic glutamate receptor binding","2/16","43/22568",0.000418377856446968,0.00212681116550619,0.000826736844421866,"fluphenazine/perphenazine",2
"98","MF","GO:0031690","adrenergic receptor binding","3/16","221/22568",0.000472150938172092,0.00235771835042205,0.000916495390224048,"amitriptyline/bromocriptine/mirtazapine",3
"99","MF","GO:0048020","CCR chemokine receptor binding","2/16","49/22568",0.000543514540452367,0.00262768116145491,0.00102143569057809,"fenofibrate/pravastatin",2
"100","MF","GO:0008374","O-acyltransferase activity","3/16","232/22568",0.000543979068517548,0.00262768116145491,0.00102143569057809,"fenofibrate/nicotine/pravastatin",3
"101","MF","GO:0015459","potassium channel regulator activity","3/16","243/22568",0.000622480209472001,0.0029428059826789,0.00114393142716396,"amitriptyline/bromocriptine/mirtazapine",3
"102","MF","GO:0000155","phosphorelay sensor kinase activity","2/16","54/22568",0.000660003127944627,0.00309398858909189,0.00120269932954499,"fluoxetine/imipramine",2
"103","MF","GO:0015485","cholesterol binding","3/16","248/22568",0.000660436070369583,0.00309398858909189,0.00120269932954499,"fenofibrate/fluvastatin/pravastatin",3
"104","MF","GO:0045499","chemorepellent activity","2/16","55/22568",0.00068462590316451,0.00317854716775631,0.00123556905189158,"fenofibrate/fluvastatin",2
"105","MF","GO:0017129","triglyceride binding","2/16","56/22568",0.000709689060156902,0.00327046620303759,0.00127129994065277,"fenofibrate/pravastatin",2
"106","MF","GO:0008440","inositol-1,4,5-trisphosphate 3-kinase activity","2/16","57/22568",0.000735192040980732,0.00334334770027255,0.00129963053248809,"fluphenazine/perphenazine",2
"107","MF","GO:0001849","complement component C1q binding","2/16","58/22568",0.000761134288181181,0.00343616729519004,0.00133571148798013,"fenofibrate/pravastatin",2
"108","MF","GO:0016413","O-acetyltransferase activity","2/16","59/22568",0.000787515244789343,0.00353982973996483,0.00137600729038522,"fenofibrate/nicotine",2
"109","MF","GO:0070492","oligosaccharide binding","2/16","60/22568",0.000814334354321881,0.0036393129561493,0.00141467853753457,"fluvastatin/pravastatin",2
"110","MF","GO:1902936","phosphatidylinositol bisphosphate binding","3/16","268/22568",0.000827018446535097,0.00368539353649643,0.00143259104157027,"amiloride/imipramine/paclitaxel",3
"111","MF","GO:0038048","dynorphin receptor activity","2/16","62/22568",0.000869284808652467,0.00382436064543139,0.00148661051964273,"amitriptyline/mirtazapine",2
"112","MF","GO:0008009","chemokine activity","2/16","63/22568",0.000897415042908551,0.00394253341340022,0.00153254679403872,"fenofibrate/pravastatin",2
"113","MF","GO:0022850","serotonin-gated cation-selective channel activity","2/16","64/22568",0.000925981209004383,0.00398903971590515,0.00155062478535372,"diltiazem/mirtazapine",2
"114","MF","GO:0031997","N-terminal myristoylation domain binding","2/16","64/22568",0.000925981209004383,0.00398903971590515,0.00155062478535372,"fluphenazine/perphenazine",2
"115","MF","GO:0051766","inositol trisphosphate kinase activity","2/16","64/22568",0.000925981209004383,0.00398903971590515,0.00155062478535372,"fluphenazine/perphenazine",2
"116","MF","GO:0051393","alpha-actinin binding","3/16","280/22568",0.000938725518529565,0.00403275444059866,0.00156761763085595,"amiloride/diltiazem/fenofibrate",3
"117","MF","GO:0017124","SH3 domain binding","3/16","287/22568",0.00100811104072332,0.00426593037123521,0.00165825808649025,"bromocriptine/fluvastatin/paclitaxel",3
"118","MF","GO:0001846","opsonin binding","2/16","67/22568",0.00101428976014046,0.00426881300134995,0.00165937862627458,"fenofibrate/pravastatin",2
"119","MF","GO:0033691","sialic acid binding","2/16","68/22568",0.00104459411782145,0.0043550460804744,0.00169289926265094,"fluvastatin/pravastatin",2
"120","MF","GO:0005246","calcium channel regulator activity","3/16","297/22568",0.00111277064168677,0.00459609788973287,0.00178660124022219,"diltiazem/fluphenazine/perphenazine",3
"121","MF","GO:0008035","high-density lipoprotein particle binding","2/16","73/22568",0.00120260237603252,0.00487634853780289,0.00189554064217302,"fenofibrate/fluvastatin",2
"122","MF","GO:0001530","lipopolysaccharide binding","3/16","306/22568",0.00121265751592589,0.00491070957557471,0.00190889751014478,"fluvastatin/paclitaxel/pravastatin",3
"123","MF","GO:0032934","sterol binding","3/16","307/22568",0.0012240944565503,0.0049505695078714,0.00192439191565679,"fenofibrate/fluvastatin/pravastatin",3
"124","MF","GO:0001848","complement binding","2/16","74/22568",0.00123549746684952,0.00497765574236614,0.00193492091249329,"fenofibrate/pravastatin",2
"125","MF","GO:0005096","GTPase activator activity","3/16","311/22568",0.00127052656159689,0.00508538079938136,0.00197679593889261,"bromocriptine/fluoxetine/mirtazapine",3
"126","MF","GO:0043014","alpha-tubulin binding","3/16","316/22568",0.00133011846036886,0.00530265097317359,0.00206125348772498,"amitriptyline/imipramine/mirtazapine",3
"127","MF","GO:0055131","C3HC4-type RING finger domain binding","2/16","77/22568",0.0013367597269784,0.00530265097317359,0.00206125348772498,"fluoxetine/imipramine",2
"128","MF","GO:0043548","phosphatidylinositol 3-kinase binding","3/16","319/22568",0.00136670883095479,0.00540542927666878,0.00210120560556447,"crizotinib/fluphenazine/perphenazine",3
"129","MF","GO:0004673","protein histidine kinase activity","2/16","78/22568",0.00137137098197521,0.00540542927666878,0.00210120560556447,"fluoxetine/imipramine",2
"130","MF","GO:0033265","choline binding","2/16","78/22568",0.00137137098197521,0.00540542927666878,0.00210120560556447,"fenofibrate/pravastatin",2
"131","MF","GO:0031432","titin binding","2/16","79/22568",0.00140640990851112,0.0055085866025669,0.00214130505749288,"fluphenazine/perphenazine",2
"132","MF","GO:0019855","calcium channel inhibitor activity","2/16","80/22568",0.00144187595974169,0.005605089775917,0.00217881789845691,"fluphenazine/perphenazine",2
"133","MF","GO:0005231","excitatory extracellular ligand-gated ion channel activity","3/16","328/22568",0.00148028650126322,0.00573288014080245,0.00222849273782506,"fluoxetine/fluphenazine/nicotine",3
"134","MF","GO:0004940","beta1-adrenergic receptor activity","2/16","82/22568",0.00151408725130026,0.00585648194587622,0.00227653939469279,"amitriptyline/mirtazapine",2
"135","MF","GO:0005227","calcium activated cation channel activity","2/16","85/22568",0.00162559398022259,0.00620052114543567,0.00241027476660274,"amiloride/fluoxetine",2
"136","MF","GO:0042805","actinin binding","3/16","342/22568",0.00166852719333893,0.00634326250001312,0.00246576137442473,"amiloride/diltiazem/fenofibrate",3
"137","MF","GO:0043208","glycosphingolipid binding","2/16","88/22568",0.0017409153949519,0.00654634772000071,0.00254470492928485,"fluvastatin/pravastatin",2
"138","MF","GO:0055102","lipase inhibitor activity","2/16","89/22568",0.00178020103924663,0.006645798591226,0.00258336360325896,"fenofibrate/fluvastatin",2
"139","MF","GO:0015643","toxic substance binding","2/16","90/22568",0.00181990836604367,0.00676152558006178,0.00262834915116103,"fluphenazine/nicotine",2
"140","MF","GO:0004941","beta2-adrenergic receptor activity","2/16","91/22568",0.00186003683374152,0.00681282359151081,0.00264828978190358,"amitriptyline/mirtazapine",2
"141","MF","GO:0004938","alpha2-adrenergic receptor activity","2/16","92/22568",0.00190058590121326,0.00689107136788915,0.00267870636085297,"bromocriptine/mirtazapine",2
"142","MF","GO:0005030","neurotrophin receptor activity","2/16","92/22568",0.00190058590121326,0.00689107136788915,0.00267870636085297,"amitriptyline/crizotinib",2
"143","MF","GO:0042626","ATPase activity, coupled to transmembrane movement of substances","3/16","360/22568",0.00193182913424906,0.00696894458882413,0.00270897734211586,"fenofibrate/paclitaxel/pravastatin",3
"144","MF","GO:0043492","ATPase activity, coupled to movement of substances","3/16","360/22568",0.00193182913424906,0.00696894458882413,0.00270897734211586,"fenofibrate/paclitaxel/pravastatin",3
"145","MF","GO:0072542","protein phosphatase activator activity","2/16","93/22568",0.00194155502780623,0.00698779828084143,0.00271630617417058,"fluphenazine/perphenazine",2
"146","MF","GO:0015405","P-P-bond-hydrolysis-driven transmembrane transporter activity","3/16","369/22568",0.00207269930578872,0.0073574903357483,0.0028600133578823,"fenofibrate/paclitaxel/pravastatin",3
"147","MF","GO:0015399","primary active transmembrane transporter activity","3/16","371/22568",0.00210485358521056,0.00746296565787668,0.00290101386436593,"fenofibrate/paclitaxel/pravastatin",3
"148","MF","GO:1901981","phosphatidylinositol phosphate binding","3/16","372/22568",0.00212104744522685,0.00749485024445347,0.00291340808295934,"amiloride/imipramine/paclitaxel",3
"149","MF","GO:0010856","adenylate cyclase activator activity","2/16","98/22568",0.00215268265790101,0.00758076228507997,0.0029468039248269,"fluphenazine/perphenazine",2
"150","MF","GO:0019211","phosphatase activator activity","2/16","98/22568",0.00215268265790101,0.00758076228507997,0.0029468039248269,"fluphenazine/perphenazine",2
"151","MF","GO:0004854","xanthine dehydrogenase activity","2/16","99/22568",0.00219616081203068,0.00763006206058982,0.00296596779865677,"nicotine/perphenazine",2
"152","MF","GO:0016726","oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor","2/16","99/22568",0.00219616081203068,0.00763006206058982,0.00296596779865677,"nicotine/perphenazine",2
"153","MF","GO:0102797","geranial:oxygen oxidoreductase activity","2/16","99/22568",0.00219616081203068,0.00763006206058982,0.00296596779865677,"nicotine/perphenazine",2
