"","ingredients.x","concept_codes","concept_ids","latest_xml_id","latest_zip_id","X.x","concept_name","vocabulary_id","domain_id","concept_class_id","meddra_id","omop_concept_id","ingredients.y","rxnorm_ids","drug_concept_ids","X.y"
"14","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Constipation","MedDRA","Condition","PT",10010774,35708100,"amiloride","644","991382",NA
"15","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Dyspepsia","MedDRA","Condition","PT",10013946,35708139,"amiloride","644","991382",NA
"16","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Flatulence","MedDRA","Condition","PT",10016766,35708153,"amiloride","644","991382",NA
"17","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Abdominal pain","MedDRA","Condition","PT",10000081,35708154,"amiloride","644","991382",NA
"18","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Nausea","MedDRA","Condition","PT",10028813,35708202,"amiloride","644","991382",NA
"19","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Vomiting","MedDRA","Condition","PT",10047700,35708208,"amiloride","644","991382",NA
"20","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Diarrhea","MedDRA","Condition","LLT",10012727,35738021,"amiloride","644","991382",NA
"21","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Heartburn","MedDRA","Condition","LLT",10019326,35738310,"amiloride","644","991382",NA
"22","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Abdominal fullness","MedDRA","Condition","LLT",10000065,35738409,"amiloride","644","991382",NA
"23","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Gas pain","MedDRA","Condition","LLT",10017739,35738443,"amiloride","644","991382",NA
"24","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Thirst","MedDRA","Condition","PT",10043458,35809098,"amiloride","644","991382",NA
"25","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Fatigability","MedDRA","Condition","LLT",10016252,35842716,"amiloride","644","991382",NA
"26","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Increased intraocular pressure","MedDRA","Procedure","LLT",10021667,36364559,"amiloride","644","991382",NA
"27","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Anorexia","MedDRA","Condition","LLT",10002646,36416512,"amiloride","644","991382",NA
"28","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Back pain","MedDRA","Condition","PT",10003988,36516951,"amiloride","644","991382",NA
"29","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Joint pain","MedDRA","Condition","LLT",10023222,36569146,"amiloride","644","991382",NA
"30","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Encephalopathy","MedDRA","Condition","PT",10014625,36718119,"amiloride","644","991382",NA
"31","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Headache","MedDRA","Condition","PT",10019211,36718132,"amiloride","644","991382",NA
"32","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Tremor","MedDRA","Condition","PT",10044565,36718265,"amiloride","644","991382",NA
"33","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Somnolence","MedDRA","Condition","PT",10041349,36718321,"amiloride","644","991382",NA
"34","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Insomnia","MedDRA","Condition","PT",10022437,36718555,"amiloride","644","991382",NA
"35","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Confusion","MedDRA","Condition","LLT",10010300,36775637,"amiloride","644","991382",NA
"36","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Mental confusion","MedDRA","Condition","LLT",10027350,36775643,"amiloride","644","991382",NA
"37","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Paresthesia","MedDRA","Condition","LLT",10033987,36776012,"amiloride","644","991382",NA
"38","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Nervousness","MedDRA","Condition","PT",10029216,36918860,"amiloride","644","991382",NA
"39","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Depression","MedDRA","Condition","PT",10012378,36918942,"amiloride","644","991382",NA
"40","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Dysuria","MedDRA","Condition","PT",10013990,37019396,"amiloride","644","991382",NA
"41","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Polyuria","MedDRA","Condition","PT",10036142,37019450,"amiloride","644","991382",NA
"42","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Urinary frequency","MedDRA","Condition","LLT",10046539,37081087,"amiloride","644","991382",NA
"43","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Cough","MedDRA","Condition","PT",10011224,37219907,"amiloride","644","991382",NA
"44","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Nasal congestion","MedDRA","Condition","PT",10028735,37220008,"amiloride","644","991382",NA
"45","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Pruritus","MedDRA","Condition","PT",10037087,37320197,"amiloride","644","991382",NA
"46","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Rash","MedDRA","Condition","PT",10037844,37320212,"amiloride","644","991382",NA
"47","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Alopecia","MedDRA","Condition","PT",10001760,37320268,"amiloride","644","991382",NA
"48","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Itching","MedDRA","Condition","LLT",10023084,37383895,"amiloride","644","991382",NA
"49","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Skin rash","MedDRA","Condition","LLT",10040913,37383988,"amiloride","644","991382",NA
"50","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Hypotension","MedDRA","Condition","PT",10021097,37622449,"amiloride","644","991382",NA
"51","amiloride","644","991382","d9e6f5a7-8ad8-4945-e053-2a95a90abe79","20220322_1c80a82e-1022-4251-93c2-82e95b80c44e",NA,"Orthostatic hypotension","MedDRA","Condition","PT",10031127,37622451,"amiloride","644","991382",NA
"52","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Agranulocytosis","MedDRA","Condition","PT",10001507,35104874,"amisulpride","46303","19057607",NA
"53","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Bradycardia","MedDRA","Condition","PT",10006093,35204928,"amisulpride","46303","19057607",NA
"54","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Ventricular tachycardia","MedDRA","Condition","PT",10047302,35204985,"amisulpride","46303","19057607",NA
"55","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Torsades de pointes","MedDRA","Condition","LLT",10044067,35226721,"amisulpride","46303","19057607",NA
"56","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Abdominal distension","MedDRA","Condition","PT",10000060,35708151,"amisulpride","46303","19057607",NA
"57","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Infusion site pain","MedDRA","Condition","PT",10053483,35808942,"amisulpride","46303","19057607",NA
"58","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Neuroleptic malignant syndrome","MedDRA","Condition","PT",10029282,35809043,"amisulpride","46303","19057607",NA
"59","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Chills","MedDRA","Condition","PT",10008531,35809082,"amisulpride","46303","19057607",NA
"60","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Hypersensitivity","MedDRA","Condition","PT",10020751,36009711,"amisulpride","46303","19057607",NA
"61","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Angioedema","MedDRA","Condition","PT",10002424,36009762,"amisulpride","46303","19057607",NA
"62","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Urticaria","MedDRA","Condition","PT",10046735,36009783,"amisulpride","46303","19057607",NA
"63","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Procedural hypotension","MedDRA","Condition","PT",10062300,36211691,"amisulpride","46303","19057607",NA
"64","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Hypokalemia","MedDRA","Condition","LLT",10021018,36468135,"amisulpride","46303","19057607",NA
"65","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Extrapyramidal disorder","MedDRA","Condition","PT",10015832,36718201,"amisulpride","46303","19057607",NA
"66","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Dystonia","MedDRA","Condition","PT",10013983,36718220,"amisulpride","46303","19057607",NA
"67","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Confusional state","MedDRA","Condition","PT",10010305,36718301,"amisulpride","46303","19057607",NA
"68","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Somnolence","MedDRA","Condition","PT",10041349,36718321,"amisulpride","46303","19057607",NA
"69","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Agitation","MedDRA","Condition","PT",10001497,36718347,"amisulpride","46303","19057607",NA
"70","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Insomnia","MedDRA","Condition","PT",10022437,36718555,"amisulpride","46303","19057607",NA
"71","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Seizure","MedDRA","Condition","PT",10039906,36776613,"amisulpride","46303","19057607",NA
"72","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Anxiety","MedDRA","Condition","PT",10002855,36918858,"amisulpride","46303","19057607",NA
"73","amisulpride","46303","19057607","6bc33f6b-73a3-4c7c-ba66-8d958373b1c3","20220121_ab23bc6e-b6a8-165f-e053-2a95a90ab144",NA,"Hypotension","MedDRA","Condition","PT",10021097,37622449,"amisulpride","46303","19057607",NA
"74","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Migratory arthritis","MedDRA","Condition","LLT",10077600,789232,"amitriptyline","704","710062",NA
"75","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Peripheral neuropathy","MedDRA","Condition","LLT",10080342,1200781,"amitriptyline","704","710062",NA
"76","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Purpura","MedDRA","Condition","PT",10037549,35104181,"amitriptyline","704","710062",NA
"77","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Jaundice","MedDRA","Condition","PT",10023126,35104306,"amitriptyline","704","710062",NA
"78","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Thrombocytopenia","MedDRA","Condition","PT",10043554,35104691,"amitriptyline","704","710062",NA
"79","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Eosinophilia","MedDRA","Condition","PT",10014950,35104826,"amitriptyline","704","710062",NA
"80","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Leukopenia","MedDRA","Condition","PT",10024384,35104868,"amitriptyline","704","710062",NA
"81","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Agranulocytosis","MedDRA","Condition","PT",10001507,35104874,"amitriptyline","704","710062",NA
"82","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Bone marrow depression","MedDRA","Condition","LLT",10005986,35122823,"amitriptyline","704","710062",NA
"83","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Tachycardia","MedDRA","Condition","PT",10043071,35204948,"amitriptyline","704","710062",NA
"84","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Dizziness","MedDRA","Condition","PT",10013573,35205025,"amitriptyline","704","710062",NA
"85","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Syncope","MedDRA","Condition","PT",10042772,35205037,"amitriptyline","704","710062",NA
"86","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Myocardial infarction","MedDRA","Condition","PT",10028596,35205189,"amitriptyline","704","710062",NA
"87","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Heart block","MedDRA","Condition","LLT",10019252,35226368,"amitriptyline","704","710062",NA
"88","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Palpitation","MedDRA","Condition","LLT",10033556,35227001,"amitriptyline","704","710062",NA
"89","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Tinnitus","MedDRA","Condition","PT",10043882,35406391,"amitriptyline","704","710062",NA
"90","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Galactorrhea","MedDRA","Condition","LLT",10017592,35532302,"amitriptyline","704","710062",NA
"91","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Mydriasis","MedDRA","Condition","PT",10028521,35607306,"amitriptyline","704","710062",NA
"92","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Blurred vision","MedDRA","Condition","LLT",10005886,35635595,"amitriptyline","704","710062",NA
"93","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Constipation","MedDRA","Condition","PT",10010774,35708100,"amitriptyline","704","710062",NA
"94","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Nausea","MedDRA","Condition","PT",10028813,35708202,"amitriptyline","704","710062",NA
"95","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Vomiting","MedDRA","Condition","PT",10047700,35708208,"amitriptyline","704","710062",NA
"96","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Stomatitis","MedDRA","Condition","PT",10042128,35708642,"amitriptyline","704","710062",NA
"97","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Dry mouth","MedDRA","Condition","PT",10013781,35708690,"amitriptyline","704","710062",NA
"98","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Ageusia","MedDRA","Condition","PT",10001480,35708723,"amitriptyline","704","710062",NA
"99","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Diarrhea","MedDRA","Condition","LLT",10012727,35738021,"amitriptyline","704","710062",NA
"100","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Paralytic ileus","MedDRA","Condition","LLT",10033841,35738261,"amitriptyline","704","710062",NA
"101","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Epigastric distress","MedDRA","Condition","LLT",10015016,35738307,"amitriptyline","704","710062",NA
"102","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Parotid swelling","MedDRA","Condition","LLT",10034028,35741776,"amitriptyline","704","710062",NA
"103","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Neuroleptic malignant syndrome","MedDRA","Condition","PT",10029282,35809043,"amitriptyline","704","710062",NA
"104","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Hyperpyrexia","MedDRA","Condition","PT",10020741,35809050,"amitriptyline","704","710062",NA
"105","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Fatigue","MedDRA","Condition","PT",10016256,35809076,"amitriptyline","704","710062",NA
"106","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Malaise","MedDRA","Condition","PT",10025482,35809079,"amitriptyline","704","710062",NA
"107","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Ataxia","MedDRA","Condition","PT",10003591,35809101,"amitriptyline","704","710062",NA
"108","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Irritability","MedDRA","Condition","PT",10022998,35809139,"amitriptyline","704","710062",NA
"109","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Fever","MedDRA","Condition","LLT",10016558,35842561,"amitriptyline","704","710062",NA
"110","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Weakness","MedDRA","Condition","LLT",10047862,35842685,"amitriptyline","704","710062",NA
"111","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Diaphoresis","MedDRA","Condition","LLT",10012703,35843040,"amitriptyline","704","710062",NA
"112","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Hepatic failure","MedDRA","Condition","PT",10019663,35909518,"amitriptyline","704","710062",NA
"113","amitriptyline","704","710062","c445459a-aac6-4215-aab7-75d28486dedd","20220331_0f4a2a75-0d9e-4c36-9b0a-2962c4114a27",NA,"Hepatitis","MedDRA","Condition","PT",10019717,35909613,"amitriptyline","704","710062",NA
