"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"20","hsa04750","Inflammatory mediator regulation of TRP channels","8/66","98/8159",1.05122349457973e-06,9.30332792703061e-06,2.43441230323727e-06,"5600/6300/1432/3269/5293/5290/5291/5293",8
"21","hsa04924","Renin secretion","7/66","69/8159",1.18960921382162e-06,1.00267062307822e-05,2.62369951920557e-06,"153/154/155/134/153/154/155",7
"22","hsa05418","Fluid shear stress and atherosclerosis","9/66","139/8159",1.51469324005155e-06,1.2186395613142e-05,3.18882787379274e-06,"5600/6300/1432/3791/5879/5293/5290/5291/5293",9
"23","hsa04620","Toll-like receptor signaling pathway","8/66","104/8159",1.65620487124594e-06,1.27455766178492e-05,3.33514939747466e-06,"5600/6300/1432/5879/5293/5290/5291/5293",8
"24","hsa04668","TNF signaling pathway","8/66","112/8159",2.9057003349338e-06,2.1153246078682e-05,5.53519374048177e-06,"5600/6300/1432/836/5293/5290/5291/5293",8
"25","hsa05167","Kaposi sarcoma-associated herpesvirus infection","10/66","194/8159",3.0372306672589e-06,2.1153246078682e-05,5.53519374048177e-06,"5600/6300/1432/836/5879/5293/5290/5291/5293/5294",10
"26","hsa04725","Cholinergic synapse","8/66","113/8159",3.10725648613408e-06,2.1153246078682e-05,5.53519374048177e-06,"1128/1132/1133/5293/5290/5291/5293/5294",8
"27","hsa04670","Leukocyte transendothelial migration","8/66","114/8159",3.32057407338479e-06,2.17682078144114e-05,5.69611147091348e-06,"5600/6300/1432/5879/5293/5290/5291/5293",8
"28","hsa04932","Non-alcoholic fatty liver disease","9/66","155/8159",3.75082106680718e-06,2.37105474580311e-05,6.20436567441789e-06,"5600/6300/1432/836/5879/5293/5290/5291/5293",9
"29","hsa04611","Platelet activation","8/66","124/8159",6.23301660038685e-06,3.80428944230507e-05,9.95472705687917e-06,"5600/6300/1432/5293/5290/5291/5293/5294",8
"30","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","7/66","89/8159",6.69067704550607e-06,3.94749945684858e-05,1.0329466315869e-05,"5600/6300/1432/5293/5290/5291/5293",7
"31","hsa04380","Osteoclast differentiation","8/66","128/8159",7.89118650268932e-06,4.50561293863229e-05,1.17898881534238e-05,"5600/6300/1432/5879/5293/5290/5291/5293",8
"32","hsa05135","Yersinia infection","8/66","137/8159",1.30268614430626e-05,7.20548273569398e-05,1.88546678781169e-05,"5600/6300/1432/5879/5293/5290/5291/5293",8
"33","hsa04914","Progesterone-mediated oocyte maturation","7/66","102/8159",1.65104220863469e-05,8.59513149789233e-05,2.24909774550855e-05,"5600/6300/1432/5293/5290/5291/5293",7
"34","hsa05142","Chagas disease","7/66","102/8159",1.65104220863469e-05,8.59513149789233e-05,2.24909774550855e-05,"5600/6300/1432/5293/5290/5291/5293",7
"35","hsa04625","C-type lectin receptor signaling pathway","7/66","104/8159",1.87528565621541e-05,9.22015447639242e-05,2.41264821267479e-05,"5600/6300/1432/5293/5290/5291/5293",7
"36","hsa04660","T cell receptor signaling pathway","7/66","104/8159",1.87528565621541e-05,9.22015447639242e-05,2.41264821267479e-05,"5600/6300/1432/5293/5290/5291/5293",7
"37","hsa05132","Salmonella infection","10/66","249/8159",2.74148052335887e-05,0.000131146500712032,3.43172526394851e-05,"5600/6300/1432/836/5879/5293/5290/5291/5293/5294",10
"38","hsa05169","Epstein-Barr virus infection","9/66","202/8159",3.18997996642271e-05,0.000148585908962321,3.88806422500275e-05,"5600/6300/1432/836/5879/5293/5290/5291/5293",9
"39","hsa05415","Diabetic cardiomyopathy","9/66","203/8159",3.31679830883916e-05,0.000150531615555008,3.93897774868888e-05,"5600/6300/1432/5879/5293/5290/5291/5293/142",9
"40","hsa05161","Hepatitis B","8/66","162/8159",4.38792329437413e-05,0.000194076427276673,5.0784197443792e-05,"5600/6300/1432/836/5293/5290/5291/5293",8
"41","hsa04935","Growth hormone synthesis, secretion and action","7/66","119/8159",4.49555566008114e-05,0.000194076427276673,5.0784197443792e-05,"5600/6300/1432/5293/5290/5291/5293",7
"42","hsa05170","Human immunodeficiency virus 1 infection","9/66","212/8159",4.66408830910532e-05,0.000196558007312296,5.14335552883795e-05,"5600/6300/1432/836/5879/5293/5290/5291/5293",9
"43","hsa05210","Colorectal cancer","6/66","86/8159",6.29984845569508e-05,0.000259319343408844,6.78563848349041e-05,"836/5879/5293/5290/5291/5293",6
"44","hsa05163","Human cytomegalovirus infection","9/66","225/8159",7.41008683044125e-05,0.000296083771563376,7.74765741825069e-05,"5600/6300/1432/836/5879/5293/5290/5291/5293",9
"45","hsa04926","Relaxin signaling pathway","7/66","129/8159",7.52755351432311e-05,0.000296083771563376,7.74765741825069e-05,"5600/6300/1432/5293/5290/5291/5293",7
"46","hsa04068","FoxO signaling pathway","7/66","131/8159",8.29898194277209e-05,0.000319330392145796,8.35595435885519e-05,"5600/6300/1432/5293/5290/5291/5293",7
"47","hsa04210","Apoptosis","7/66","136/8159",0.000105136207496191,0.000395938483549485,0.000103605669201174,"836/5293/5290/5291/5293/142/10039",7
"48","hsa04915","Estrogen signaling pathway","7/66","138/8159",0.000115244690462708,0.000424964796081237,0.00011120101711314,"2099/2100/7031/5293/5290/5291/5293",7
"49","hsa04613","Neutrophil extracellular trap formation","8/66","190/8159",0.000134934904237343,0.000487417919387952,0.000127543196271602,"5600/6300/1432/5879/5293/5290/5291/5293",8
"50","hsa04550","Signaling pathways regulating pluripotency of stem cells","7/66","143/8159",0.000144017050296901,0.000509820358051029,0.000133405267643445,"5600/6300/1432/5293/5290/5291/5293",7
"51","hsa04929","GnRH secretion","5/66","64/8159",0.000156697635121546,0.000543832968951249,0.000142305385868897,"2100/5293/5290/5291/5293",5
"52","hsa05146","Amoebiasis","6/66","102/8159",0.000163107309382604,0.00055519218770617,0.000145277765441995,"836/5272/5293/5290/5291/5293",6
"53","hsa05221","Acute myeloid leukemia","5/66","67/8159",0.000194811621496725,0.000650597301979627,0.000170242529212629,"5292/5293/5290/5291/5293",5
"54","hsa04960","Aldosterone-regulated sodium reabsorption","4/66","37/8159",0.000211045766492439,0.000691761123502995,0.000181013912781039,"5293/5290/5291/5293",4
"55","hsa05211","Renal cell carcinoma","5/66","69/8159",0.000223897380853326,0.000720542480200703,0.000188545162823853,"5879/5293/5290/5291/5293",5
"56","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","5/66","70/8159",0.000239625160719314,0.000757386668702117,0.000198186223151312,"5600/6300/1432/836/5879",5
"57","hsa04218","Cellular senescence","7/66","156/8159",0.000246921142848811,0.000766755127793678,0.000200637678399773,"5600/6300/1432/5293/5290/5291/5293",7
"58","hsa00982","Drug metabolism - cytochrome P450","5/66","72/8159",0.000273591587121804,0.000834926050354471,0.000218476040532838,"1565/1576/1558/1559/316",5
"59","hsa00562","Inositol phosphate metabolism","5/66","73/8159",0.000291887960617363,0.000861069483821221,0.000225317022230947,"5293/5290/5291/5293/5294",5
"60","hsa01524","Platinum drug resistance","5/66","73/8159",0.000291887960617363,0.000861069483821221,0.000225317022230947,"836/5293/5290/5291/5293",5
"61","hsa05020","Prion disease","9/66","273/8159",0.000320146590324679,0.000928949942417511,0.000243079378331076,"5600/6300/1432/836/5879/5293/5290/5291/5293",9
"62","hsa04810","Regulation of actin cytoskeleton","8/66","218/8159",0.000345721031630174,0.000986977783847431,0.000258263588993678,"5879/1128/1132/1133/5293/5290/5291/5293",8
"63","hsa05212","Pancreatic cancer","5/66","76/8159",0.000352384933473019,0.000990033860709909,0.00025906327607039,"5879/5293/5290/5291/5293",5
"64","hsa05100","Bacterial invasion of epithelial cells","5/66","77/8159",0.000374520938405109,0.00103578447027663,0.000271034889635276,"5879/5293/5290/5291/5293",5
"65","hsa05208","Chemical carcinogenesis - reactive oxygen species","8/66","223/8159",0.000402680824670835,0.00109653086102674,0.000286930466162214,"5600/6300/1432/5879/5293/5290/5291/5293",8
"66","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/66","79/8159",0.00042193455601822,0.00113155176386704,0.000296094425275944,"3791/5293/5290/5291/5293",5
"67","hsa04930","Type II diabetes mellitus","4/66","46/8159",0.000493757747617733,0.00130440479594535,0.000341325072980051,"5293/5290/5291/5293",4
"68","hsa04662","B cell receptor signaling pathway","5/66","82/8159",0.000501387134094466,0.00130508121668706,0.00034150207275784,"5879/5293/5290/5291/5293",5
"69","hsa04973","Carbohydrate digestion and absorption","4/66","47/8159",0.000536428598240678,0.0013760559694,0.000360074116286649,"5293/5290/5291/5293",4
"70","hsa04650","Natural killer cell mediated cytotoxicity","6/66","131/8159",0.000630575958683988,0.00159445635267237,0.000417223190708202,"836/5879/5293/5290/5291/5293",6
"71","hsa05131","Shigellosis","8/66","247/8159",0.000792716586801181,0.0019762089558283,0.000517116824599733,"5600/6300/1432/5879/5293/5290/5291/5293",8
"72","hsa05222","Small cell lung cancer","5/66","92/8159",0.000849260025753144,0.00208776422997648,0.000546307618905531,"836/5293/5290/5291/5293",5
"73","hsa04666","Fc gamma R-mediated phagocytosis","5/66","97/8159",0.00107894879148763,0.00261608131634671,0.000684552946293519,"5879/5293/5290/5291/5293",5
"74","hsa05231","Choline metabolism in cancer","5/66","98/8159",0.00112992662128967,0.00270266232389557,0.000707208696113024,"5879/5293/5290/5291/5293",5
"75","hsa05224","Breast cancer","6/66","147/8159",0.00115301722260833,0.00272112064535566,0.000712038705891461,"2099/2100/5293/5290/5291/5293",6
"76","hsa05213","Endometrial cancer","4/66","58/8159",0.00119379475039078,0.00278028514235746,0.000727520346498533,"5293/5290/5291/5293",4
"77","hsa04213","Longevity regulating pathway - multiple species","4/66","62/8159",0.00153214694401997,0.00352194817001993,0.000921592146778928,"5293/5290/5291/5293",4
"78","hsa00591","Linoleic acid metabolism","3/66","29/8159",0.00158961578912378,0.00360720505993474,0.000943901413244891,"1576/1558/1559",3
"79","hsa04630","JAK-STAT signaling pathway","6/66","162/8159",0.00189783345513476,0.00425210786783358,0.00111265385777388,"5292/316/5293/5290/5291/5293",6
"80","hsa04151","PI3K-Akt signaling pathway","9/66","354/8159",0.002041114085886,0.0044721881387993,0.00117024251030133,"3791/5879/1128/5293/5290/5291/5293/5294/4915",9
"81","hsa05145","Toxoplasmosis","5/66","112/8159",0.0020465945719929,0.0044721881387993,0.00117024251030133,"5600/6300/1432/836/5294",5
"82","hsa00830","Retinol metabolism","4/66","68/8159",0.00215714961145862,0.00465628635644117,0.00121841569838484,"1576/1558/1559/316",4
"83","hsa05230","Central carbon metabolism in cancer","4/66","70/8159",0.00239954284730051,0.0051170973972553,0.00133899664275488,"5293/5290/5291/5293",4
"84","hsa05171","Coronavirus disease - COVID-19","7/66","232/8159",0.00256640174796579,0.00540777511178507,0.00141505860790094,"5600/6300/1432/5293/5290/5291/5293",7
"85","hsa05218","Melanoma","4/66","72/8159",0.00266008791709893,0.0054748321084478,0.0014326054877889,"5293/5290/5291/5293",4
"86","hsa05223","Non-small cell lung cancer","4/66","72/8159",0.00266008791709893,0.0054748321084478,0.0014326054877889,"5293/5290/5291/5293",4
"87","hsa04014","Ras signaling pathway","7/66","235/8159",0.00275828345033613,0.00561168012309764,0.00146841466200592,"3791/5879/5293/5290/5291/5293/4915",7
"88","hsa04152","AMPK signaling pathway","5/66","121/8159",0.00286837443800946,0.00570451994974915,0.00149270816407352,"148/5293/5290/5291/5293",5
"89","hsa04919","Thyroid hormone signaling pathway","5/66","121/8159",0.00286837443800946,0.00570451994974915,0.00149270816407352,"2099/5293/5290/5291/5293",5
"90","hsa05214","Glioma","4/66","75/8159",0.00308638824551842,0.00606989688285289,0.00158831675792761,"5293/5290/5291/5293",4
"91","hsa05133","Pertussis","4/66","76/8159",0.00323827731840983,0.00623016397128848,0.00163025402757474,"5600/6300/1432/836",4
"92","hsa05220","Chronic myeloid leukemia","4/66","76/8159",0.00323827731840983,0.00623016397128848,0.00163025402757474,"5293/5290/5291/5293",4
"93","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","2/66","11/8159",0.00338179644914843,0.00640316374832939,0.00167552307419859,"79001/154807",2
"94","hsa04360","Axon guidance","6/66","182/8159",0.00340055023922578,0.00640316374832939,0.00167552307419859,"5879/5293/7225/5290/5291/5293",6
"95","hsa04721","Synaptic vesicle cycle","4/66","78/8159",0.00355722260218567,0.00662766737459856,0.00173426919109329,"6530/6532/6530/6532",4
"96","hsa04062","Chemokine signaling pathway","6/66","192/8159",0.00442156411634553,0.00811145418667982,0.00212253335839377,"5879/5293/5290/5291/5293/5294",6
"97","hsa04270","Vascular smooth muscle contraction","5/66","134/8159",0.00444526020399968,0.00811145418667982,0.00212253335839377,"148/147/146/135/136",5
"98","hsa04012","ErbB signaling pathway","4/66","85/8159",0.00484103977358173,0.00874351061146904,0.00228792427537697,"5293/5290/5291/5293",4
"99","hsa05162","Measles","5/66","139/8159",0.00519074369075204,0.00928042053801123,0.00242841810093663,"836/5293/5290/5291/5293",5
"100","hsa04510","Focal adhesion","6/66","201/8159",0.00552053367253837,0.00977134460039292,0.00255687875359672,"3791/5879/5293/5290/5291/5293",6
"101","hsa04211","Longevity regulating pathway","4/66","89/8159",0.00569890603861072,0.00998719177063462,0.00261335972588714,"5293/5290/5291/5293",4
"102","hsa05203","Viral carcinogenesis","6/66","204/8159",0.0059279435672119,0.0102867256019265,0.00269173908108693,"836/5879/5293/5290/5291/5293",6
"103","hsa04072","Phospholipase D signaling pathway","5/66","148/8159",0.00674975239089804,0.0115990890600869,0.00303514670617797,"5293/5290/5291/5293/5294",5
"104","hsa04657","IL-17 signaling pathway","4/66","94/8159",0.00690706328042003,0.0117552903907149,0.00307602008439759,"5600/6300/1432/836",4
"105","hsa04070","Phosphatidylinositol signaling system","4/66","97/8159",0.0077077111118762,0.0128704232717178,0.00336781816209089,"5293/5290/5291/5293",4
"106","hsa05215","Prostate cancer","4/66","97/8159",0.0077077111118762,0.0128704232717178,0.00336781816209089,"5293/5290/5291/5293",4
"107","hsa05160","Hepatitis C","5/66","157/8159",0.00861198931043497,0.0142460010088504,0.00372776713880117,"836/5293/5290/5291/5293",5
"108","hsa04010","MAPK signaling pathway","7/66","294/8159",0.0092753698979209,0.015201300666037,0.00397774147669122,"5600/6300/1432/3791/836/5879/4915",7
"109","hsa04931","Insulin resistance","4/66","108/8159",0.0111607151715699,0.0181233631685126,0.00474236086479068,"5293/5290/5291/5293",4
"110","hsa04066","HIF-1 signaling pathway","4/66","109/8159",0.011516715294957,0.0185314418837035,0.00484914328208716,"5293/5290/5291/5293",4
"111","hsa05164","Influenza A","5/66","171/8159",0.0121751629339445,0.0194144490027764,0.00508020075005745,"836/5293/5290/5291/5293",5
"112","hsa00590","Arachidonic acid metabolism","3/66","61/8159",0.0130312094735078,0.0205939649715258,0.00538884602287918,"1558/1559/8529",3
"113","hsa05204","Chemical carcinogenesis - DNA adducts","3/66","69/8159",0.0181253108928218,0.0283909736993758,0.00742909808369036,"1576/1558/1559",3
"114","hsa04622","RIG-I-like receptor signaling pathway","3/66","70/8159",0.0188294497605317,0.0292351983124045,0.00765000728959738,"5600/6300/1432",3
"115","hsa05130","Pathogenic Escherichia coli infection","5/66","197/8159",0.0212290286942042,0.032674244164123,0.00854990629331793,"5600/6300/1432/836/5879",5
"116","hsa05140","Leishmaniasis","3/66","77/8159",0.0241809610646026,0.0368968112796091,0.00965483018913352,"5600/6300/1432",3
"117","hsa04910","Insulin signaling pathway","4/66","137/8159",0.0245976574862369,0.0372118408125122,0.0097372643220371,"5293/5290/5291/5293",4
"118","hsa00980","Metabolism of xenobiotics by cytochrome P450","3/66","78/8159",0.0250059106030992,0.0375088659046489,0.00981498721263485,"1565/1576/1559",3
"119","hsa04140","Autophagy - animal","4/66","141/8159",0.026983763209353,0.040135513345004,0.0105023050085054,"5293/5290/5291/5293",4
"120","hsa04936","Alcoholic liver disease","4/66","142/8159",0.0276013084917263,0.0407119300252963,0.0106531366108417,"5600/6300/1432/836",4
"121","hsa05017","Spinocerebellar ataxia","4/66","143/8159",0.0282273031868316,0.0412911790418942,0.0108047093538111,"5293/5290/5291/5293",4
"122","hsa03410","Base excision repair","2/66","33/8159",0.0289650803247673,0.0420231083400313,0.010996234118117,"142/10039",2
"123","hsa04610","Complement and coagulation cascades","3/66","85/8159",0.0312028882481714,0.0449017172351734,0.0117494829518146,"2152/2155/5627",3
"124","hsa05226","Gastric cancer","4/66","149/8159",0.0321617184856978,0.045908259451359,0.0120128659878668,"5293/5290/5291/5293",4
"125","hsa05010","Alzheimer disease","7/66","384/8159",0.0346818018704931,0.0491094314486183,0.0128505202720143,"836/1128/1133/5293/5290/5291/5293",7
