"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"12","hsa05210","Colorectal cancer","16/88","86/8159",4.28525618187199e-16,7.67775065918732e-15,2.33057792347424e-15,"581/842/1026/54205/5599/7157/207/2932/5599/2475/5290/5291/5293/6198/596/1956",16
"13","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","16/88","89/8159",7.62957549461829e-16,1.26181440872533e-14,3.83023223211606e-15,"3551/3091/207/3932/5600/6300/1432/2475/5290/5291/5293/6198/6774/3717/6774/1956",16
"14","hsa01521","EGFR tyrosine kinase inhibitor resistance","15/88","79/8159",2.78983563945213e-15,4.28439044630149e-14,1.30052488455663e-14,"581/207/2932/2475/5290/5291/5293/5578/6198/6774/3717/6774/596/598/1956",15
"15","hsa04933","AGE-RAGE signaling pathway in diabetic complications","16/88","100/8159",5.3034018266537e-15,7.60154261820363e-14,2.30744500528091e-14,"581/5599/207/5600/6300/1432/5599/5290/5291/5293/5292/5578/6774/3717/6774/596",16
"16","hsa04068","FoxO signaling pathway","17/88","131/8159",2.55845652299509e-14,3.43792595277465e-13,1.04358095016905e-13,"1026/5599/3551/207/5600/6300/1432/5599/5290/5291/5293/5347/6446/6774/6774/472/1956",17
"17","hsa05145","Toxoplasmosis","16/88","112/8159",3.38949721972829e-14,4.28671707200931e-13,1.30123113079352e-13,"841/842/54205/5599/3551/207/5600/6300/1432/5599/5294/6774/3717/6774/596/598",16
"18","hsa05160","Hepatitis C","18/88","157/8159",3.72893582789252e-14,4.45400668331606e-13,1.35201182063939e-13,"317/581/841/842/1026/54205/355/5925/7157/3551/207/2932/5290/5291/5293/6774/6774/1956",18
"19","hsa05131","Shigellosis","21/88","247/8159",8.87758098353298e-14,9.59869429073908e-13,2.91367953990611e-13,"581/54205/5599/7157/3551/207/2932/5600/6300/1432/5599/2475/5290/5291/5293/6093/6198/596/598/472/1956",21
"20","hsa05206","MicroRNAs in cancer","23/88","310/8159",8.92901794487357e-14,9.59869429073908e-13,2.91367953990611e-13,"5243/4363/1026/4170/7157/3551/2475/5290/5291/5293/5292/5578/6093/993/994/995/6774/5243/6774/596/4170/472/1956",23
"21","hsa04917","Prolactin signaling pathway","13/88","70/8159",3.09018791141944e-13,3.16376381407228e-12,9.60359150416066e-13,"5599/207/2932/5600/6300/1432/5599/5290/5291/5293/6774/3717/6774",13
"22","hsa05223","Non-small cell lung cancer","13/88","72/8159",4.53741253079265e-13,4.43428951872918e-12,1.34602668377581e-12,"581/842/1026/5925/7157/207/5290/5291/5293/5578/6774/6774/1956",13
"23","hsa04115","p53 signaling pathway","13/88","73/8159",5.47313002151311e-13,5.11618675924052e-12,1.55301629901059e-12,"317/581/841/842/1026/54205/355/7157/1111/596/598/472/545",13
"24","hsa05222","Small cell lung cancer","14/88","92/8159",6.33444692390872e-13,5.67460870266823e-12,1.72252504071202e-12,"317/581/842/1026/54205/5925/7157/3551/207/5290/5291/5293/596/598",14
"25","hsa05215","Prostate cancer","14/88","97/8159",1.34706379887446e-12,1.15847486703203e-11,3.51654549600911e-12,"842/1026/5925/7157/367/3551/207/2932/2475/5290/5291/5293/596/1956",14
"26","hsa04071","Sphingolipid signaling pathway","15/88","119/8159",1.52467584974679e-12,1.21409373220577e-11,3.68537632297469e-12,"4363/581/5599/7157/207/5600/6300/1432/5599/5290/5291/5293/5578/6093/596",15
"27","hsa04935","Growth hormone synthesis, secretion and action","15/88","119/8159",1.52467584974679e-12,1.21409373220577e-11,3.68537632297469e-12,"5599/207/2932/5600/6300/1432/5599/2475/5290/5291/5293/5578/6774/3717/6774",15
"28","hsa05205","Proteoglycans in cancer","18/88","205/8159",3.89030529493454e-12,2.98719870861045e-11,9.06762888293013e-12,"1026/355/7157/3091/207/5600/6300/1432/2475/5290/5291/5293/5578/6093/6198/6774/6774/1956",18
"29","hsa04932","Non-alcoholic fatty liver disease","16/88","155/8159",5.89785769302758e-12,4.37254966896872e-11,1.32728557883016e-11,"581/841/54205/1571/355/5599/3551/207/2932/5600/6300/1432/5599/5290/5291/5293",16
"30","hsa04722","Neurotrophin signaling pathway","14/88","119/8159",2.35852180203435e-11,1.69027395812462e-10,5.13081935881158e-11,"581/5599/7157/3551/207/2932/5600/6300/1432/5599/5290/5291/5293/596",14
"31","hsa04215","Apoptosis - multiple species","9/88","32/8159",2.98002471466437e-11,2.066791334364e-10,6.27373624139867e-11,"317/581/841/842/54205/5599/5599/596/598",9
"32","hsa05226","Gastric cancer","15/88","149/8159",4.16929967213528e-11,2.80124821721589e-10,8.50317696290748e-11,"5243/581/1026/5925/7157/207/2932/2475/5290/5291/5293/6198/5243/596/1956",15
"33","hsa04914","Progesterone-mediated oocyte maturation","13/88","102/8159",4.61993328157478e-11,3.00995653193508e-10,9.13671015813832e-11,"5599/207/5600/6300/1432/5599/5290/5291/5293/5347/993/994/995",13
"34","hsa04012","ErbB signaling pathway","12/88","85/8159",7.96368510750482e-11,4.96867833698656e-10,1.5082401806275e-10,"1026/5599/207/2932/5599/2475/5290/5291/5293/5578/6198/1956",12
"35","hsa04218","Cellular senescence","15/88","156/8159",8.08854612997812e-11,4.96867833698656e-10,1.5082401806275e-10,"1026/5925/7157/207/1111/5600/6300/1432/2475/5290/5291/5293/993/472/545",15
"36","hsa04151","PI3K-Akt signaling pathway","21/88","354/8159",9.34963355737743e-11,5.58380893010041e-10,1.69496280864737e-10,"842/1026/4170/7157/3551/207/2932/2475/5290/5291/5293/5294/5578/6198/6446/3717/596/598/4170/1128/1956",21
"37","hsa04931","Insulin resistance","13/88","108/8159",9.65805372446232e-11,5.61211229934973e-10,1.70355428425793e-10,"5599/3551/207/2932/5599/2475/5290/5291/5293/6198/6774/1374/6774",13
"38","hsa04066","HIF-1 signaling pathway","13/88","109/8159",1.08715588580528e-10,6.15101356442459e-10,1.86713753240796e-10,"1026/3091/207/2475/5290/5291/5293/5578/6198/6774/6774/596/1956",13
"39","hsa04630","JAK-STAT signaling pathway","15/88","162/8159",1.39000330887847e-10,7.66283875407362e-10,2.32605142106519e-10,"1026/4170/207/2475/5290/5291/5293/5292/6774/3717/6774/596/598/4170/1956",15
"40","hsa05214","Glioma","11/88","75/8159",3.38171949117153e-10,1.8176742265047e-09,5.51754232770091e-10,"581/1026/5925/7157/207/2475/5290/5291/5293/5578/1956",11
"41","hsa05415","Diabetic cardiomyopathy","16/88","203/8159",3.57444626883711e-10,1.87440475073165e-09,5.68974759096023e-10,"5599/207/2932/5600/6300/1432/5599/2475/5290/5291/5293/5578/487/488/489/1376",16
"42","hsa04919","Thyroid hormone signaling pathway","13/88","121/8159",4.1130361097331e-10,2.10548277045861e-09,6.39118392991108e-10,"842/7157/3091/207/2932/2475/5290/5291/5293/5578/487/488/489",13
"43","hsa05213","Endometrial cancer","10/88","58/8159",4.31986302955315e-10,2.15993151477658e-09,6.55646286003171e-10,"581/842/1026/7157/207/2932/5290/5291/5293/1956",10
"44","hsa05142","Chagas disease","12/88","102/8159",7.05439211617872e-10,3.4470325113146e-09,1.04634524211263e-09,"841/355/5599/3551/207/5600/6300/1432/5599/5290/5291/5293",12
"45","hsa04660","T cell receptor signaling pathway","12/88","104/8159",8.87051205806336e-10,4.23813353885249e-09,1.28648362011679e-09,"5599/3551/207/2932/3932/5600/6300/1432/5599/5290/5291/5293",12
"46","hsa05166","Human T-cell leukemia virus 1 infection","16/88","222/8159",1.34251257153766e-09,6.27478701914343e-09,1.90470891156373e-09,"581/1026/5599/5925/7157/3551/207/1111/3932/5599/5290/5291/5293/598/472/545",16
"47","hsa04659","Th17 cell differentiation","12/88","108/8159",1.38209762021e-09,6.32236145415214e-09,1.9191501109299e-09,"5599/3551/3091/3932/5600/6300/1432/5599/2475/6774/3717/6774",12
"48","hsa05221","Acute myeloid leukemia","10/88","67/8159",1.89752491977622e-09,8.49933036983098e-09,2.57996809267819e-09,"3551/207/2475/5290/5291/5293/5292/6198/6774/6774",10
"49","hsa05135","Yersinia infection","13/88","137/8159",1.95063280357101e-09,8.55889903607687e-09,2.59805013579812e-09,"5599/3551/207/2932/3932/5600/6300/1432/5599/5290/5291/5293/6093",13
"50","hsa04668","TNF signaling pathway","12/88","112/8159",2.11424598604703e-09,9.09125774000223e-09,2.75964739231402e-09,"841/355/5599/3551/207/5600/6300/1432/5599/5290/5291/5293",12
"51","hsa04664","Fc epsilon RI signaling pathway","10/88","68/8159",2.20528635069567e-09,9.29679539999157e-09,2.82203826095215e-09,"5599/207/5600/6300/1432/5599/5290/5291/5293/5578",10
"52","hsa04725","Cholinergic synapse","12/88","113/8159",2.34495474733386e-09,9.69548597455347e-09,2.94306061406274e-09,"207/5290/5291/5293/5294/5578/3717/596/43/1128/1132/1133",12
"53","hsa05225","Hepatocellular carcinoma","14/88","168/8159",2.45451984328444e-09,9.95701445860671e-09,3.0224474733592e-09,"581/1026/5925/7157/207/2932/2475/5290/5291/5293/5578/6198/598/1956",14
"54","hsa05010","Alzheimer disease","20/88","384/8159",2.80162678076958e-09,1.11546251456567e-08,3.3859816843609e-09,"317/841/842/54205/355/5599/3551/207/2932/5599/2475/5290/5291/5293/487/488/489/4137/1128/1133",20
"55","hsa05022","Pathways of neurodegeneration - multiple diseases","22/88","476/8159",3.62500969604224e-09,1.41704924481651e-08,4.30144691205012e-09,"317/581/841/842/54205/355/5599/2932/5600/6300/1432/5599/2475/5578/487/488/489/596/598/4137/1128/1133",22
"56","hsa05207","Chemical carcinogenesis - receptor activation","15/88","212/8159",6.02096229815178e-09,2.3116194537547e-08,7.01691094897388e-09,"5925/367/207/2475/5290/5291/5293/5578/6198/993/6774/3717/6774/596/1956",15
"57","hsa04750","Inflammatory mediator regulation of TRP channels","11/88","98/8159",6.32797172780622e-09,2.34571365772127e-08,7.12040375905601e-09,"5599/5600/6300/1432/5599/5290/5291/5293/5578/7442/3269",11
"58","hsa05231","Choline metabolism in cancer","11/88","98/8159",6.32797172780622e-09,2.34571365772127e-08,7.12040375905601e-09,"5599/3091/207/5599/2475/5290/5291/5293/5578/6198/1956",11
"59","hsa05220","Chronic myeloid leukemia","10/88","76/8159",6.74991060559432e-09,2.45971318678437e-08,7.46644884115696e-09,"581/1026/5925/7157/3551/207/5290/5291/5293/598",10
"60","hsa04110","Cell cycle","12/88","126/8159",8.25073207561542e-09,2.95651232709553e-08,8.97448050330098e-09,"1026/5925/7157/1111/2932/5347/5591/993/994/995/472/545",12
"61","hsa04370","VEGF signaling pathway","9/88","59/8159",1.05359216935031e-08,3.71348059689044e-08,1.12722544434373e-08,"842/207/5600/6300/1432/5290/5291/5293/5578",9
"62","hsa04620","Toll-like receptor signaling pathway","11/88","104/8159",1.19534988467526e-08,4.07936865405048e-08,1.23829060734947e-08,"841/5599/3551/207/5600/6300/1432/5599/5290/5291/5293",11
"63","hsa04625","C-type lectin receptor signaling pathway","11/88","104/8159",1.19534988467526e-08,4.07936865405048e-08,1.23829060734947e-08,"841/5599/3551/207/5600/6300/1432/5599/5290/5291/5293",11
"64","hsa02010","ABC transporters","8/88","45/8159",2.06408190673262e-08,6.93402515542989e-08,2.10482036541813e-08,"5243/4363/1244/8714/9429/5243/1244/9429",8
"65","hsa01523","Antifolate resistance","7/88","30/8159",2.21968969627347e-08,7.34205053382763e-08,2.22867629423409e-08,"4363/1244/8714/9429/3551/1244/9429",7
"66","hsa05418","Fluid shear stress and atherosclerosis","12/88","139/8159",2.52145333034154e-08,8.21382524277927e-08,2.49330313367106e-08,"5599/7157/3551/207/5600/6300/1432/5599/5290/5291/5293/596",12
"67","hsa05164","Influenza A","13/88","171/8159",2.92292692702472e-08,9.37954163149724e-08,2.8471558440775e-08,"317/581/841/842/54205/355/3551/207/5290/5291/5293/5578/3717",13
"68","hsa04936","Alcoholic liver disease","12/88","142/8159",3.20768629399873e-08,1.01419493119077e-07,3.07858436885327e-08,"841/1571/355/5599/3551/207/2932/5600/6300/1432/5599/1374",12
"69","hsa05017","Spinocerebellar ataxia","12/88","143/8159",3.47114212166569e-08,1.081587762548e-07,3.28315501972956e-08,"54205/5599/207/5599/2475/5290/5291/5293/5578/487/488/489",12
"70","hsa04920","Adipocytokine signaling pathway","9/88","69/8159",4.35274957566508e-08,1.33691594109713e-07,4.05820261189827e-08,"5599/3551/207/5599/2475/6774/1374/3717/6774",9
"71","hsa05224","Breast cancer","12/88","147/8159",4.73009666101013e-08,1.43235321424955e-07,4.34790204570242e-08,"581/1026/5925/7157/207/2932/2475/5290/5291/5293/6198/1956",12
"72","hsa05132","Salmonella infection","15/88","249/8159",5.2854121714265e-08,1.57828280118986e-07,4.79087068170239e-08,"581/841/54205/5599/3551/207/5600/6300/1432/5599/5290/5291/5293/5294/596",15
"73","hsa05152","Tuberculosis","13/88","180/8159",5.39377550932702e-08,1.58857771850042e-07,4.82212085909554e-08,"317/581/841/842/54205/5599/207/5600/6300/1432/5599/3717/596",13
"74","hsa04261","Adrenergic signaling in cardiomyocytes","12/88","150/8159",5.92808503273604e-08,1.72234902978142e-07,5.22818310141728e-08,"207/5600/6300/1432/5294/5578/148/146/487/488/489/596",12
"75","hsa05218","Melanoma","9/88","72/8159",6.36739491089231e-08,1.82248615121409e-07,5.53214890454217e-08,"581/1026/5925/7157/207/5290/5291/5293/1956",9
"76","hsa05165","Human papillomavirus infection","17/88","331/8159",6.44227662754749e-08,1.82248615121409e-07,5.53214890454217e-08,"581/841/1026/355/5925/7157/3551/207/2932/2475/5290/5291/5293/6198/472/545/1956",17
"77","hsa04380","Osteoclast differentiation","11/88","128/8159",1.05727301870803e-07,2.9521259613276e-07,8.96116570880349e-08,"5599/3551/207/3932/5600/6300/1432/5599/5290/5291/5293",11
"78","hsa04926","Relaxin signaling pathway","11/88","129/8159",1.14576487715406e-07,3.1581980588221e-07,9.58669667794223e-08,"5599/207/5600/6300/1432/5599/5290/5291/5293/5578/1956",11
"79","hsa04140","Autophagy - animal","11/88","141/8159",2.85130112915466e-07,7.75987016162345e-07,2.35550526325902e-07,"5599/3091/207/5599/2475/5290/5291/5293/6198/596/598",11
"80","hsa04550","Signaling pathways regulating pluripotency of stem cells","11/88","143/8159",3.29017812253275e-07,8.84235370430678e-07,2.6840926789083e-07,"207/2932/5600/6300/1432/5290/5291/5293/6774/3717/6774",11
"81","hsa04930","Type II diabetes mellitus","7/88","46/8159",5.07572028005118e-07,1.34725908668025e-06,4.08959918600615e-07,"5599/3551/5599/2475/5290/5291/5293",7
"82","hsa05208","Chemical carcinogenesis - reactive oxygen species","13/88","223/8159",6.55964041610737e-07,1.71990571885742e-06,5.22076644157455e-07,"1571/5599/3551/3091/207/5600/6300/1432/5599/5290/5291/5293/1956",13
"83","hsa05230","Central carbon metabolism in cancer","8/88","70/8159",7.26181122891645e-07,1.88107158339402e-06,5.70998473294635e-07,"7157/3091/207/2475/5290/5291/5293/1956",8
"84","hsa05171","Coronavirus disease - COVID-19","13/88","232/8159",1.02885571650535e-06,2.63338070296013e-06,7.99361584252279e-07,"5599/3551/5600/6300/1432/5599/5290/5291/5293/5578/6774/6774/1956",13
"85","hsa05130","Pathogenic Escherichia coli infection","12/88","197/8159",1.15618159993418e-06,2.92445934100999e-06,8.87718380135224e-07,"581/841/842/54205/355/5599/3551/5600/6300/1432/5599/6093",12
"86","hsa04910","Insulin signaling pathway","10/88","137/8159",1.89936116306179e-06,4.74840290765447e-06,1.44137566841898e-06,"5599/3551/207/2932/5599/2475/5290/5291/5293/6198",10
"87","hsa04211","Longevity regulating pathway","8/88","89/8159",4.59989822170439e-06,1.13675645708787e-05,3.45061935566451e-06,"581/7157/207/2475/5290/5291/5293/6198",8
"88","hsa04658","Th1 and Th2 cell differentiation","8/88","92/8159",5.90527132849602e-06,1.44276515412119e-05,4.37950744457839e-06,"5599/3551/3932/5600/6300/1432/5599/3717",8
"89","hsa04062","Chemokine signaling pathway","11/88","192/8159",6.06639261173135e-06,1.46547686687892e-05,4.44844875135829e-06,"3551/207/2932/5290/5291/5293/5294/6093/6774/3717/6774",11
"90","hsa04150","mTOR signaling pathway","10/88","156/8159",6.14318027374205e-06,1.46753750983838e-05,4.454703824234e-06,"3551/207/2932/2475/5290/5291/5293/5578/6198/6446",10
"91","hsa05020","Prion disease","13/88","273/8159",6.28920740825864e-06,1.48591164041276e-05,4.51047841887838e-06,"317/581/842/54205/5599/2932/5600/6300/1432/5599/5290/5291/5293",13
"92","hsa04611","Platelet activation","9/88","124/8159",6.72630140775437e-06,1.57190739420347e-05,4.77151816110722e-06,"207/5600/6300/1432/5290/5291/5293/5294/6093",9
"93","hsa04657","IL-17 signaling pathway","8/88","94/8159",6.93949243539703e-06,1.60429126194663e-05,4.8698192529102e-06,"841/5599/3551/2932/5600/6300/1432/5599",8
"94","hsa04622","RIG-I-like receptor signaling pathway","7/88","70/8159",9.222253458373e-06,2.0871415721581e-05,6.33550930104295e-06,"841/5599/3551/5600/6300/1432/5599",7
"95","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","7/88","70/8159",9.222253458373e-06,2.0871415721581e-05,6.33550930104295e-06,"5599/3551/5600/6300/1432/5599/1956",7
"96","hsa04510","Focal adhesion","11/88","201/8159",9.4030843639405e-06,2.10589910234084e-05,6.39244770355604e-06,"5599/207/2932/5599/5290/5291/5293/5578/6093/596/1956",11
"97","hsa05203","Viral carcinogenesis","11/88","204/8159",1.082497458987e-05,2.39935003796088e-05,7.28321676149692e-06,"581/841/1026/5925/7157/1111/5290/5291/5293/6774/6774",11
"98","hsa04010","MAPK signaling pathway","13/88","294/8159",1.40119198314989e-05,3.0740436365023e-05,9.33124628950516e-06,"355/5599/7157/3551/207/5600/6300/1432/5599/5578/994/4137/1956",13
"99","hsa04024","cAMP signaling pathway","11/88","221/8159",2.2979477525223e-05,4.99049259386155e-05,1.51486188895675e-05,"5599/207/5599/5290/5291/5293/6093/487/488/489/1128",11
"100","hsa04670","Leukocyte transendothelial migration","8/88","114/8159",2.87981681367095e-05,6.19160614939254e-05,1.87945939418525e-05,"5600/6300/1432/5290/5291/5293/5578/6093",8
"101","hsa04960","Aldosterone-regulated sodium reabsorption","5/88","37/8159",4.3232345900904e-05,9.20292511751917e-05,2.79354397692136e-05,"5290/5291/5293/5578/6446",5
"102","hsa04152","AMPK signaling pathway","8/88","121/8159",4.42843285050162e-05,9.334441792724e-05,2.8334658073385e-05,"207/2475/5290/5291/5293/6198/148/1374",8
"103","hsa04976","Bile secretion","7/88","89/8159",4.49253388453365e-05,9.37761927354112e-05,2.84657231314345e-05,"5243/1244/8714/9429/5243/1244/9429",7
"104","hsa04217","Necroptosis","9/88","159/8159",4.95557644477316e-05,0.000102447013040984,3.10977469206413e-05,"581/841/355/5599/5599/6774/3717/6774/596",9
"105","hsa04213","Longevity regulating pathway - multiple species","6/88","62/8159",5.02165813846277e-05,0.000102824428549476,3.12123112365606e-05,"207/2475/5290/5291/5293/6198",6
"106","hsa04912","GnRH signaling pathway","7/88","93/8159",5.96561683272016e-05,0.000121000718776871,3.6729716348426e-05,"5599/5600/6300/1432/5599/5578/1956",7
"107","hsa05168","Herpes simplex virus 1 infection","16/88","495/8159",6.53457975986763e-05,0.000131302303586125,3.98567580041115e-05,"317/581/841/842/54205/355/7157/3551/207/2475/5290/5291/5293/3717/596/598",16
"108","hsa04022","cGMP-PKG signaling pathway","9/88","167/8159",7.26706458565698e-05,0.000144668415362616,4.39140355078687e-05,"207/5138/5294/6093/148/146/487/488/489",9
"109","hsa04015","Rap1 signaling pathway","10/88","210/8159",8.06808865440906e-05,0.00015914119822917,4.83072425469205e-05,"207/5600/6300/1432/5290/5291/5293/5578/1268/1956",10
"110","hsa04728","Dopaminergic synapse","8/88","132/8159",8.23153094181285e-05,0.000160889013862706,4.88377912337222e-05,"5599/207/2932/5600/6300/1432/5599/5578",8
"111","hsa05211","Renal cell carcinoma","6/88","69/8159",9.21936525590252e-05,0.000178573290992706,5.42058459806502e-05,"1026/3091/207/5290/5291/5293",6
"112","hsa04621","NOD-like receptor signaling pathway","9/88","184/8159",0.000152905822387839,0.00029352456976237,8.90992574064478e-05,"841/5599/3551/5600/6300/1432/5599/596/598",9
"113","hsa04072","Phospholipase D signaling pathway","8/88","148/8159",0.000183036265580092,0.000345199974558945,0.000104785304394882,"207/2475/5290/5291/5293/5294/5578/1956",8
"114","hsa04723","Retrograde endocannabinoid signaling","8/88","148/8159",0.000183036265580092,0.000345199974558945,0.000104785304394882,"5599/5600/6300/1432/5599/5578/1268/2166",8
"115","hsa04613","Neutrophil extracellular trap formation","9/88","190/8159",0.000194871971687149,0.000364325860110757,0.00011059095876067,"207/5600/6300/1432/2475/5290/5291/5293/5578",9
"116","hsa04014","Ras signaling pathway","10/88","235/8159",0.000204193242488534,0.000378461613233058,0.000114881860565237,"5599/3551/207/5599/5290/5291/5293/5578/598/1956",10
"117","hsa04662","B cell receptor signaling pathway","6/88","82/8159",0.000240793724679104,0.000441293839219017,0.000133954555846164,"3551/207/2932/5290/5291/5293",6
"118","hsa04020","Calcium signaling pathway","10/88","240/8159",0.000242198479199274,0.000441293839219017,0.000133954555846164,"5578/148/146/487/488/489/1128/1133/3269/1956",10
"119","hsa04666","Fc gamma R-mediated phagocytosis","6/88","97/8159",0.000597351509713192,0.00107817587410319,0.000327279824697175,"207/5290/5291/5293/5578/6198",6
"120","hsa04929","GnRH secretion","5/88","64/8159",0.000601772580894805,0.00107817587410319,0.000327279824697175,"207/5290/5291/5293/5578",5
"121","hsa05219","Bladder cancer","4/88","41/8159",0.000943667386810323,0.00167676436499355,0.000508981104673685,"1026/5925/7157/1956",4
"122","hsa04137","Mitophagy - animal","5/88","72/8159",0.0010322373863926,0.00181910686946238,0.000552189110926156,"5599/7157/3091/5599/598",5
"123","hsa05133","Pertussis","5/88","76/8159",0.00131782311140749,0.00230351194270415,0.000699230063391223,"5599/5600/6300/1432/5599",5
"124","hsa04973","Carbohydrate digestion and absorption","4/88","47/8159",0.00158237097190688,0.00274362708838692,0.000832826827319408,"207/5290/5291/5293",4
"125","hsa05016","Huntington disease","10/88","306/8159",0.0016044619640805,0.00275967457821846,0.000837698035983082,"317/581/841/842/54205/5599/7157/5599/2475/7052",10
"126","hsa05014","Amyotrophic lateral sclerosis","11/88","364/8159",0.00174869520714991,0.00298388467886692,0.000905756915984083,"317/581/842/54205/7157/5600/6300/1432/2475/596/598",11
"127","hsa05012","Parkinson disease","9/88","266/8159",0.00218573325701686,0.00370025708865059,0.00112321145408243,"317/581/842/54205/5599/7157/5599/598/4137",9
"128","hsa04810","Regulation of actin cytoskeleton","8/88","218/8159",0.00234300448299205,0.00393551534252571,0.0011946239962624,"5290/5291/5293/6093/1128/1132/1133/1956",8
"129","hsa04114","Oocyte meiosis","6/88","131/8159",0.00282309217364024,0.00466896013332808,0.00141726084830522,"367/5600/6300/1432/5347/995",6
"130","hsa04650","Natural killer cell mediated cytotoxicity","6/88","131/8159",0.00282309217364024,0.00466896013332808,0.00141726084830522,"355/3932/5290/5291/5293/5578",6
"131","hsa04923","Regulation of lipolysis in adipocytes","4/88","57/8159",0.00322939758479517,0.00526000364190122,0.00159667185213158,"207/5290/5291/5293",4
"132","hsa05134","Legionellosis","4/88","57/8159",0.00322939758479517,0.00526000364190122,0.00159667185213158,"317/841/842/54205",4
"133","hsa04714","Thermogenesis","8/88","232/8159",0.00343934542037851,0.00555984410061187,0.00168768829492258,"5600/6300/1432/2475/6198/1374/1376/1268",8
"134","hsa04915","Estrogen signaling pathway","6/88","138/8159",0.00365579284633383,0.00586563777583413,0.00178051183403533,"207/5290/5291/5293/596/1956",6
"135","hsa05217","Basal cell carcinoma","4/88","63/8159",0.00463739128486397,0.0073854750092278,0.00224185777513892,"581/1026/7157/2932",4
"136","hsa04064","NF-kappa B signaling pathway","5/88","104/8159",0.00518478992102719,0.00819654288985917,0.00248805708284587,"3551/3932/596/598/472",5
"137","hsa04080","Neuroactive ligand-receptor interaction","10/88","362/8159",0.00539000272133452,0.00845876339479506,0.00256765400478479,"148/146/1268/1269/7442/4889/1128/1132/1133/3269",10
"138","hsa05216","Thyroid cancer","3/88","37/8159",0.00723010826178098,0.0112642991034994,0.0034192731672801,"581/1026/7157",3
"139","hsa00562","Inositol phosphate metabolism","4/88","73/8159",0.0078118450950422,0.0120830697513243,0.00366781064666881,"5290/5291/5293/5294",4
"140","hsa05140","Leishmaniasis","4/88","77/8159",0.00940246828372016,0.0144395048642845,0.00438310551571917,"5600/6300/1432/3717",4
"141","hsa04360","Axon guidance","6/88","182/8159",0.0135853898009527,0.0207153106893959,0.00628812368539802,"2932/5290/5291/5293/5578/6093",6
"142","hsa05202","Transcriptional misregulation in cancer","6/88","193/8159",0.0176826945745677,0.0267730938981131,0.00812696118327057,"581/1026/4297/7157/598/472",6
"143","hsa04070","Phosphatidylinositol signaling system","4/88","97/8159",0.0204794872298117,0.0307908374434232,0.00934654551526186,"5290/5291/5293/5578",4
