"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"60","MF","GO:0098531","transcription factor activity, direct ligand regulated sequence-specific DNA binding","3/73","50/19330",0.000891664327922663,0.00583123470526994,0.00344297342557447,"NR1I2/ESR1/ESR2",3
"61","MF","GO:0008179","adenylate cyclase binding","2/73","13/19330",0.00106809750637464,0.00679455663714234,0.00401175379188563,"ADRB2/ADRB2",2
"62","MF","GO:0003707","steroid hormone receptor activity","3/73","54/19330",0.00111628402535544,0.00702130109431435,0.00414563198062222,"NR1I2/ESR1/ESR2",3
"63","MF","GO:0048185","activin binding","2/73","14/19330",0.0012430711196884,0.0076806977130416,0.00453496376881793,"ACVRL1/ENG",2
"64","MF","GO:0050998","nitric-oxide synthase binding","2/73","15/19330",0.00143081161634772,0.00850284865001542,0.00502039163630778,"SLC6A4/SLC6A4",2
"65","MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","4/73","131/19330",0.00152777166253644,0.00892741729319311,0.00527107243200134,"CYP4F2/VKORC1/VKORC1L1/PTGR1",4
"66","MF","GO:0015291","secondary active transmembrane transporter activity","5/73","223/19330",0.00155232092467291,0.00903315232465586,0.00533350224693394,"SLC6A2/SLC6A4/SLC6A2/SLC6A4/SLCO1A2",5
"67","MF","GO:0001540","amyloid-beta binding","3/73","61/19330",0.00158938815583075,0.00919152365324438,0.00542701044944385,"ADRB2/PGRMC1/ADRB2",3
"68","MF","GO:0019838","growth factor binding","4/73","137/19330",0.00180039833624134,0.010078629886279,0.00595079029031349,"KDR/ACVRL1/ENG/NTRK2",4
"69","MF","GO:0015293","symporter activity","4/73","142/19330",0.00205200907299951,0.0111834340670913,0.00660310693117215,"SLC6A2/SLC6A4/SLC6A2/SLC6A4",4
"70","MF","GO:0048038","quinone binding","2/73","18/19330",0.00206967447186612,0.0111834340670913,0.00660310693117215,"VKORC1/VKORC1L1",2
"71","MF","GO:0015081","sodium ion transmembrane transporter activity","4/73","150/19330",0.00250359954223953,0.0130982712499597,0.00773369656923966,"SLC6A2/SLC6A4/SLC6A2/SLC6A4",4
"72","MF","GO:0015103","inorganic anion transmembrane transporter activity","4/73","157/19330",0.0029511940825692,0.0148568205703439,0.00877200815909437,"SLC6A2/SLC6A4/SLC6A2/SLC6A4",4
"73","MF","GO:0003950","NAD+ ADP-ribosyltransferase activity","2/73","22/19330",0.00309444840271094,0.015302758090438,0.00903530591827447,"PARP1/PARP3",2
"74","MF","GO:0017075","syntaxin-1 binding","2/73","22/19330",0.00309444840271094,0.015302758090438,0.00903530591827447,"SLC6A4/SLC6A4",2
"75","MF","GO:0050431","transforming growth factor beta binding","2/73","22/19330",0.00309444840271094,0.015302758090438,0.00903530591827447,"ACVRL1/ENG",2
"76","MF","GO:0070330","aromatase activity","2/73","22/19330",0.00309444840271094,0.015302758090438,0.00903530591827447,"CYP2D6/CYP2C8",2
"77","MF","GO:0051117","ATPase binding","3/73","80/19330",0.00344732142562666,0.0166241176797149,0.00981548476228442,"ESR1/RAC1/TRPC6",3
"78","MF","GO:0019199","transmembrane receptor protein kinase activity","3/73","81/19330",0.00357029534411412,0.0170824900310691,0.0100861244988919,"KDR/ACVRL1/NTRK2",3
"79","MF","GO:0001664","G protein-coupled receptor binding","5/73","274/19330",0.00378092202977239,0.0178161628978669,0.0105193116901341,"ADRA2C/ADRB1/ADORA1/ADORA2A/ADRB1",5
"80","MF","GO:0004435","phosphatidylinositol phospholipase C activity","2/73","26/19330",0.00431141590763339,0.0197506597798132,0.0116615091308199,"CHRM1/CHRM5",2
"81","MF","GO:0004629","phospholipase C activity","2/73","28/19330",0.00499014022129133,0.022043856452512,0.0130154959968574,"CHRM1/CHRM5",2
"82","MF","GO:0015238","drug transmembrane transporter activity","3/73","101/19330",0.00660899527170359,0.0278321286483087,0.0164331027915401,"EBP/SLC6A2/SLC6A2",3
"83","MF","GO:0046873","metal ion transmembrane transporter activity","6/73","444/19330",0.00661249215831557,0.0278321286483087,0.0164331027915401,"KCNJ10/SLC6A2/SLC6A4/TRPC6/SLC6A2/SLC6A4",6
"84","MF","GO:0043014","alpha-tubulin binding","2/73","34/19330",0.00729867423372131,0.0299106722989545,0.0176603506926754,"SLC6A2/SLC6A2",2
"85","MF","GO:0048487","beta-tubulin binding","2/73","36/19330",0.00815662937974091,0.0324756836897508,0.0191748268715928,"SLC6A2/SLC6A2",2
"86","MF","GO:0008509","anion transmembrane transporter activity","5/73","330/19330",0.0081992326561108,0.0325989377904178,0.0192476005832745,"SLC6A2/SLC6A4/SLC6A2/SLC6A4/SLCO1A2",5
"87","MF","GO:0042805","actinin binding","2/73","39/19330",0.00952410506058967,0.0370249584230424,0.0218608844226985,"ADORA2A/TRPC6",2
"88","MF","GO:0030331","estrogen receptor binding","2/73","40/19330",0.01000106897107,0.0387178313278351,0.0228604182639293,"ESR1/PARP1",2
"89","MF","GO:0022804","active transmembrane transporter activity","5/73","348/19330",0.0101677380304186,0.0393086999269912,0.0232092886126159,"SLC6A2/SLC6A4/SLC6A2/SLC6A4/SLCO1A2",5
"90","MF","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process","2/73","41/19330",0.0104884621677852,0.040381300698254,0.0238425911871754,"CASP3/SERPINB9",2
"91","MF","GO:0004712","protein serine/threonine/tyrosine kinase activity","2/73","43/19330",0.0114942035643206,0.0433005057557648,0.025566196211636,"MAPK14/AURKB",2
"92","MF","GO:0002020","protease binding","3/73","125/19330",0.0118174677136381,0.0442799091438728,0.0261444716556215,"F3/CASP3/SERPINB9",3
"93","MF","GO:0016763","transferase activity, transferring pentosyl groups","2/73","45/19330",0.0125406681807549,0.0468017736505773,0.0276334723421547,"PARP1/PARP3",2
