"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"17","MF","GO:0043130","ubiquitin binding","7/50","303/22568",4.46984626721359e-06,0.000167404338565355,0.000105502849141114,"etoposide/amsacrine/vorinostat/panobinostat/trichostatin-a/apicidin/dactinomycin",7
"18","MF","GO:0000155","phosphorelay sensor kinase activity","4/50","54/22568",6.21246556878614e-06,0.0002044635580086,0.000128858595304656,"amsacrine/rottlerin/terfenadine/perhexiline",4
"19","MF","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","7/50","322/22568",6.65528164466551e-06,0.000207378576047777,0.000130695720381979,"etoposide/vorinostat/panobinostat/15-delta-prostaglandin-j2/nsc-3852/trichostatin-a/apicidin",7
"20","MF","GO:0001158","enhancer sequence-specific DNA binding","7/50","322/22568",6.65528164466551e-06,0.000207378576047777,0.000130695720381979,"etoposide/vorinostat/panobinostat/15-delta-prostaglandin-j2/nsc-3852/trichostatin-a/apicidin",7
"21","MF","GO:0003714","transcription corepressor activity","7/50","325/22568",7.07036026162923e-06,0.000214596820654182,0.000135244857986772,"vorinostat/purvalanol-a/panobinostat/15-delta-prostaglandin-j2/nsc-3852/trichostatin-a/apicidin",7
"22","MF","GO:0035326","enhancer binding","7/50","364/22568",1.47447410761226e-05,0.000370521074138694,0.000233512639657167,"etoposide/vorinostat/panobinostat/15-delta-prostaglandin-j2/nsc-3852/trichostatin-a/apicidin",7
"23","MF","GO:0019789","SUMO transferase activity","4/50","69/22568",1.65723433151647e-05,0.000403821975180224,0.000254499789506191,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"24","MF","GO:0055131","C3HC4-type RING finger domain binding","4/50","77/22568",2.56062528882184e-05,0.000520694276085761,0.000328155949417471,"amsacrine/rottlerin/terfenadine/perhexiline",4
"25","MF","GO:0004677","DNA-dependent protein kinase activity","3/50","26/22568",2.56658047495921e-05,0.000520694276085761,0.000328155949417471,"ly-294002/cgk-733/wortmannin",3
"26","MF","GO:0004673","protein histidine kinase activity","4/50","78/22568",2.69464596751529e-05,0.000520694276085761,0.000328155949417471,"amsacrine/rottlerin/terfenadine/perhexiline",4
"27","MF","GO:0032182","ubiquitin-like protein binding","7/50","400/22568",2.70039136763347e-05,0.000520694276085761,0.000328155949417471,"etoposide/amsacrine/vorinostat/panobinostat/trichostatin-a/apicidin/dactinomycin",7
"28","MF","GO:0008013","beta-catenin binding","7/50","412/22568",3.26003967036735e-05,0.000609637947735489,0.000384210713902888,"pyrvinium-pamoate/ly-294002/vorinostat/y-134/panobinostat/trichostatin-a/apicidin",7
"29","MF","GO:0003916","DNA topoisomerase activity","5/50","169/22568",3.58050039046438e-05,0.000648653442830641,0.000408799359146289,"etoposide/amsacrine/camptothecin/irinotecan/dactinomycin",5
"30","MF","GO:0070840","dynein complex binding","4/50","88/22568",4.33401248644e-05,0.000711208844396442,0.000448223505204379,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"31","MF","GO:0030332","cyclin binding","5/50","179/22568",4.71005790269818e-05,0.000754966071234955,0.000475800521078282,"vorinostat/purvalanol-a/panobinostat/trichostatin-a/apicidin",5
"32","MF","GO:0030955","potassium ion binding","5/50","183/22568",5.23205247811875e-05,0.000805976891721688,0.000507948952501852,"vorinostat/panobinostat/trichostatin-a/menadione/apicidin",5
"33","MF","GO:0051879","Hsp90 protein binding","7/50","447/22568",5.46213113521141e-05,0.00082461243300963,0.000519693586589678,"camptothecin/methylene-blue/vorinostat/purvalanol-a/panobinostat/trichostatin-a/apicidin",7
"34","MF","GO:0042903","tubulin deacetylase activity","4/50","95/22568",5.8498543595509e-05,0.000857809976722596,0.000540615597788553,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"35","MF","GO:0030235","nitric-oxide synthase regulator activity","6/50","312/22568",6.33854655235416e-05,0.000894515899326791,0.000563748686502284,"ly-294002/geldanamycin/malonoben/tyrphostin-ag-556/y-134/ag-957",6
"36","MF","GO:0031078","histone deacetylase activity (H3-K14 specific)","5/50","199/22568",7.78193087763406e-05,0.00105196543912777,0.000662977745840405,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"37","MF","GO:0032041","NAD-dependent histone deacetylase activity (H3-K14 specific)","5/50","199/22568",7.78193087763406e-05,0.00105196543912777,0.000662977745840405,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"38","MF","GO:1902282","voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","4/50","103/22568",8.01914651412342e-05,0.00106967724905859,0.000674140218851327,"amsacrine/rottlerin/terfenadine/perhexiline",4
"39","MF","GO:0005251","delayed rectifier potassium channel activity","4/50","111/22568",0.000107221881302552,0.00131744235859129,0.000830288650830322,"amsacrine/rottlerin/terfenadine/perhexiline",4
"40","MF","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","4/50","116/22568",0.00012715253179261,0.00150534684295506,0.000948711259447661,"amsacrine/rottlerin/terfenadine/perhexiline",4
"41","MF","GO:0005242","inward rectifier potassium channel activity","4/50","119/22568",0.000140326610204153,0.00160633277915711,0.00101235539247196,"amsacrine/rottlerin/terfenadine/perhexiline",4
"42","MF","GO:0016775","phosphotransferase activity, nitrogenous group as acceptor","4/50","119/22568",0.000140326610204153,0.00160633277915711,0.00101235539247196,"amsacrine/rottlerin/terfenadine/perhexiline",4
"43","MF","GO:0051787","misfolded protein binding","4/50","119/22568",0.000140326610204153,0.00160633277915711,0.00101235539247196,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"44","MF","GO:0031593","polyubiquitin modification-dependent protein binding","4/50","139/22568",0.000254742761761431,0.00269625830723036,0.00169925663737888,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"45","MF","GO:0017136","NAD-dependent histone deacetylase activity","5/50","261/22568",0.000275811535780298,0.00283273345991959,0.00178526705723464,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"46","MF","GO:0034979","NAD-dependent protein deacetylase activity","5/50","266/22568",0.000300977604507296,0.00303706676050756,0.00191404356070634,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"47","MF","GO:0019213","deacetylase activity","6/50","432/22568",0.000370344472418936,0.00352687462120233,0.00222273403598239,"vorinostat/irinotecan/panobinostat/nsc-3852/trichostatin-a/apicidin",6
"48","MF","GO:0019787","ubiquitin-like protein transferase activity","5/50","286/22568",0.000419480971783395,0.00391817358536289,0.00246934147721539,"vorinostat/panobinostat/pevonedistat/trichostatin-a/apicidin",5
"49","MF","GO:0030957","Tat protein binding","2/50","15/22568",0.000495888020031949,0.00446070170444444,0.00281125771900937,"avrainvillamide-analog-3/avrainvillamide-analog-4",2
"50","MF","GO:0031420","alkali metal ion binding","5/50","312/22568",0.000622619555624937,0.00531999837029271,0.00335281026944736,"vorinostat/panobinostat/trichostatin-a/menadione/apicidin",5
"51","MF","GO:0005006","epidermal growth factor-activated receptor activity","3/50","76/22568",0.000641951022859454,0.00531999837029271,0.00335281026944736,"malonoben/tyrphostin-ag-556/ag-957",3
"52","MF","GO:0004407","histone deacetylase activity","5/50","318/22568",0.000678475057335688,0.00554016844512055,0.00349156754652284,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"53","MF","GO:0033558","protein deacetylase activity","5/50","323/22568",0.000727825768608238,0.00586931960399397,0.00369900772015781,"vorinostat/panobinostat/nsc-3852/trichostatin-a/apicidin",5
"54","MF","GO:0051721","protein phosphatase 2A binding","5/50","325/22568",0.000748301253717461,0.00597260939186375,0.00376410380429059,"etoposide/ly-294002/tw-37/methylene-blue/ski-ii",5
"55","MF","GO:0031730","CCR5 chemokine receptor binding","2/50","19/22568",0.000803027526639626,0.00626812067387043,0.00395034319612616,"niclosamide/cucurbitacin-i",2
"56","MF","GO:0032407","MutSalpha complex binding","2/50","19/22568",0.000803027526639626,0.00626812067387043,0.00395034319612616,"cgk-733/wortmannin",2
"57","MF","GO:0048408","epidermal growth factor binding","3/50","85/22568",0.000889394229346632,0.0067435036690122,0.00424994272174487,"malonoben/tyrphostin-ag-556/ag-957",3
"58","MF","GO:0008301","DNA binding, bending","3/50","88/22568",0.000983543336014636,0.00724177938332137,0.00456396987282088,"etoposide/amsacrine/dactinomycin",3
"59","MF","GO:0003918","DNA topoisomerase type II (ATP-hydrolyzing) activity","3/50","89/22568",0.00101627255056566,0.00738504026950231,0.00465425684980187,"etoposide/amsacrine/dactinomycin",3
"60","MF","GO:0061505","DNA topoisomerase II activity","3/50","89/22568",0.00101627255056566,0.00738504026950231,0.00465425684980187,"etoposide/amsacrine/dactinomycin",3
"61","MF","GO:0003680","AT DNA binding","2/50","22/22568",0.00108019521151421,0.00773411828832322,0.00487425548229707,"etoposide/methylene-blue",2
"62","MF","GO:0043024","ribosomal small subunit binding","3/50","93/22568",0.00115406824342017,0.0081580686172805,0.00514144071765371,"ly-294002/avrainvillamide-analog-3/avrainvillamide-analog-4",3
"63","MF","GO:0048487","beta-tubulin binding","4/50","210/22568",0.00120035528716267,0.00836383514042683,0.00527112047766377,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"64","MF","GO:0048156","tau protein binding","5/50","363/22568",0.00122540342035678,0.00849278705033749,0.00535238954162206,"geldanamycin/vorinostat/panobinostat/trichostatin-a/apicidin",5
"65","MF","GO:0005249","voltage-gated potassium channel activity","4/50","219/22568",0.00140084931585239,0.00909384680874179,0.00573119404310138,"amsacrine/rottlerin/terfenadine/perhexiline",4
"66","MF","GO:0140030","modification-dependent protein binding","5/50","376/22568",0.00143139193134243,0.00924588983843911,0.0058270157700804,"etoposide/vorinostat/panobinostat/trichostatin-a/apicidin",5
"67","MF","GO:0042169","SH2 domain binding","4/50","221/22568",0.00144839097979341,0.00934020342101876,0.00588645480111229,"ly-294002/cucurbitacin-i/purvalanol-a/ag-957",4
"68","MF","GO:0001025","RNA polymerase III transcription factor binding","2/50","26/22568",0.00151117983001672,0.00957080559010589,0.00603178667282669,"ly-294002/wortmannin",2
"69","MF","GO:0001032","RNA polymerase III type 3 promoter DNA binding","2/50","26/22568",0.00151117983001672,0.00957080559010589,0.00603178667282669,"ly-294002/wortmannin",2
"70","MF","GO:0001156","TFIIIC-class transcription factor complex binding","2/50","26/22568",0.00151117983001672,0.00957080559010589,0.00603178667282669,"ly-294002/wortmannin",2
"71","MF","GO:0000182","rDNA binding","2/50","27/22568",0.00162976789668111,0.0100442182872989,0.00633014446212584,"ly-294002/wortmannin",2
"72","MF","GO:0001030","RNA polymerase III type 1 promoter DNA binding","2/50","27/22568",0.00162976789668111,0.0100442182872989,0.00633014446212584,"ly-294002/wortmannin",2
"73","MF","GO:0001031","RNA polymerase III type 2 promoter DNA binding","2/50","27/22568",0.00162976789668111,0.0100442182872989,0.00633014446212584,"ly-294002/wortmannin",2
"74","MF","GO:0080084","5S rDNA binding","2/50","27/22568",0.00162976789668111,0.0100442182872989,0.00633014446212584,"ly-294002/wortmannin",2
"75","MF","GO:0005245","voltage-gated calcium channel activity","5/50","398/22568",0.00183683873571619,0.0110922277141311,0.0069906290194862,"bntx/nnc-55-0396/penfluridol/am-404/purvalanol-a",5
"76","MF","GO:0043021","ribonucleoprotein complex binding","4/50","249/22568",0.00223751459235142,0.0129304441204878,0.00814912389405516,"ly-294002/avrainvillamide-analog-3/wortmannin/avrainvillamide-analog-4",4
"77","MF","GO:0032405","MutLalpha complex binding","2/50","32/22568",0.00228681454719335,0.0131180304290399,0.00826734597946653,"cgk-733/wortmannin",2
"78","MF","GO:0051087","chaperone binding","5/50","432/22568",0.00262134159110844,0.0146067603681937,0.00920558480606113,"etoposide/amsacrine/nsc-663284/methylene-blue/menadione",5
"79","MF","GO:0001727","lipid kinase activity","2/50","35/22568",0.00273165404046989,0.0150919042377734,0.00951133590500304,"wortmannin/ski-ii",2
"80","MF","GO:0032404","mismatch repair complex binding","2/50","36/22568",0.00288825774918929,0.0158670859423022,0.00999987687789983,"cgk-733/wortmannin",2
"81","MF","GO:1902936","phosphatidylinositol bisphosphate binding","4/50","268/22568",0.00291681980557119,0.016001426961549,0.0100845423077717,"ly-294002/brefeldin-a/methylene-blue/terfenadine",4
"82","MF","GO:0008320","protein transmembrane transporter activity","2/50","37/22568",0.00304899270433435,0.0166095476690661,0.0104677968148807,"etoposide/tw-37",2
"83","MF","GO:0022884","macromolecule transmembrane transporter activity","2/50","37/22568",0.00304899270433435,0.0166095476690661,0.0104677968148807,"etoposide/tw-37",2
"84","MF","GO:0017081","chloride channel regulator activity","3/50","131/22568",0.00306989805046883,0.0166535555801896,0.0104955318189317,"ly-294002/am-404/triflupromazine",3
"85","MF","GO:0015232","heme transporter activity","2/50","42/22568",0.00391399672913429,0.0202996235152837,0.0127933847814719,"etoposide/irinotecan",2
"86","MF","GO:0035005","1-phosphatidylinositol-4-phosphate 3-kinase activity","2/50","43/22568",0.00409913630439698,0.0209971247989574,0.0132329694023833,"ly-294002/wortmannin",2
"87","MF","GO:0001016","RNA polymerase III regulatory region DNA binding","2/50","44/22568",0.0042882800452423,0.0217202220757071,0.0136886853268155,"ly-294002/wortmannin",2
"88","MF","GO:0001784","phosphotyrosine residue binding","4/50","299/22568",0.00430841732660577,0.0217565179000134,0.0137115599602274,"ly-294002/wortmannin/ag-957/pd-198306",4
"89","MF","GO:0004707","MAP kinase activity","4/50","299/22568",0.00430841732660577,0.0217565179000134,0.0137115599602274,"etoposide/ly-294002/pd-198306/cmpd-1",4
"90","MF","GO:0008094","DNA-dependent ATPase activity","3/50","148/22568",0.00432337480221062,0.0217565179000134,0.0137115599602274,"etoposide/amsacrine/dactinomycin",3
"91","MF","GO:0051434","BH3 domain binding","2/50","45/22568",0.00448141002715982,0.022321089585406,0.0140673686678378,"etoposide/tw-37",2
"92","MF","GO:0046875","ephrin receptor binding","4/50","315/22568",0.00517731469931294,0.0250939017934488,0.0158148716930809,"ly-294002/wortmannin/purvalanol-a/ag-957",4
"93","MF","GO:0043014","alpha-tubulin binding","4/50","316/22568",0.00523523597538427,0.0252052967022257,0.0158850758488184,"vorinostat/panobinostat/trichostatin-a/apicidin",4
"94","MF","GO:0048020","CCR chemokine receptor binding","2/50","49/22568",0.00529343586711699,0.0252052967022257,0.0158850758488184,"niclosamide/cucurbitacin-i",2
"95","MF","GO:0051400","BH domain binding","2/50","52/22568",0.0059434409227238,0.0278038424278195,0.0175227513118506,"etoposide/tw-37",2
"96","MF","GO:0070513","death domain binding","2/50","55/22568",0.00662805026848727,0.0304078395709752,0.0191638624091654,"etoposide/tw-37",2
"97","MF","GO:0016307","phosphatidylinositol phosphate kinase activity","2/50","56/22568",0.00686386207561481,0.0312321761501398,0.0196833821450243,"ly-294002/wortmannin",2
"98","MF","GO:0005310","dicarboxylic acid transmembrane transporter activity","2/50","57/22568",0.00710344943135035,0.032088494670838,0.0202230577859318,"etoposide/irinotecan",2
"99","MF","GO:0043560","insulin receptor substrate binding","3/50","182/22568",0.00765775522413439,0.034010212768533,0.0214341777383201,"ly-294002/wortmannin/cucurbitacin-i",3
"100","MF","GO:0034452","dynactin binding","2/50","60/22568",0.00784469310923566,0.0346822697621713,0.0218577266631669,"ly-294002/methylene-blue",2
"101","MF","GO:0099038","ceramide-translocating ATPase activity","2/50","62/22568",0.00835741951557545,0.0364117997910138,0.0229477243733921,"etoposide/irinotecan",2
"102","MF","GO:0001091","RNA polymerase II basal transcription factor binding","3/50","189/22568",0.00848889737910639,0.0369020706379681,0.0232567066354278,"etoposide/pyrvinium-pamoate/y-134",3
"103","MF","GO:0045309","protein phosphorylated amino acid binding","4/50","369/22568",0.00896164665738945,0.0385697389287646,0.0243077173655507,"ly-294002/wortmannin/ag-957/pd-198306",4
"104","MF","GO:1901981","phosphatidylinositol phosphate binding","4/50","372/22568",0.00921327719521085,0.0394782339662775,0.0248802760919828,"ly-294002/brefeldin-a/methylene-blue/terfenadine",4
"105","MF","GO:1904680","peptide transmembrane transporter activity","2/50","66/22568",0.00942681612909182,0.0400845511166077,0.0252623939474168,"etoposide/tw-37",2
"106","MF","GO:0004860","protein kinase inhibitor activity","3/50","197/22568",0.00950148088765192,0.0402701502256847,0.0253793636446988,"etoposide/avrainvillamide-analog-3/avrainvillamide-analog-4",3
"107","MF","GO:0035033","histone deacetylase regulator activity","2/50","67/22568",0.00970322223885912,0.0408401410847998,0.0257385876656315,"etoposide/ly-294002",2
"108","MF","GO:0090555","phosphatidylethanolamine-translocating ATPase activity","2/50","67/22568",0.00970322223885912,0.0408401410847998,0.0257385876656315,"etoposide/irinotecan",2
"109","MF","GO:1904121","phosphatidylethanolamine transporter activity","2/50","67/22568",0.00970322223885912,0.0408401410847998,0.0257385876656315,"etoposide/irinotecan",2
"110","MF","GO:0004721","phosphoprotein phosphatase activity","4/50","385/22568",0.0103571045112404,0.0428247580374536,0.0269893482179155,"etoposide/ly-294002/nsc-663284/menadione",4
"111","MF","GO:0070064","proline-rich region binding","2/50","70/22568",0.0105539106095888,0.0435460612546065,0.0274439334763171,"purvalanol-a/ag-957",2
"112","MF","GO:0019210","kinase inhibitor activity","3/50","205/22568",0.0105818662163458,0.0436152051985893,0.0274875099042255,"etoposide/avrainvillamide-analog-3/avrainvillamide-analog-4",3
"113","MF","GO:0005267","potassium channel activity","4/50","391/22568",0.0109147988112578,0.0447506751261568,0.028203114490696,"amsacrine/rottlerin/terfenadine/perhexiline",4
"114","MF","GO:0035259","glucocorticoid receptor binding","2/50","72/22568",0.0111387625686298,0.0453714744681344,0.0285943594242793,"niclosamide/cucurbitacin-i",2
"115","MF","GO:0030295","protein kinase activator activity","4/50","395/22568",0.0112972170267288,0.0458839002284762,0.0289173043261419,"etoposide/ly-294002/wortmannin/pd-198306",4
"116","MF","GO:0004709","MAP kinase kinase kinase activity","3/50","215/22568",0.0120289763308888,0.048058161453765,0.0302875839497818,"malonoben/tyrphostin-ag-556/ag-957",3
"117","MF","GO:0004711","ribosomal protein S6 kinase activity","2/50","75/22568",0.0120423018174261,0.048058161453765,0.0302875839497818,"ly-294002/purvalanol-a",2
"118","MF","GO:0043225","ATPase-coupled anion transmembrane transporter activity","2/50","75/22568",0.0120423018174261,0.048058161453765,0.0302875839497818,"etoposide/irinotecan",2
"119","MF","GO:0090554","phosphatidylcholine-translocating ATPase activity","2/50","76/22568",0.0123504194064684,0.0491869975339413,0.0309990077019529,"etoposide/irinotecan",2
