"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"21","RU-28318","HA1E","trt_cp","down",-0.354471992352582,2.83958017035653e-05,0.000677836344179179,-1.23779512794088,-94.243641231593,2241,0.0247344388826082,100,29,"NR3C2","Cytochrome P450 inhibitor","3034004","cytochrome P450 inhibitor","NR3C2","","","Phase 2"
"22","MR-16728","HA1E","trt_cp","down",-0.353864600824542,2.83958017035653e-05,0.000677836344179179,-1.23567415282752,-84.6050870147256,2241,-0.0289542014056439,100,29,NA,"Acetylcholine release enhancer; Acetylcholine release stimulant","378811","acetylcholine release enhancer","","","","Preclinical"
"23","pizotifen","HA1E","trt_cp","down",-0.350308746072015,2.9048578754222e-05,0.000677836344179179,-1.22325731938709,-84.1588576528335,2241,0,100,29,"ADRA1B; ADRA1D; ADRA2B; ADRA2C; HTR1B; HTR1D; HTR2B","Serotonin receptor antagonist","27400","serotonin receptor antagonist","HTR1A, HTR2A, HTR2C","neurology/psychiatry","migraine headache","Launched"
"24","ramipril","HA1E","trt_cp","down",-0.349305461276996,2.9440244984616e-05,0.000677836344179179,-1.21975390851682,-96.2070504239179,2241,-0.0218036812159636,100,29,"ACE; BDKRB1","ACE inhibitor","5362129","angiotensin converting enzyme inhibitor","ACE","cardiology","hypertension","Launched"
"25","tianeptine","HA1E","trt_cp","down",-0.348804488105304,2.9440244984616e-05,0.000677836344179179,-1.21800453997847,-89.6474788041053,2241,0,100,29,"DRD3; GRIA1; OPRM1; SLC6A4","Selective serotonin reuptake enhancer (SSRE)","68870","selective serotonin reuptake enhancer (SSRE)","OPRD1, OPRK1, OPRM1","neurology/psychiatry, pulmonary, gastroenterology","depression, asthma, irritable bowel syndrome","Launched"
"26","aminoglutethimide","HA1E","trt_cp","down",-0.348642364228509,2.9440244984616e-05,0.000677836344179179,-1.21743841303713,-91.4323962516734,2241,-0.0274747697789607,100,29,"CYP11A1; CYP19A1; NR3C1","Glucocorticoid receptor antagonist","2145","glucocorticoid receptor antagonist","CYP11A1, CYP19A1","endocrinology, oncology","Cushing's syndrome, breast cancer","Launched"
"27","MRS-1845","HA1E","trt_cp","down",-0.345423036311064,3.03976513255791e-05,0.000677836344179179,-1.20619671130208,-92.4141008478358,2241,0,100,29,"ORAI1","Calcium channel blocker","5202074","calcium channel blocker","","","","Preclinical"
"28","tropicamide","HA1E","trt_cp","down",-0.344858388712417,3.03976513255791e-05,0.000677836344179179,-1.20422499544952,-87.1039714413208,2241,-0.0223440947803358,100,29,"CHRM1; CHRM4","Acetylcholine receptor antagonist","5593","acetylcholine receptor antagonist","CHRM3, CHRM4","ophthalmology","mydriasis diagnostic, cycloplegia diagnostic","Launched"
"29","fluoxetine","HA1E","trt_cp","down",-0.343885013651616,3.07457990859294e-05,0.000677836344179179,-1.20082602759335,-88.2195448460509,2241,-0.0318299879936995,100,29,"ANO1; CHRNA2; CHRNA3; CHRNB4; CKS1B; CYP2C9; HTR2B; KCNH2; SLC6A4","Selective serotonin reuptake inhibitor (SSRI)","3386","selective serotonin reuptake inhibitor (SSRI)","ANO1, HTR2B, SLC6A4","neurology/psychiatry","depression, obsessive compulsive disorder (OCD), bulimia nervosa, panic disorders, bipolar disorder","Launched"
"30","SC-9","HA1E","trt_cp","down",-0.34247978007808,3.18990385420895e-05,0.000677836344179179,-1.19591903547982,-77.376171352075,2241,0.0265486994146582,100,29,NA,"Protein tyrosine kinase activator","124172","protein tyrosine kinase activator","PRKCA","","","Preclinical"
"31","oxfendazole","HA1E","trt_cp","down",-0.342366797244721,3.18990385420895e-05,0.000677836344179179,-1.19552450614128,-89.6028558679161,2241,0,100,29,NA,"Anthelmintic","40854","anthelmintic agent","","infectious disease","lungworms, tapeworm, gastrointestinal roundworms","Launched"
"32","INCA-6","HA1E","trt_cp","down",-0.340948795900594,3.25082971227024e-05,0.000677836344179179,-1.19057292973175,-90.0044622936189,2241,-0.858342481044829,100,29,"NFATC1","Calcineurin inhibitor","230748","calcineurin inhibitor","NFATC1","","","Preclinical"
"33","moexipril","HA1E","trt_cp","down",-0.338931767458854,3.43795913345848e-05,0.000690536931543785,-1.18352958630274,-78.1347612672914,2241,0,100,29,"ACE; ACE2","ACE inhibitor","91270","angiotensin converting enzyme inhibitor","ACE, ACE2","cardiology","hypertension","Launched"
"34","linoleic-acid","HA1E","trt_cp","down",-0.338359933929482,3.52499607354604e-05,0.000694064779588183,-1.18153277760722,-93.8866577420794,2241,0,100,29,"FABP4; FFAR1; FFAR4; HNF4A; KCNB1; PPARG; TRPM8","Oxidative stress inducer","5280450","oxidative stress inducer","FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8","","","Phase 3"
"35","pravastatin","HA1E","trt_cp","down",-0.337859499901151,3.52499607354604e-05,0.000694064779588183,-1.17978529172543,-91.4770191878626,2241,0,100,29,"ABCC2; APOB; CCL2; CETP; CRP; HMGCR; LCAT; SELP; SLCO1B1","HMGCR inhibitor","4889","HMGCR inhibitor","HMGCR, SLCO1B1","endocrinology, cardiology","hypercholesterolemia, myocardial infarction, hyperlipidemia","Launched"
"36","iocetamic-acid","HA1E","trt_cp","down",-0.335476615139733,3.9057826864291e-05,0.000719703885876246,-1.17146439977413,-85.8991521642124,2241,0,100,29,NA,"Radiopaque medium","27648","radiopaque medium","","radiology","contrast agent","Launched"
"37","PCA-4248","HA1E","trt_cp","down",-0.333980400903837,4.07115287259546e-05,0.000734854286775322,-1.16623970859541,-83.3110218652387,2241,-0.914730539966393,100,29,"PTAFR","Platelet activating factor receptor antagonist","4698","platelet activating factor receptor antagonist","PTAFR","","","Phase 1"
"38","nadolol","HA1E","trt_cp","down",-0.333485696382997,4.20388420622898e-05,0.000741626497433624,-1.16451222981323,-86.03302097278,2241,-0.990204259179787,100,29,"ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","39147","adrenergic receptor antagonist","ADRB1, ADRB2, ADRB3","cardiology","angina pectoris, hypertension","Launched"
"39","clebopride","HA1E","trt_cp","down",-0.333050649183959,4.20388420622898e-05,0.000741626497433624,-1.16299307085283,-75.2788933511825,2241,-1.02822985291988,100,29,"ACHE","Dopamine receptor antagonist","2780","dopamine receptor antagonist","ACHE, DRD2","gastroenterology","nausea","Launched"
"40","equilin","HA1E","trt_cp","down",-0.331453278232367,4.57814304860547e-05,0.000776931838780329,-1.15741514643552,-94.020526550647,2241,0.037053827277595,100,29,"HSD17B1","Estrogen receptor agonist","223368","estrogen receptor agonist","HSD17B1","","","Preclinical"
"41","MD-920","HA1E","trt_cp","down",-0.328901509941168,5.02638329005639e-05,0.000820868765024277,-1.14850452323645,-85.4529228023204,2241,0,100,29,NA,NA,"6466","NFkB pathway inhibitor","AADACL2","","","Phase 1"
"42","bendroflumethiazide","HA1E","trt_cp","down",-0.328190877859657,5.31360519234533e-05,0.00085322166393928,-1.14602303824686,-88.6657742079429,2241,-0.840487419467125,100,29,"CA1; CA4; KCNMA1; SLC12A1; SLC12A3","Sodium/potassium/chloride transporter inhibitor","2315","sodium/potassium/chloride transporter inhibitor","SLC12A1, SLC12A3","cardiology","hypertension","Launched"
"43","tomelukast","HA1E","trt_cp","down",-0.328165989247859,5.31360519234533e-05,0.00085322166393928,-1.14593612869381,-89.3351182507809,2241,0.0250886501189012,100,29,"CYSLTR1","Leukotriene receptor antagonist","3969","leukotriene receptor antagonist","CYSLTR1","","","Phase 3"
"44","GW-4064","HA1E","trt_cp","down",-0.32591461710013,5.94027116097573e-05,0.000916077521724164,-1.13807447097257,-88.7550200803213,2241,0,100,29,"NR1H4","FXR agonist","9893571","FXR agonist","NR1H4","","","Preclinical"
"45","BRL-50481","HA1E","trt_cp","down",-0.325892180251365,5.94027116097573e-05,0.000916077521724164,-1.1379961228303,-82.0169567157519,2241,-0.0195534649207653,100,29,"PDE7A; PDE7B","Phosphodiesterase inhibitor","2921148","phosphodiesterase inhibitor","PDE7A, PDE7B","","","Preclinical"
"46","metergoline","HA1E","trt_cp","down",-0.325006038133763,6.28841892132596e-05,0.000946269089549626,-1.13490176722677,-80.0089245872378,2241,0.988575959141308,100,29,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR5A; HTR6; HTR7; SCN2A","Dopamine receptor agonist; Serotonin receptor antagonist","28693","dopamine receptor agonist, serotonin receptor antagonist","HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7","neurology/psychiatry, endocrinology","seasonal affective disorder, anxiety, hyperprolactinemia","Launched"
"47","BML-190","HA1E","trt_cp","down",-0.3232415524581,7.19577902173874e-05,0.00104023032627564,-1.12874028812609,-86.479250334672,2241,0,100,29,"CNR2","Cannabinoid receptor inverse agonist","2415","cannabinoid receptor inverse agonist","CNR2","","","Preclinical"
"48","AM-251","HA1E","trt_cp","down",-0.322838362207692,7.19577902173874e-05,0.00104023032627564,-1.12733237173677,-78.0008924587238,2241,-0.0251226953564833,100,29,"CNR1; GPR18; GPR55","Cannabinoid receptor antagonist","2125","cannabinoid receptor antagonist","CNR1, GPR18, GPR55","","","Preclinical"
"49","azacyclonol","HA1E","trt_cp","down",-0.322552957330625,7.19577902173874e-05,0.00104023032627564,-1.12633575487014,-85.140562248996,2241,0,100,29,"HRH1","Histamine receptor antagonist","15723","histamine receptor antagonist","HRH1","","","Preclinical"
"50","CO-102862","HA1E","trt_cp","down",-0.320930890895425,8.28591669633538e-05,0.00115076333543907,-1.12067159529195,-84.4265952699688,2241,-0.0231964888887409,100,29,"SCN2A; SCN4A; SCN9A","Sodium channel blocker","10221150","sodium channel blocker","SCN4A, SCN9A","","","Phase 1"
"51","meclizine","HA1E","trt_cp","down",-0.320915116565009,8.28591669633538e-05,0.00115076333543907,-1.12061651226774,-84.8728246318608,2241,0,100,29,"NR1I3",NA,"92303","constitutive androstane receptor (CAR) agonist","NR1I3","gastroenterology, neurology/psychiatry","nausea, vomiting, motion sickness","Launched"
"52","XE-991","HA1E","trt_cp","down",-0.320572469177399,8.28591669633538e-05,0.00115076333543907,-1.11942000795672,-73.0031236055332,2241,0,100,29,"KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5","Potassium channel blocker","656732","potassium channel blocker","KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5","","","Preclinical"
"53","diphenidol","HA1E","trt_cp","down",-0.315764438841915,0.000121808197652535,0.00156582308568389,-1.10263065180828,-76.3052208835341,2241,0,100,29,"CHRM1; CHRM4","Acetylcholine receptor agonist","3055","acetylcholine receptor agonist","CHRM1, CHRM2, CHRM3, CHRM4","neurology/psychiatry","vertigo","Launched"
"54","piperine","HA1E","trt_cp","down",-0.315642951171123,0.000121808197652535,0.00156582308568389,-1.10220642408295,-83.5787594823739,2241,0,100,29,"MAOA; MAOB; NR1I2; TRPV1","Monoamine oxidase inhibitor","638024","monoamine oxidase inhibitor","MAOA, MAOB, TRPV1","","","Phase 1"
"55","doxylamine","HA1E","trt_cp","down",-0.314977567136437,0.000131708649587495,0.00166194472829295,-1.09988294258338,-85.8991521642124,2241,0,100,29,"CHRM1; HRH1; NR1I3","Histamine receptor antagonist","3162","histamine receptor antagonist","HRH1","neurology/psychiatry","sedative","Launched"
"56","PD-98059","HA1E","trt_cp","down",-0.3141703717661,0.000142914655623768,0.00177172536116695,-1.09706426432881,-79.9643016510486,2241,0,100,29,"AKT1; CHEK1; GSK3B; LCK; MAP2K1; MAP2K2; MAPK11; MAPK12; MAPK14; MAPK3; MAPK8; PRKCA; RAF1; ROCK1; RPS6KB1; SGK1","MAP kinase inhibitor; MEK inhibitor","4713","MEK inhibitor","AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1","","","Preclinical"
"57","GR-135531","HA1E","trt_cp","down",-0.31193735305574,0.000167807220488809,0.00201351139028295,-1.08926669571996,-90.5845604640785,2241,-0.0176596521640082,100,29,NA,"Melatonin receptor agonist","4284525","melatonin receptor agonist","","","","Preclinical"
"58","esculin","HA1E","trt_cp","down",-0.311398269906811,0.000182864611123956,0.00215369709605652,-1.0873842494063,-83.1771530566711,2241,0,100,29,"AR","Antioxidant","15558439","antioxidant","","","","Phase 1"
"59","diethyltoluamide","HA1E","trt_cp","down",-0.310947163690055,0.000182864611123956,0.00215369709605652,-1.08580901331056,-78.0901383311022,2241,0,100,29,NA,"DEET activator of fly antenna ionotropic receptor IR40a","4284","ionotropic receptor IR40a activator","","dermatology","sunscreen lotion","Launched"
"60","E-4031","HA1E","trt_cp","down",-0.308430430009434,0.000240221954641656,0.00270314401261311,-1.07702072888921,-84.694332887104,2241,0,100,29,"KCNH1; KCNH2","Potassium channel blocker","3185","potassium channel blocker","KCNH1, KCNH2","","","Phase 1"
"61","chlortetracycline","HA1E","trt_cp","down",-0.308384980101272,0.000240221954641656,0.00270314401261311,-1.07686202051139,-80.3212851405622,2241,-1.07830580234906,100,29,NA,"Protein synthesis inhibitor","73707519","protein synthesis inhibitor","","ophthalmology","conjunctivitis","Launched"
"62","carteolol","HA1E","trt_cp","down",-0.30778346255648,0.000240221954641656,0.00270314401261311,-1.0747615569984,-70.504239178938,2241,0,100,29,"ADRB1; ADRB2","Adrenergic receptor antagonist","2583","adrenergic receptor antagonist","ADRB1, ADRB2, ADRB3","ophthalmology","intraocular pressure, glaucoma, ocular hypertension","Launched"
"63","isoliquiritigenin","HA1E","trt_cp","down",-0.307724309759531,0.000240221954641656,0.00270314401261311,-1.07455499894742,-81.0352521195895,2241,0,100,29,"AKR1B1; HRH2; SIRT1","Guanylate cyclase activator","638278","guanylate cyclase activator","GABBR1","","","Preclinical"
"64","pargyline","HA1E","trt_cp","down",-0.307290332702648,0.000262590448244158,0.00289877651681685,-1.07303957685981,-75.9928603302097,2241,0.0179078537505265,100,29,"MAOA; MAOB; TH","Monoamine oxidase inhibitor","9373","monoamine oxidase inhibitor","MAOA, MAOB","cardiology","hypertension","Launched"
"65","physostigmine","HA1E","trt_cp","down",-0.305975821302991,0.000288462178685184,0.00312433841236303,-1.06844938118506,-68.6746987951807,2241,0,100,29,"ACHE; BCHE; CHRNA4; CHRNB2","Acetylcholinesterase inhibitor; Cholinesterase inhibitor","16212981","acetylcholinesterase inhibitor, cholinesterase inhibitor","ACHE, BCHE","cardiology, neurology/psychiatry, ophthalmology, gastroenterology","hypotension, Alzheimer's disease, glaucoma, gastroparesis","Launched"
"66","bezafibrate","HA1E","trt_cp","down",-0.305601652072765,0.000288462178685184,0.00312433841236303,-1.06714280447324,-83.1771530566711,2241,0,100,29,"APOA1; APOA2; APOB; APOE; CETP; CRAT; HBE1; HBG1; HBG2; HSD11B1; LPL; NR1I2; PPARA; PPARD; PPARG; RXRA; RXRB; RXRG; SERPINE1; UCP3","PPAR receptor agonist","39042","PPAR receptor agonist","PPARA, PPARD, PPARG","cardiology","cholesterol","Launched"
"67","WAY-629","HA1E","trt_cp","down",-0.305167720359965,0.000316770943448662,0.003377616119983,-1.06562754072448,-79.3395805443998,2241,0,100,29,NA,"Serotonin receptor agonist","6604933","serotonin receptor agonist","HTR2C","","","Preclinical"
"68","cilostazol","HA1E","trt_cp","down",-0.304444329145984,0.000347690816414767,0.00364638958447216,-1.06310150160269,-87.9964301651049,2241,0,100,29,"CYP3A5; PDE3A; PDE3B","Phosphodiesterase inhibitor","2754","phosphodiesterase inhibitor","PDE3A, PDE3B","cardiology","claudication","Launched"
"69","methantheline","HA1E","trt_cp","down",-0.304273156547464,0.000347690816414767,0.00364638958447216,-1.06250377706294,-72.3337795626952,2241,0,100,29,"CHRM1; HRH2","Acetylcholine receptor antagonist","4097","acetylcholine receptor antagonist","CHRM1, HRH2","gastroenterology, neurology/psychiatry, urology","peptic ulcer disease (PUD), irritable bowel syndrome, pancreatitis, dyskinesia, neurogenic bladder","Launched"
"70","amodiaquine","HA1E","trt_cp","down",-0.303750881601948,0.000347690816414767,0.00364638958447216,-1.06068002399654,-70.7719767960732,2241,0,100,29,"CYP2C8; HNMT","Histamine receptor agonist","2165","histamine receptor agonist","HNMT","infectious disease","malaria","Launched"
"71","VER-155008","HA1E","trt_cp","down",-0.302622291246007,0.000381069482938344,0.00392391421866784,-1.05673905355554,-76.8853190539938,2241,-0.661020286357656,100,29,"HSPA1A","HSP inhibitor","25195348","HSP inhibitor","HSPA1A","","","Preclinical"
"72","WAY-213613","HA1E","trt_cp","down",-0.302150158924184,0.000416711109904199,0.00422279509741066,-1.05509039555066,-73.4493529674253,2241,0,100,29,"SLC1A2","Glutamate inhibitor","24868316","glutamate inhibitor","SLC1A2","","","Preclinical"
"73","citalopram","HA1E","trt_cp","down",-0.300674804080543,0.000457096250104825,0.00455965167567123,-1.04993854412984,-80.9906291834003,2241,-0.986968037861026,100,29,"SLC6A2; SLC6A4","Serotonin reuptake inhibitor","2771","selective serotonin reuptake inhibitor (SSRI)","ADRA1A, CHRM1, HRH1, SLC6A2, SLC6A3, SLC6A4","neurology/psychiatry","depression","Launched"
"74","hyoscyamine","HA1E","trt_cp","down",-0.299884076195302,0.000502137866600136,0.00494032279971651,-1.04717736935442,-58.1436858545292,2241,0,100,29,"CHRM1; CHRM4","Acetylcholine receptor antagonist","154417","acetylcholine receptor antagonist","CHRM1, CHRM2, CHRM3, CHRM4","gastroenterology, urology, neurology/psychiatry, allergy","peptic ulcer disease (PUD), acute abdominal visceral spasm, ulcerative colitis, interstitial cystitis (IC), enterocolitis, irritable bowel syndrome, tremors, allergic rhinitis","Launched"
"75","bergenin","HA1E","trt_cp","down",-0.297305037260116,0.000660088153624029,0.00623279457323729,-1.03817151868747,-76.5283355644801,2241,0,100,29,"PTPN1","Interleukin inhibitor","66065","interleukin inhibitor","IL1B, TNF","","","Preclinical"
"76","azaperone","HA1E","trt_cp","down",-0.29587256930168,0.000722254288081566,0.00670272981887651,-1.03316942572064,-67.3806336456939,2241,0,100,29,"DRD3","Dopamine receptor antagonist","15443","dopamine receptor antagonist","DRD2, DRD3","neurology/psychiatry","sedative","Launched"
"77","indirubin","HA1E","trt_cp","down",-0.295077356564613,0.000789512083534225,0.00721328375962204,-1.03039259010921,-83.3556448014279,2241,0,100,29,"AHR; CCNE1; CDK1; CDK2; CDK4; CDK5; CDK5R1; CDK9; CYP1A1; GSK3A; GSK3B; LCK; LRRK1; LRRK2","CDK inhibitor; Glycogen synthase kinase inhibitor; Leucine rich repeat kinase inhibitor; Serum/glucocorticoid regulated kinase inhibitor; SRC inhibitor","10177","CDK inhibitor, glycogen synthase kinase inhibitor","CDK1, CDK5, GSK3A","","","Phase 2/Phase 3"
"78","ZM-241385","HA1E","trt_cp","down",-0.294803207368178,0.000789512083534225,0.00721328375962204,-1.02943527741034,-70.3257474341812,2241,-0.0308830583223099,100,29,"ADORA1; ADORA2A; ADORA2B; ADORA3","Adenosine receptor antagonist","176407","adenosine receptor antagonist","ADORA1, ADORA2A, ADORA2B, ADORA3","","","Preclinical"
"79","NSC-23766","HA1E","trt_cp","down",-0.292095148805274,0.00103167061009283,0.00901701303868887,-1.01997889787216,-72.2445336903168,2241,0,100,29,NA,"Ras GTPase inhibitor","409805","Ras GTPase inhibitor","","","","Preclinical"
"80","thiotepa","HA1E","trt_cp","down",-0.291811832441301,0.00103167061009283,0.00901701303868887,-1.01898957396912,-76.1267291387773,2241,0,100,29,"CYP2B6","Cytochrome P450 inhibitor","5453","cytochrome P450 inhibitor","CYP2B6, CYP3A4","oncology","breast cancer, ovarian cancer, bladder cancer","Launched"
"81","ZD-2079","HA1E","trt_cp","down",-0.290930169459435,0.00112815105817989,0.00972342648719333,-1.01591085924134,-72.3337795626952,2241,0,100,29,"ADRB3","Adrenergic receptor agonist","158794","adrenergic receptor agonist","ADRB3","","","Phase 2"
"82","SB-205384","HA1E","trt_cp","down",-0.290104681410284,0.00122939677873674,0.0104723185104032,-1.01302830403964,-55.1539491298527,2241,-0.0244727475185715,100,29,"GABRA3; GABRA5; GABRA6","GABA receptor modulator","197690","GABA receptor modulator","GABRA3, GABRA5, GABRA6","","","Preclinical"
"83","SCH-28080","HA1E","trt_cp","down",-0.289671900708333,0.00122939677873674,0.0104723185104032,-1.01151705955235,-78.8933511825078,2241,-0.0187899746947725,100,29,"ATP4A","ATPase inhibitor","108137","ATPase inhibitor","ATP4A","","","Phase 1"
"84","AMN-082","HA1E","trt_cp","down",-0.287197937970821,0.00159862923782317,0.0131026583294813,-1.00287812872209,-53.2797858099063,2241,0,100,29,"GRM7","Glutamate receptor modulator; Glutamate receptor positive allosteric modulator","1894361","glutamate receptor modulator","GRM7","","","Preclinical"
"85","phensuximide","HA1E","trt_cp","down",-0.286929252575685,0.00159862923782317,0.0131026583294813,-1.00193989529259,-72.1552878179384,2241,0,100,29,NA,"Succinimide antiepileptic","6839","succinimide antiepileptic","","neurology/psychiatry","seizures","Launched"
