"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase","concept_codes","concept_ids","latest_xml_id","latest_zip_id","X.x","rowid","concept_name","concept_code","pred0","pred1","X.y"
"11","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100204,"dehydration",10012174,0,5.19694423675537,NA
"12","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100205,"diarrhea",10012727,0,5.36844158172607,NA
"13","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100210,"esophagitis",10015461,0,5.23974800109863,NA
"14","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100214,"fever",10016558,0,4.92913818359375,NA
"15","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100216,"gastric erosions",10017783,0,5.27392959594727,NA
"16","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100218,"hematochezia",10060544,0,5.19419288635254,NA
"17","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100219,"hot flashes",10020407,0,5.13256978988647,NA
"18","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100220,"hypersensitivity",10020751,0.529349625110626,2.54338240623474,NA
"19","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100222,"infection",10021789,0.212611496448517,2.71463704109192,NA
"20","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100224,"itching",10023084,0,4.65375852584839,NA
"21","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100226,"keratitis",10023332,0,5.24535655975342,NA
"22","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100228,"leukopenia",10024384,0.734165132045746,3.14320778846741,NA
"23","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100229,"malaise",10025482,0,5.262122631073,NA
"24","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100230,"mucositis",10028127,0,5.2708945274353,NA
"25","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100233,"nausea",10028813,0,5.3503258228302,NA
"26","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100235,"necrotizing colitis",10055644,0,4.80443811416626,NA
"27","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100236,"neuropathy",10029328,0.883635580539703,2.44837832450867,NA
"28","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100241,"phlebitis",10034879,1.37106144428253,2.71951493620872,NA
"29","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100242,"phlebosclerosis",10052760,0,4.94043827056885,NA
"30","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100243,"photosensitivity",10034966,0,5.1531777381897,NA
"31","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100246,"rash",10037844,0,5.29004764556885,NA
"32","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100249,"seizure",10039906,0.253132879734039,3.02852654457092,NA
"33","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100250,"seizures",10039910,0,5.07423877716064,NA
"34","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100252,"sepsis",10040047,0,5.21759796142578,NA
"35","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100257,"stomatitis",10042128,0,5.27002763748169,NA
"36","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100258,"systemic infection",10077116,0,4.92470216751099,NA
"37","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100259,"thrombocytopenia",10043554,0.405555963516235,3.27566504478455,NA
"38","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100261,"thrombophlebitis",10043570,0,4.36286592483521,NA
"39","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100265,"tumor lysis syndrome",10045152,0,4.85070180892944,NA
"40","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100266,"typhlitis",10045271,0,5.35495471954346,NA
"41","doxorubicin","HA1E","trt_cp","down",-0.570333273697319,1.87129421188247e-05,7.66921192607174e-05,-1.44884630020164,-98.9290495314592,2241,-1.23154638067797,37,29,"CHD1; NOLC1; TOP2A","Topoisomerase
inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched","3639","1338512","d95f19dc-a686-42c7-88dc-997659b803df","20220118_6bcde92b-e584-4919-866a-68847ea201ba",NA,1100269,"urticaria",10046735,0,5.31220531463623,NA
