"","pert","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","Tau","TauRefSize","NCSct","N_upset","N_downset","t_gn_sym","MOAss","PCIDss","MOA","Target","Disease.Area","Indication","Phase"
"11","wortmannin","NKDBA","trt_cp","down",-0.563852369572452,1.89740529390873e-05,0.000124761495428982,-1.36186833949736,NA,229,-1.34954719239677,100,31,"ATM; ATR; MTOR; MYLK; PI4KA; PI4KB; PIK3C2B; PIK3C3; PIK3CA; PIK3CD; PIK3CG; PIK3R1; PIK3R4; PLK1; PLK2; PLK3; PRKDC","PI3K inhibitor","312145","PI3K inhibitor","PI4KA, PI4KB, PIK3CA, PIK3CD, PIK3CG, PIK3R1, PLK1, PRKDC","","","Preclinical"
"12","chlorambucil","HA1E","trt_cp","down",-0.56316463239117,1.90175714091311e-05,0.000124761495428982,-1.60003476675829,-98.88442659527,2241,-0.926056371294621,100,31,NA,"DNA inhibitor","2708","DNA inhibitor","","hematologic malignancy","chronic lymphocytic leukemia (CLL), Hodgkin's lymphoma","Launched"
"13","PCI-24781","HA1E","trt_cp","down",-0.563037634317343,1.90175714091311e-05,0.000124761495428982,-1.59967394627748,-98.5274431057563,2241,-1.36317563163415,100,31,NA,NA,"11749858","HDAC inhibitor","HDAC1, HDAC2, HDAC3, HDAC6","","","Phase 3"
"14","camptothecin","HA1E","trt_cp","down",-0.558953057678339,1.91916452893062e-05,0.000124761495428982,-1.58806905446788,-98.3489513609995,2241,-1.37189030925578,100,31,"HIF1A; TOP1","Topoisomerase inhibitor","2538","topoisomerase inhibitor","TOP1","","","Phase 3"
"15","lasalocid","HA1E","trt_cp","down",-0.558044093707442,1.923516375935e-05,0.000124761495428982,-1.58548655217367,-97.9919678714859,2241,-1.60046181668044,100,31,NA,"Bacterial permeability inducer","5360807","bacterial permeability inducer","","infectious disease","coccidiosis","Launched"
"16","TW-37","HA1E","trt_cp","down",-0.555334767501749,1.93657191694813e-05,0.000124761495428982,-1.57778895208612,-98.4828201695671,2241,-1.39880954481446,100,31,"BCL2; BCL2L1; MCL1","BCL inhibitor","11455910","BCL inhibitor","BCL2, BCL2L1, MCL1","","","Preclinical"
"17","geldanamycin","NKDBA","trt_cp","down",-0.551177303003777,1.95397930496564e-05,0.000124761495428982,-1.33125434762217,NA,229,-1.05292968987309,100,31,"HSP90AA1; HSP90AB1; HSP90B1","HSP inhibitor","3460","HSP inhibitor","HSP90AA1","","","Preclinical"
"18","NNC-55-0396","HA1E","trt_cp","down",-0.549740928782141,1.95833115197002e-05,0.000124761495428982,-1.56189602146474,-95.0022311468095,2241,-1.55872916545298,100,31,"CATSPER1; CATSPER2; CATSPER3; CATSPER4","T-type calcium channel blocker","9957280","T-type calcium channel blocker","CATSPER1, CATSPER2, CATSPER3, CATSPER4","","","Preclinical"
"19","Ro-08-2750","HA1E","trt_cp","down",-0.54760598896178,1.96703484597878e-05,0.000124761495428982,-1.55583033881878,-95.9393128067827,2241,-0.999779785007065,100,31,"NGF; NGFR",NA,"17756791","NGF binding inhibitor","NGF, NGFR","","","Preclinical"
"20","RS-17053","HA1E","trt_cp","down",-0.545878746601265,1.97573853998753e-05,0.000124761495428982,-1.5509229855006,-96.6532797858099,2241,-1.47436480858834,100,31,"ADRA1A; ADRA1D","Adrenergic receptor antagonist","3894573","adrenergic receptor antagonist","ADRA1A, ADRA1D","","","Preclinical"
"21","methylene-blue","HA1E","trt_cp","down",-0.545071270612658,1.98009038699191e-05,0.000124761495428982,-1.54862882571005,-96.9656403391343,2241,-1.3727844991117,100,31,"ACHE; MAPT","Guanylyl cyclase inhibitor; Monoamine oxidase inhibitor; Nitric oxide production inhibitor; Tau aggregation inhibitor","4139","guanylyl cyclase inhibitor, nitric oxide production inhibitor","ACHE","hematology","methemoglobinemia","Launched"
"22","SKI-II","NKDBA","trt_cp","down",-0.543464713846192,1.98879408100067e-05,0.000124761495428982,-1.31262618969276,NA,229,-1.31593727092455,100,31,"SPHK1",NA,"753704","sphingosine kinase inhibitor","SPHK1","","","Preclinical"
"23","penfluridol","HA1E","trt_cp","down",-0.533927522032444,2.02796070404007e-05,0.000124761495428982,-1.5169677729116,-94.8237394020527,2241,-1.40501251008835,100,31,"CACNA1G; DRD1","T-type calcium channel blocker","33630","T-type calcium channel blocker","CACNA1G","neurology/psychiatry","schizophrenia","Launched"
"24","MG-132","NKDBA","trt_cp","down",-0.533740526551862,2.02796070404007e-05,0.000124761495428982,-1.28913943408414,NA,229,-1.30338204469184,100,31,"PSMB1","Proteasome inhibitor","462382","proteasome inhibitor","PSMB1","","","Preclinical"
"25","CGP-71683","HA1E","trt_cp","down",-0.532421277722833,2.03666439804882e-05,0.000124761495428982,-1.51268830803758,-91.6555109326194,2241,-1.4622691331659,100,31,"NPY5R","Neuropeptide receptor antagonist","56668433","neuropeptide receptor antagonist","NPY5R","","","Preclinical"
"26","vorinostat","NKDBA","trt_cp","down",-0.531516565777251,2.03666439804882e-05,0.000124761495428982,-1.28376791854094,NA,229,-1.07130097458377,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5311","HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched"
"27","Y-134","HA1E","trt_cp","down",-0.52745497126139,2.05842363307071e-05,0.000124761495428982,-1.49857829021394,-92.904953145917,2241,-0.994277019535861,100,31,"ESR1; ESR2","Estrogen receptor antagonist","11784736","estrogen receptor antagonist","ESR1, ESR2","","","Preclinical"
"28","AM-404","HA1E","trt_cp","down",-0.5265333397314,2.05842363307071e-05,0.000124761495428982,-1.49595979749385,-98.9290495314592,2241,-0.93549480959343,100,31,"CNR1; CNR2; FAAH; TRPV1","Cyclooxygenase inhibitor; FAAH inhibitor; TRPV antagonist","6604822","cyclooxygenase inhibitor, FAAH inhibitor, TRPV antagonist","CNR1, CNR2, FAAH, TRPV1","","","Preclinical"
"29","ixazomib","NKDBA","trt_cp","down",-0.524699426402266,2.06712732707947e-05,0.000124761495428982,-1.26730253366055,NA,229,-1.34440273544,100,31,"PSMB5",NA,"25183872","proteasome inhibitor","","hematologic malignancy","multiple myeloma","Launched"
"30","irinotecan","HA1E","trt_cp","down",-0.524375875343056,2.07147917408385e-05,0.000124761495428982,-1.48983011918871,-98.2150825524319,2241,-1.28946873266612,100,31,"ABCB1; ABCC2; ABCG2; CES2; CES5A; CYP3A5; TOP1; TOP1MT","Topoisomerase inhibitor","60838","topoisomerase inhibitor","TOP1, TOP1MT","oncology","colorectal cancer","Launched"
"31","tigecycline","HA1E","trt_cp","down",-0.518824695915572,2.09323840910573e-05,0.000124761495428982,-1.47405838998268,-97.7688531905399,2241,-1.51769040782156,100,31,NA,NA,"73707446","bacterial 30S ribosomal subunit inhibitor","","infectious disease","skin infections, pneumonia, intra-abdominal infections","Launched"
"32","panobinostat","NKDBA","trt_cp","down",-0.517405129257326,2.10194210311449e-05,0.000124761495428982,-1.2496846732477,NA,229,-1.19970828206436,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","6918837","HDAC inhibitor","HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9","hematologic malignancy","multiple myeloma","Launched"
"33","triflupromazine","HA1E","trt_cp","down",-0.514940217137951,2.11064579712325e-05,0.000124761495428982,-1.46302200605967,-93.2619366354306,2241,-1.03590756957387,100,31,"CHRM1; CHRNA7; DRD1; HTR2B","Dopamine receptor antagonist","5568","dopamine receptor antagonist","CHRM1, CHRM2, DRD1, DRD2, HTR2B","neurology/psychiatry, gastroenterology","psychosis, nausea, vomiting","Launched"
"34","vorinostat","HA1E","trt_cp","down",-0.512869214705013,2.119349491132e-05,0.000124761495428982,-1.45713797907333,-96.8317715305667,2241,-1.07130097458377,100,31,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5311","HDAC inhibitor","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9","hematologic malignancy","cutaneous T-cell lymphoma (CTCL)","Launched"
"35","terfenadine","HA1E","trt_cp","down",-0.512039152212502,2.12370133813638e-05,0.000124761495428982,-1.4547796476544,-91.9232485497546,2241,-1.3625364199076,100,31,"CHRM1; CHRM4; CHRM5; HRH1; KCNH1; KCNH2","Histamine receptor antagonist","5405","histamine receptor antagonist","HRH1, KCNH1, KCNH2","","","Withdrawn"
"36","NSC-3852","HA1E","trt_cp","down",-0.509423731410946,2.13675687914951e-05,0.000124761495428982,-1.44734884683435,-92.8603302097278,2241,-1.23730762969453,100,31,"HDAC1","HDAC inhibitor","19103","HDAC inhibitor","HDAC1","","","Preclinical"
"37","ER-27319","HA1E","trt_cp","down",-0.509306158189943,2.13675687914951e-05,0.000124761495428982,-1.44701480376697,-95.8054439982151,2241,-1.10836363686974,100,31,NA,"Mediator release inhibitor; SYK inhibitor","9799509","mediator release inhibitor, SYK inhibitor","SYK","","","Preclinical"
"38","BAY-11-7082","HA1E","trt_cp","down",-0.509085380099724,2.13675687914951e-05,0.000124761495428982,-1.44638754026395,-93.351182507809,2241,0,100,31,NA,NA,"5353431","NFkB pathway inhibitor","RELA","","","Preclinical"
"39","pevonedistat","HA1E","trt_cp","down",-0.506890432414863,2.14546057315827e-05,0.000124761495428982,-1.44015136631944,-97.3672467648371,2241,-1.02841640596011,100,31,"NAE1; NEDD8; UBA3",NA,"16720766","nedd activating enzyme inhibitor","NAE1, UBA3","","","Phase 3"
"40","trichostatin-a","HA1E","trt_cp","down",-0.505337172185372,2.15416426716702e-05,0.000124761495428982,-1.43573832220042,-95.7161981258367,2241,-1.21905741716401,100,31,"HDAC1; HDAC10; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","CDK activator; HDAC inhibitor; ID1 inhibitor","444732","HDAC inhibitor","HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","","","Phase 1"
"41","perhexiline","HA1E","trt_cp","down",-0.501550126789738,2.16721980818016e-05,0.000124761495428982,-1.4249787610565,-92.6372155287818,2241,-1.50078596356895,100,31,"CPT1A; CPT2; KCNH2","Carnitine palmitoyltransferase inhibitor","5284439","carnitine palmitoyltransferase inhibitor","CPT1A","cardiology","angina pectoris","Launched"
"42","PD-198306","HA1E","trt_cp","down",-0.499654189129773,2.17592350218891e-05,0.000124761495428982,-1.41959211921668,-92.5479696564034,2241,-1.4267626280764,100,31,"MAP2K1; MAP2K2; MAPK3","MAP kinase inhibitor; MEK inhibitor","9956637","MAP kinase inhibitor, MEK inhibitor","MAP2K1, MAP2K2","","","Preclinical"
"43","menadione","HA1E","trt_cp","down",-0.499415064086469,2.18027534919329e-05,0.000124761495428982,-1.41891272928186,-89.7367246764837,2241,-1.14569258872656,100,31,"AOX1; BGLAP; CDC25A; F10; F2; F7; F9; GGCX; NQO1; NQO2; PKM; PROC; PROS1; PROZ; RP11-196G11.1; VKORC1; VKORC1L1","Mitochondrial DNA polymerase inhibitor; Phosphatase inhibitor","4055","mitochondrial DNA polymerase inhibitor, phosphatase inhibitor","AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1","gastroenterology, neurology/psychiatry, dermatology, rheumatology","ulcerative colitis, diarrhea, headache, varicose veins, rheumatoid arthritis","Launched"
"44","dactinomycin","HA1E","trt_cp","down",-0.494981570668902,2.1976827372108e-05,0.000124761495428982,-1.40631651283236,-93.1726907630522,2241,-1.07428078814296,100,31,"POLR2A; TOP2A; TOP2B","RNA polymerase inhibitor","457193","RNA polymerase inhibitor","POLR2A","oncology","testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)","Launched"
"45","CMPD-1","HA1E","trt_cp","down",-0.493549447739179,2.20203458421518e-05,0.000124761495428982,-1.40224763786041,-92.458723784025,2241,-0.0280449527572081,100,31,"GNRHR; MAPK14","p38 MAPK inhibitor","11382492","p38 MAPK inhibitor","GNRHR, MAPK14","","","Preclinical"
"46","trichostatin-a","NKDBA","trt_cp","down",-0.492434832280008,2.21073827822394e-05,0.000124761495428982,-1.18937410488556,NA,229,-1.21905741716401,100,31,"HDAC1; HDAC10; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","CDK activator; HDAC inhibitor; ID1 inhibitor","444732","HDAC inhibitor","HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","","","Phase 1"
"47","niclosamide","NKDBA","trt_cp","down",-0.485996303874929,2.2368493602502e-05,0.000124761495428982,-1.17382317620102,NA,229,-1.47627195335995,100,31,"STAT3","DNA replication inhibitor; STAT inhibitor","4477","DNA replication inhibitor, STAT inhibitor","STAT3","infectious disease","tapeworm","Launched"
"48","RS-504393","HA1E","trt_cp","down",-0.484381946211119,2.24555305425896e-05,0.000124761495428982,-1.37620139787029,-86.702365015618,2241,-1.06961691372949,100,31,"CCL2; CCR2","CC chemokine receptor antagonist","9953769","CC chemokine receptor antagonist","CCL2, CCR2","","","Preclinical"
"49","NTNCB","HA1E","trt_cp","down",-0.482926986334019,2.24990490126334e-05,0.000124761495428982,-1.37206763972267,-88.1749219098617,2241,-1.18663676279756,100,31,"NPY5R","Neuropeptide receptor antagonist","9982218","neuropeptide receptor antagonist","NPY5R","","","Preclinical"
"50","pyrrolidine-dithiocarbamate","HA1E","trt_cp","down",-0.482732746805529,2.24990490126334e-05,0.000124761495428982,-1.37151577623411,-98.2597054886212,2241,0,100,31,"HSD11B1; RELA","NFkB pathway inhibitor","517348","NFkB pathway inhibitor","HSD11B1, RELA","","","Preclinical"
"51","vanoxerine","HA1E","trt_cp","down",-0.481032538838502,2.25860859527209e-05,0.000124761495428982,-1.36668523166243,-93.4404283801874,2241,-1.09553083476111,100,31,"MAOA; MAOB; SLC6A3","Dopamine uptake inhibitor","10238982","dopamine reuptake inhibitor","SLC6A3","","","Phase 3"
"52","mitoxantrone","HA1E","trt_cp","down",-0.479065911753597,2.26731228928085e-05,0.000124761495428982,-1.36109775061672,-92.681838464971,2241,-1.14597370619101,100,31,"ABCB1; ABCC1; ABCG2; PIM1; TOP2A; TOP2B","Topoisomerase inhibitor","4212","topoisomerase inhibitor","TOP2A","neurology/psychiatry, oncology, hematologic malignancy","multiple sclerosis, prostate cancer, acute myeloid leukemia (AML)","Launched"
"53","fenretinide","HA1E","trt_cp","down",-0.476129930472823,2.28036783029398e-05,0.000124761495428982,-1.35275618963509,-82.1508255243195,2241,-0.961901474034268,100,31,"CYP2C8; CYP3A5; RARA; RARG; RBP4","Apoptosis stimulant; Retinoid receptor agonist","5353342","apoptosis stimulant, retinoid receptor agonist","RARA","","","Phase 3"
"54","tacedinaline","HA1E","trt_cp","down",-0.473156380212952,2.29342337130712e-05,0.000124761495428982,-1.34430788957709,-92.235609103079,2241,-1.35275374292746,100,31,"HDAC1","HDAC inhibitor","2746","HDAC inhibitor","HDAC1","","","Phase 3"
"55","ixazomib","HA1E","trt_cp","down",-0.47310288347576,2.29342337130712e-05,0.000124761495428982,-1.34415589736292,-94.1543953592146,2241,-1.34440273544,100,31,"PSMB5",NA,"25183872","proteasome inhibitor","","hematologic malignancy","multiple myeloma","Launched"
"56","doxorubicin","HA1E","trt_cp","down",-0.472910845572206,2.29342337130712e-05,0.000124761495428982,-1.34361028901938,-96.9210174029451,2241,-1.16922698146546,100,31,"CHD1; NOLC1; TOP2A","Topoisomerase inhibitor","31703","topoisomerase inhibitor","TOP2A","hematologic malignancy, oncology","acute lymphoblastic leukemia (ALL), acute myeloid leukemia (AML), Wilm's tumor, breast cancer, ovarian cancer, Hodgkin's lymphoma, bladder cancer, multiple myeloma","Launched"
"57","thiostrepton","NKDBA","trt_cp","down",-0.471419941855919,2.30212706531587e-05,0.000124761495428982,-1.13861699988612,NA,229,-1.15152234285743,100,31,"FOXM1","FOXM1 inhibitor; Protein synthesis inhibitor","16129995","FOXM1 inhibitor, protein synthesis inhibitor","FOXM1","obstetrics/gynecology","mastitis","Launched"
"58","PHA-665752","HA1E","trt_cp","down",-0.469412489791496,2.31083075932463e-05,0.000124761495428982,-1.33367093815521,-81.7045961624275,2241,-1.02760974888037,100,31,"BMP2K; CAMKK1; CAMKK2; DDR1; GRK7; HIPK1; HIPK3; MAP3K19; MAP4K5; MET; SRPK1; TAOK3","c-Met inhibitor","10461815","c-Met inhibitor","MET","","","Preclinical"
"59","olvanil","HA1E","trt_cp","down",-0.467629082711452,2.315182606329e-05,0.000124761495428982,-1.32860401248689,-85.0066934404284,2241,-0.818701949597265,100,31,"CNR1; GPR119; TRPV1","TRPV agonist","5808649","TRPV agonist","CNR1, GPR119, TRPV1","","","Preclinical"
"60","wortmannin","HA1E","trt_cp","down",-0.465427691604181,2.32823814734214e-05,0.000124761495428982,-1.32234953181769,-83.6680053547523,2241,-1.34954719239677,100,31,"ATM; ATR; MTOR; MYLK; PI4KA; PI4KB; PIK3C2B; PIK3C3; PIK3CA; PIK3CD; PIK3CG; PIK3R1; PIK3R4; PLK1; PLK2; PLK3; PRKDC","PI3K inhibitor","312145","PI3K inhibitor","PI4KA, PI4KB, PIK3CA, PIK3CD, PIK3CG, PIK3R1, PLK1, PRKDC","","","Preclinical"
"61","daunorubicin","HA1E","trt_cp","down",-0.46303576892115,2.33694184135089e-05,0.000124761495428982,-1.31555372250702,-87.9071842927265,2241,-1.07273545505775,100,31,"ABCB1; ABCG2; DCXR; TOP2A; TOP2B","RNA synthesis inhibitor; Topoisomerase inhibitor","2958","RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B","hematologic malignancy","acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)","Launched"
"62","D-64131","HA1E","trt_cp","down",-0.462993128256227,2.33694184135089e-05,0.000124761495428982,-1.31543257401432,-82.0615796519411,2241,0,100,31,NA,NA,"3921152","microtubule inhibitor","TUBB","","","Preclinical"
"63","fenretinide","NKDBA","trt_cp","down",-0.461117041731056,2.34564553535965e-05,0.000124761495428982,-1.11373248357967,NA,229,-0.961901474034268,100,31,"CYP2C8; CYP3A5; RARA; RARG; RBP4","Apoptosis stimulant; Retinoid receptor agonist","5353342","apoptosis stimulant, retinoid receptor agonist","RARA","","","Phase 3"
"64","lylamine","HA1E","trt_cp","down",-0.453804035010368,2.37610846439029e-05,0.000124761495428982,-1.28932498873161,-81.5707273538599,2241,-1.29132127132808,100,31,"CNR1","Cannabinoid receptor agonist","62034","cannabinoid receptor agonist","CNR1","","","Preclinical"
"65","BMY-45778","HA1E","trt_cp","down",-0.450820530245042,2.38916400540343e-05,0.000124761495428982,-1.28084840643801,-87.0147255689424,2241,-1.13710386279257,100,31,"PTGIR","IP1 prostacyclin receptor agonist","127861","IP1 prostacyclin receptor agonist","PTGIR","","","Preclinical"
"66","KF-38789","HA1E","trt_cp","down",-0.449402506862775,2.39786769941218e-05,0.000124761495428982,-1.27681959038457,-84.1588576528335,2241,-0.850339833650818,100,31,"SELP","P-selectin inhibitor","5310849","P selectin inhibitor","SELP","","","Preclinical"
"67","AMG-9810","HA1E","trt_cp","down",-0.448468928417088,2.40221954641656e-05,0.000124761495428982,-1.27416715469405,-90.8522980812137,2241,-0.82400857652816,100,31,"TRPV1","TRPV antagonist","680502","TRPV antagonist","TRPV1","","","Preclinical"
"68","CGS-15943","NKDBA","trt_cp","down",-0.445115150607231,2.41527508742969e-05,0.000124761495428982,-1.07508323766066,NA,229,-1.04278101462298,100,31,"ADORA1; ADORA2A; ADORA2B; ADORA3","Adenosine receptor antagonist","2690","adenosine receptor antagonist","ADORA1, ADORA2A, ADORA2B, ADORA3","","","Preclinical"
"69","ouabain","HA1E","trt_cp","down",-0.439987614803387,2.43703432245158e-05,0.000124761495428982,-1.25007047697463,-92.4141008478358,2241,-0.569395525429312,100,31,"ATP1A1; ATP1A2; ATP1A3; ATP1A4; ATP1B1; ATP1B2; ATP1B3; ATP1B4; FXYD2","ATPase inhibitor","439501","ATPase inhibitor","ATP1A1","cardiology","hypertension, cardiac arrythmia","Launched"
"70","SKI-II","HA1E","trt_cp","down",-0.439700992633279,2.43703432245158e-05,0.000124761495428982,-1.24925614061415,-84.2034805890227,2241,-1.31593727092455,100,31,"SPHK1",NA,"753704","sphingosine kinase inhibitor","SPHK1","","","Preclinical"
"71","FIT","HA1E","trt_cp","down",-0.439270563549461,2.44138616945596e-05,0.000124761495428982,-1.24803322735021,-82.9986613119143,2241,-0.98583323251536,100,31,"OPRD1","Opioid receptor agonist","84008","opioid receptor agonist","OPRD1","","","Preclinical"
"72","sulconazole","HA1E","trt_cp","down",-0.437281977434643,2.45008986346472e-05,0.000124761495428982,-1.24238335742338,-92.7710843373494,2241,-1.2481983410301,100,31,NA,"Sterol demethylase inhibitor","65495","sterol demethylase inhibitor","","infectious disease","tinea pedis, tinea cruris, tinea corporis","Launched"
"73","scriptaid","HA1E","trt_cp","down",-0.435024910804772,2.45879355747347e-05,0.000124761495428982,-1.23597069428551,-84.9620705042392,2241,-1.25162757656322,100,31,"HDAC1; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9","HDAC inhibitor","5186","HDAC inhibitor","HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","","","Preclinical"
"74","vincristine","HA1E","trt_cp","down",-0.430897326316316,2.47620094549098e-05,0.000124761495428982,-1.22424361075717,-73.8955823293173,2241,0,100,31,"TUBA4A; TUBB","Tubulin inhibitor","6324671","tubulin polymerization inhibitor","TUBA4A, TUBB","hematologic malignancy","acute lymphoblastic leukemia (ALL)","Launched"
"75","NSC-95397","HA1E","trt_cp","down",-0.427848626104453,2.48925648650412e-05,0.000124761495428982,-1.21558179847025,-65.2387327086122,2241,-0.574734092720346,100,31,NA,NA,"262093","CDC inhibitor","CDC25A, CDC25B","","","Preclinical"
"76","ABT-751","HA1E","trt_cp","down",-0.425583448826398,2.49796018051287e-05,0.000124761495428982,-1.20914609177047,-85.4975457385096,2241,0.875369233890167,100,31,"STMN4; TUBB","Tubulin inhibitor","3035714","tubulin polymerization inhibitor","TUBB","","","Phase 2"
"77","chloroxine","HA1E","trt_cp","down",-0.424011905034142,2.50666387452163e-05,0.000124761495428982,-1.20468110132102,-85.4082998661312,2241,-1.15491297294497,100,31,"OPRK1","Opioid receptor antagonist","2722","opioid receptor antagonist","OPRK1","gastroenterology, infectious disease, dermatology","diarrhea, inflammatory bowel disease, giardiasis, dandruff","Launched"
"78","forskolin","NKDBA","trt_cp","down",-0.422965744408901,2.51101572152601e-05,0.000124761495428982,-1.02158594534096,NA,229,0.386806254060577,100,31,"ADCY1; ADCY2; ADCY4; ADCY5; ADCY6; ADCY7; GNAL; GNAS","Adenylyl cyclase activator","3413","adenylyl cyclase activator","ADCY2, ADCY5, GNAS","","","Launched"
"79","D-64131","NKDBA","trt_cp","down",-0.422680518129723,2.51101572152601e-05,0.000124761495428982,-1.02089704047833,NA,229,0,100,31,NA,NA,"3921152","microtubule inhibitor","TUBB","","","Preclinical"
"80","alprenolol","HA1E","trt_cp","down",-0.421513465658967,2.51536756853038e-05,0.000124761495428982,-1.19758266219152,-87.2378402498884,2241,-0.026130941647277,100,31,"ADCY10; ADRB1; ADRB2; ADRB3","Adrenergic receptor antagonist","2119","adrenergic receptor antagonist","ADRB1, ADRB2","cardiology","angina pectoris","Launched"
"81","actinomycin-d","HA1E","trt_cp","down",-0.419429321395298,2.52842310954352e-05,0.000124761495428982,-1.1916612973028,-91.2092815707273,2241,-1.1916612973028,100,31,NA,NA,"2019","RNA polymerase inhibitor","","oncology","Wilm's tumor, Ewing's sarcoma, rhabdomyosarcoma, testicular carcinoma","Launched"
