"","Gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene.name","Gene.stable.ID.1","Gene.stable.ID.version","Gene.name.1"
"23","ENSSSCG00000001720",868.768630729722,-1.64616480709048,0.300616600146481,4.19510619526814e-09,1.05990756392181e-06,"SLC25A27","ENSG00000153291","ENSG00000153291.16","SLC25A27"
"24","ENSSSCG00000001837",313.084958461267,-1.21282323866026,0.428338177550415,0.000474761330756055,0.0104973774288174,"FANCI","ENSG00000140525","ENSG00000140525.20","FANCI"
"25","ENSSSCG00000001958",223.45544941462,-1.00235459199387,0.3344937857779,0.000375263739252001,0.00873765710885653,"BAZ1A","ENSG00000198604","ENSG00000198604.11","BAZ1A"
"26","ENSSSCG00000001992",435.555743471093,-1.53428726741696,0.295468636581014,2.04954505659272e-08,4.13157758269951e-06,"RABGGTA","ENSG00000100949","ENSG00000100949.15","RABGGTA"
"27","ENSSSCG00000002026",347.641032723155,-1.17224360547534,0.366163041715314,0.000155391006431194,0.00466640916143376,"EFS","ENSG00000100842","ENSG00000100842.13","EFS"
"28","ENSSSCG00000002142",539.012995191463,-1.67627705070791,0.397877976818288,2.25804155474396e-06,0.000176808386036542,"TEP1","ENSG00000129566","ENSG00000129566.13","TEP1"
"29","ENSSSCG00000002423",10.3703632069566,-2.63767716196423,1.61718915405681,0.00322691332394074,0.0387741157738447,"KCNK10","ENSG00000100433","ENSG00000100433.16","KCNK10"
"30","ENSSSCG00000002660",559.072476571837,-1.13974674432143,0.319280797770772,4.40682497288559e-05,0.00178811405591454,"MTHFSD","ENSG00000103248","ENSG00000103248.19","MTHFSD"
"31","ENSSSCG00000002708",324.475392491939,-1.10797108318171,0.325438644262434,8.32463182397208e-05,0.00298756531122058,"TMEM231","ENSG00000205084","ENSG00000205084.12","TMEM231"
"32","ENSSSCG00000002768",239.072845658123,-1.79069324607009,0.416447225131459,1.45127528366107e-06,0.000128505679206045,"CENPT","ENSG00000102901","ENSG00000102901.13","CENPT"
"33","ENSSSCG00000002779",43.8815013319271,-1.78284558551975,0.668397140395741,0.000497565198352698,0.0108132848740307,"LRRC36","ENSG00000159708","ENSG00000159708.18","LRRC36"
"34","ENSSSCG00000002786",704.208662093585,-1.37111737491042,0.416325103589982,9.48506745461824e-05,0.00328578689575066,"ELMO3","ENSG00000102890","ENSG00000102890.16","ELMO3"
"35","ENSSSCG00000002913",1779.87372860322,-1.34892098405279,0.384887780312468,4.76929525905159e-05,0.00189462003907271,"PRODH2","ENSG00000250799","ENSG00000250799.11","PRODH2"
"36","ENSSSCG00000002917",140.502251415425,-1.73170114798637,0.339898696126669,3.11578276815315e-08,5.90409676737341e-06,"NFKBID","ENSG00000167604","ENSG00000167604.15","NFKBID"
"37","ENSSSCG00000002923",234.862838289609,-1.15146352953358,0.38418955677644,0.000304903647816973,0.00754258384136268,"WDR62","ENSG00000075702","ENSG00000075702.19","WDR62"
"38","ENSSSCG00000002932",505.427114859933,-1.48507792469583,0.447706393586704,8.066992489869e-05,0.00293964309020246,"ZNF567","ENSG00000189042","ENSG00000189042.14","ZNF567"
"39","ENSSSCG00000002955",364.759266202715,-1.21999713245236,0.41436882401718,0.000335137127040298,0.00806562240757858,"CATSPERG","ENSG00000099338","ENSG00000099338.23","CATSPERG"
"40","ENSSSCG00000002998",819.193276163828,-1.21947106968586,0.314698968495388,1.23952464116987e-05,0.000669582746026092,"SNRPA","ENSG00000077312","ENSG00000077312.9","SNRPA"
"41","ENSSSCG00000003063",113.387152662256,-1.41258056987125,0.454061437318819,0.000166388644007661,0.00491105672165291,"PHLDB3","ENSG00000176531","ENSG00000176531.11","PHLDB3"
"42","ENSSSCG00000003108",92.1184072235925,-1.55312733813656,0.596347614969364,0.000666381234146656,0.0130852414568342,"NPAS1","ENSG00000130751","ENSG00000130751.10","NPAS1"
"43","ENSSSCG00000003146",208.513505415159,-1.35753615358782,0.481826083332165,0.000430346346449388,0.00970633494001684,"NTN5","ENSG00000142233","ENSG00000142233.14","NTN5"
"44","ENSSSCG00000003148",325.637231409951,-1.11657165955113,0.470335459062447,0.00178846014023068,0.0260688701517163,"DBP","ENSG00000105516","ENSG00000105516.11","DBP"
"45","ENSSSCG00000003473",63.0961583585046,-1.05309927716406,0.473875783041521,0.00281124450432489,0.0355480810372032,"CPLANE2","ENSG00000132881","ENSG00000132881.12","CPLANE2"
"46","ENSSSCG00000003541",94.5882887355346,-1.11837157521886,0.439875808461211,0.00117648999486628,0.0195727031718359,"STPG1","ENSG00000001460","ENSG00000001460.18","STPG1"
"47","ENSSSCG00000003573",188.20062369403,-1.34598343964648,0.374644792273826,3.28463370127158e-05,0.00142753495425218,"MAP3K6","ENSG00000142733","ENSG00000142733.18","MAP3K6"
"48","ENSSSCG00000003732",74.9027320227843,-1.64345787526316,0.777126349418146,0.00206711351838024,0.0288862345573651,"MEP1B","ENSG00000141434","ENSG00000141434.12","MEP1B"
"49","ENSSSCG00000003888",194.919845780564,-1.50302313768932,0.402603016706443,1.71899468222508e-05,0.000857190269302183,"STIL","ENSG00000123473","ENSG00000123473.17","STIL"
"50","ENSSSCG00000003918",130.146600383927,-1.50140026389868,0.348824610505798,1.59757295925378e-06,0.000138864266077522,"TOE1","ENSG00000132773","ENSG00000132773.12","TOE1"
"51","ENSSSCG00000003919",789.927039144009,-1.3623143815545,0.476466312757501,0.000380883275115126,0.00881407459549044,"MUTYH","ENSG00000132781","ENSG00000132781.20","MUTYH"
"52","ENSSSCG00000003949",620.618190910233,-1.08761767261271,0.394210639833547,0.000682561376291438,0.0132927600404383,"CDC20","ENSG00000117399","ENSG00000117399.14","CDC20"
"53","ENSSSCG00000003965",417.386993851201,-1.24235270551191,0.306028942453172,5.64879149759287e-06,0.000366571746876327,"","ENSG00000186409","ENSG00000186409.19","CCDC30"
"54","ENSSSCG00000004001",7.7583420533085,-7.8089935406043,3.01997752263978,5.73751854198615e-06,0.000371058835672681,"","ENSG00000121410","ENSG00000121410.12","A1BG"
"55","ENSSSCG00000004215",128.871616604072,-1.32464376144431,0.500213685243683,0.000710815100790201,0.0137441176988505,"KIAA0408","ENSG00000189367","ENSG00000189367.15","KIAA0408"
"56","ENSSSCG00000004300",93.4997565393573,-1.10360310099485,0.398731386529578,0.000646111112309803,0.0129582352926179,"SMIM8","ENSG00000111850","ENSG00000111850.11","SMIM8"
"57","ENSSSCG00000004330",17.9459914991678,-2.93972434284547,0.849511117909696,3.4503861198411e-05,0.00147587734954557,"GJA10","ENSG00000135355","ENSG00000135355.4","GJA10"
"58","ENSSSCG00000004391",27.3316760747684,-1.35215854707561,0.724713209711102,0.00405539088063403,0.0450945064685116,"CEP57L1","ENSG00000183137","ENSG00000183137.15","CEP57L1"
"59","ENSSSCG00000004469",148.006298408315,-1.22163861600001,0.43769279126724,0.000523694150261261,0.0112383697092872,"LCA5","ENSG00000135338","ENSG00000135338.14","LCA5"
"60","ENSSSCG00000004548",46.4389169192639,-2.90040783278046,0.670688149013817,1.09445084182962e-06,0.000101660534322693,"PIF1","ENSG00000140451","ENSG00000140451.13","PIF1"
"61","ENSSSCG00000004602",98.7333015518329,-1.00339267174056,0.475274030666469,0.00392073212786619,0.0441330445282098,"TEX9","ENSG00000151575","ENSG00000151575.15","TEX9"
"62","ENSSSCG00000004644",19.8983529137562,-2.1967746814779,0.848102262130927,0.000568045092046725,0.0118806693699706,"HDC","ENSG00000140287","ENSG00000140287.11","HDC"
"63","ENSSSCG00000004675",47.9271676506841,-1.46895319789347,0.60147564192756,0.00106815838549615,0.0183670900605867,"DUOX1","ENSG00000137857","ENSG00000137857.18","DUOX1"
"64","ENSSSCG00000004701",124.247726148403,-1.59424474917368,0.364600131497776,1.10957587243492e-06,0.000102562698569606,"CATSPER2","ENSG00000166762","ENSG00000166762.19","CATSPER2"
"65","ENSSSCG00000004708",383.089024127209,-1.12929026416121,0.380459930582742,0.00034634786519677,0.008265674682133,"TUBGCP4","ENSG00000137822","ENSG00000137822.13","TUBGCP4"
"66","ENSSSCG00000004736",37.5197937718107,-1.09364420626356,0.56286818987247,0.0046896041618474,0.0497210853439157,"SPTBN5","ENSG00000137877","ENSG00000137877.10","SPTBN5"
"67","ENSSSCG00000004761",234.991165358606,-1.39598619673316,0.376742142515895,2.06545608606497e-05,0.00099364110188902,"ZFYVE19","ENSG00000166140","ENSG00000166140.17","ZFYVE19"
"68","ENSSSCG00000004946",343.450195146795,-1.24350431951119,0.398283811481817,0.000187684221490283,0.00535216391995572,"ZWILCH","ENSG00000174442","ENSG00000174442.12","ZWILCH"
"69","ENSSSCG00000005067",732.173923906226,-1.80648401182886,0.355875214589559,3.57375711922702e-08,6.44944034783169e-06,"CCDC198","ENSG00000100557","ENSG00000100557.10","CCDC198"
"70","ENSSSCG00000005075",44.2564835066648,-2.33509369757708,0.593812761519746,6.22912299741515e-06,0.000393452172260066,"TOMM20L","ENSG00000196860","ENSG00000196860.8","TOMM20L"
"71","ENSSSCG00000005112",69.0486981749294,-1.32081925257683,0.629668226737958,0.0027122099167784,0.0347729813917803,"WDR89","ENSG00000140006","ENSG00000140006.12","WDR89"
"72","ENSSSCG00000005277",72.0361264934583,-1.37090062693317,0.554724870635027,0.00107977260500117,0.0185175296866902,"GCNT1","ENSG00000187210","ENSG00000187210.14","GCNT1"
"73","ENSSSCG00000005314",206.880844176513,-2.08353112958985,0.352081388959725,2.83569258213815e-10,1.22121678952127e-07,"ARHGEF39","ENSG00000137135","ENSG00000137135.18","ARHGEF39"
"74","ENSSSCG00000005324",32.4558063444281,-2.07668161431555,0.823212591354387,0.000694590520591136,0.0134854464904523,"FAM221B","ENSG00000204930","ENSG00000204930.10","FAM221B"
"75","ENSSSCG00000005393",51.1316950251594,-1.17786347456726,0.492174277746422,0.00159046423087315,0.0240332589400441,"PLPPR1","ENSG00000148123","ENSG00000148123.15","PLPPR1"
"76","ENSSSCG00000005484",625.481548316228,-1.19200227346291,0.482644881060994,0.0013103043361286,0.0211670561511516,"ZNF618","ENSG00000157657","ENSG00000157657.15","ZNF618"
"77","ENSSSCG00000005486",2769.16122482504,-1.27084357727045,0.343907796246912,2.25334565849354e-05,0.00104910680301705,"KIF12","ENSG00000136883","ENSG00000136883.16","KIF12"
"78","ENSSSCG00000005511",198.969417344084,-1.43566614542218,0.375392976359264,1.25722663216939e-05,0.000674877831529117,"TRAF1","ENSG00000056558","ENSG00000056558.11","TRAF1"
"79","ENSSSCG00000005896",287.079213626687,-1.22580732124045,0.390875188292456,0.000181217248548497,0.00522661437251975,"LRRC24","ENSG00000254402","ENSG00000254402.7","LRRC24"
"80","ENSSSCG00000006096",419.44463889204,-1.468470218472,0.27766096416526,1.27714943516357e-08,2.81403542405982e-06,"INTS8","ENSG00000164941","ENSG00000164941.14","INTS8"
"81","ENSSSCG00000006262",15.6769771669937,-3.04918427786266,1.07104004852003,0.000246273141657099,0.00653589602417418,"RGS20","ENSG00000147509","ENSG00000147509.14","RGS20"
"82","ENSSSCG00000006285",214.240467348507,-1.73892990543034,0.359173443345826,1.16364978974052e-07,1.70930231517776e-05,"METTL18","ENSG00000171806","ENSG00000171806.12","METTL18"
"83","ENSSSCG00000006362",280.979498443183,-1.07140949625108,0.48545625358095,0.00281682868093871,0.0355480810372032,"USP21","ENSG00000143258","ENSG00000143258.17","USP21"
"84","ENSSSCG00000006396",581.57639087948,-1.00792907468452,0.496081801769628,0.00461517398030906,0.0492138051507464,"IGSF9","ENSG00000085552","ENSG00000085552.18","IGSF9"
"85","ENSSSCG00000006526",43.6645193339315,-1.60177458449848,0.71792811976873,0.00161983743028794,0.0243251383496048,"TRIM46","ENSG00000163462","ENSG00000163462.19","TRIM46"
"86","ENSSSCG00000006590",26.141369101709,-2.34876052235496,0.966180897241634,0.000826849319176231,0.0153614486794071,"S100A8","ENSG00000143546","ENSG00000143546.10","S100A8"
"87","ENSSSCG00000006614",36.2504255665967,-3.60485433873981,0.803212626681039,4.90238418980347e-07,5.3388090811831e-05,"THEM5","ENSG00000196407","ENSG00000196407.12","THEM5"
"88","ENSSSCG00000006635",381.357797436995,-1.13835755668402,0.378626681015185,0.000303339823593615,0.00753340277493502,"SEMA6C","ENSG00000143434","ENSG00000143434.17","SEMA6C"
"89","ENSSSCG00000006731",27.0568946038101,-2.79500997892651,0.804955439955829,3.33796358119518e-05,0.00144079890432955,"VTCN1","ENSG00000134258","ENSG00000134258.18","VTCN1"
"90","ENSSSCG00000006732",470.824417451566,-1.05449282229525,0.335380681762921,0.000217537479382235,0.00599145014071798,"TRIM45","ENSG00000134253","ENSG00000134253.10","TRIM45"
"91","ENSSSCG00000006750",20.9829408655515,-2.39106921015772,1.01520700162404,0.000883681233697072,0.0161135478142048,"SYCP1","ENSG00000198765","ENSG00000198765.12","SYCP1"
"92","ENSSSCG00000006779",341.445240217179,-1.16618391247856,0.322990868871094,3.64364567474585e-05,0.00154114825649016,"ST7L","ENSG00000007341","ENSG00000007341.19","ST7L"
"93","ENSSSCG00000006791",48.2826007750014,-1.8259311077971,0.597060491515247,0.00015360578610446,0.00464921914230829,"OVGP1","ENSG00000085465","ENSG00000085465.13","OVGP1"
"94","ENSSSCG00000006852",28.4811346949746,-1.34511344731157,0.738946316925115,0.00440211534169989,0.0477753056184829,"NTNG1","ENSG00000162631","ENSG00000162631.20","NTNG1"
"95","ENSSSCG00000006897",222.048675512614,-1.91150801162416,0.349260849684161,3.80115169460513e-09,9.95313338035389e-07,"CCDC18","ENSG00000122483","ENSG00000122483.18","CCDC18"
"96","ENSSSCG00000007033",84.4062198458422,-2.20925290053818,0.442656495976652,4.90532057735749e-08,8.37395672255379e-06,"AP3M2","ENSG00000070718","ENSG00000070718.12","AP3M2"
"97","ENSSSCG00000007047",228.327360614153,-1.21177445871975,0.393595436268034,0.000220549135868619,0.00604079346175224,"MCM8","ENSG00000125885","ENSG00000125885.13","MCM8"
"98","ENSSSCG00000007089",521.674423641903,-1.45577944335273,0.336774492093174,1.53384990472483e-06,0.000133939732002907,"MGME1","ENSG00000125871","ENSG00000125871.14","MGME1"
"99","ENSSSCG00000007149",155.734198258239,-2.10499427623,0.391598956067362,6.24524733412377e-09,1.47926489667889e-06,"SPEF1","ENSG00000101222","ENSG00000101222.12","SPEF1"
"100","ENSSSCG00000007212",80.212902170902,-1.18329166332112,0.440700791283375,0.000729246798338654,0.0140147034297355,"C20orf96","ENSG00000196476","ENSG00000196476.12","C20orf96"
"101","ENSSSCG00000007235",516.054984422761,-1.10146675849918,0.415177752801824,0.000918047144442572,0.0165371099154521,"TPX2","ENSG00000088325","ENSG00000088325.16","TPX2"
"102","ENSSSCG00000007428",150.597597616195,-1.16158613428587,0.598195518912142,0.00439081166303989,0.0477412665515649,"ZSWIM1","ENSG00000168612","ENSG00000168612.5","ZSWIM1"
"103","ENSSSCG00000007498",5.7167056284007,-4.01831008597411,1.80176567849467,0.0010956399645783,0.0187207228934123,"FAM209B","ENSG00000124103","ENSG00000124103.10","FAM209A"
"104","ENSSSCG00000007498",5.7167056284007,-4.01831008597411,1.80176567849467,0.0010956399645783,0.0187207228934123,"FAM209B","ENSG00000213714","ENSG00000213714.1","FAM209B"
"105","ENSSSCG00000007603",90.3013001517344,-1.69137465922229,0.629902881642594,0.000508000633757152,0.0109636719921005,"NPTX2","ENSG00000106236","ENSG00000106236.4","NPTX2"
"106","ENSSSCG00000007618",807.468533920818,-1.2251400863466,0.337547023139707,3.21151650233376e-05,0.00140868116210005,"ZNF789","ENSG00000198556","ENSG00000198556.14","ZNF789"
"107","ENSSSCG00000007800",35.4351446648543,-1.54136381859592,0.758825251161377,0.0025345457660839,0.0333672743932307,"SEPTIN1","ENSG00000180096","ENSG00000180096.13","SEPTIN1"
"108","ENSSSCG00000007850",176.29244485081,-1.21688945049597,0.444988398783659,0.000621233836957458,0.0126757387785929,"ANKS4B","ENSG00000175311","ENSG00000175311.7","ANKS4B"
"109","ENSSSCG00000007855",390.974608398049,-1.62302391696159,0.355666123493219,4.6622066721179e-07,5.1362880366257e-05,"REXO5","ENSG00000005189","ENSG00000005189.20","REXO5"
"110","ENSSSCG00000007939",1834.94026430627,-1.02210331136874,0.364770787913482,0.000660636133763689,0.0130523178406552,"ANKS3","ENSG00000168096","ENSG00000168096.15","ANKS3"
"111","ENSSSCG00000007954",85.9355762983354,-1.20290775801261,0.610367167670252,0.00392128646022494,0.0441330445282098,"SLX4","ENSG00000188827","ENSG00000188827.12","SLX4"
"112","ENSSSCG00000007958",244.758309660741,-1.06953414991217,0.460423387480803,0.00220294040879208,0.0302337740031088,"ZNF174","ENSG00000103343","ENSG00000103343.13","ZNF174"
"113","ENSSSCG00000007979",1400.04181049509,-1.70048598740306,0.338851044355905,4.81968924065538e-08,8.30257194737989e-06,"LUC7L","ENSG00000007392","ENSG00000007392.17","LUC7L"
"114","ENSSSCG00000008006",50.2534183541113,-1.26072367385577,0.678417715642382,0.00449893751268204,0.0483278724080567,"FBXL16","ENSG00000127585","ENSG00000127585.12","FBXL16"
"115","ENSSSCG00000008010",254.476169620377,-1.23234437897969,0.386023711847419,0.000150316613835023,0.00457934005717019,"CHTF18","ENSG00000127586","ENSG00000127586.17","CHTF18"
"116","ENSSSCG00000008105",650.550619726079,-1.02297854591367,0.311598578601794,0.000142867290943849,0.00443802015753278,"ANAPC1","ENSG00000153107","ENSG00000153107.13","ANAPC1"
"117","ENSSSCG00000008117",178.950037939065,-1.17327014704574,0.513711858117351,0.00209689948186514,0.0291882556505194,"ZNF2","ENSG00000275111","ENSG00000275111.5","ZNF2"
"118","ENSSSCG00000008135",395.473010530226,-1.15098847376137,0.402381341407639,0.000456554605278503,0.0101421491388304,"CCDC138","ENSG00000163006","ENSG00000163006.12","CCDC138"
"119","ENSSSCG00000008180",2463.35406292465,-1.03741850161009,0.332788202809665,0.000237139464877198,0.00635008506458823,"EIF5B","ENSG00000158417","ENSG00000158417.11","EIF5B"
"120","ENSSSCG00000008347",52.1179469550422,-1.57658222551569,0.528701415075407,0.000218141377964465,0.00599731878648503,"FBXO48","ENSG00000204923","ENSG00000204923.4","FBXO48"
"121","ENSSSCG00000008584",126.128282560318,-2.11078955023963,0.455577543786298,2.86105824288712e-07,3.52040211977066e-05,"FAM228B","ENSG00000219626","ENSG00000219626.9","FAM228B"
"122","ENSSSCG00000008589",88.063922876979,-2.17113061577771,0.534727566504387,3.74084354873192e-06,0.000260607516194563,"WDCP","ENSG00000163026","ENSG00000163026.12","WDCP"
"123","ENSSSCG00000008613",51.817490720723,-2.08090314512844,0.562299688839646,1.50639214570788e-05,0.000765271441528651,"GEN1","ENSG00000178295","ENSG00000178295.15","GEN1"
"124","ENSSSCG00000008682",2338.78033690284,-1.1109228317317,0.351760553982246,0.000209565879801882,0.00583122445868703,"NSD2","ENSG00000109685","ENSG00000109685.19","NSD2"
"125","ENSSSCG00000008694",415.10779410634,-1.72356613294713,0.381912433640207,5.67018643220928e-07,5.90353641230405e-05,"GRK4","ENSG00000125388","ENSG00000125388.20","GRK4"
"126","ENSSSCG00000008745",732.814810362811,-1.01749478150348,0.377114863670729,0.000895911023157888,0.0162611283312441,"PROM1","ENSG00000007062","ENSG00000007062.12","PROM1"
"127","ENSSSCG00000008747",370.902543993585,-1.29938875968161,0.529227004544626,0.00121391150789317,0.0200116266425901,"NCAPG","ENSG00000109805","ENSG00000109805.10","NCAPG"
"128","ENSSSCG00000008948",23.4207014042262,-2.09255287653621,0.972128210712707,0.00156820678283336,0.0238108576345428,"ALB","ENSG00000163631","ENSG00000163631.17","ALB"
"129","ENSSSCG00000009120",107.218288649937,-1.65006070063895,0.47599780740182,4.3362221440741e-05,0.00177466681226912,"ZGRF1","ENSG00000138658","ENSG00000138658.16","ZGRF1"
"130","ENSSSCG00000009144",43.4409997487843,-1.54934448240057,0.686939157585749,0.00158367299519944,0.0239688654840529,"ETNPPL","ENSG00000164089","ENSG00000164089.9","ETNPPL"
"131","ENSSSCG00000009180",481.047723752054,-1.39402428059952,0.289615120696159,1.58811557944497e-07,2.13426965353921e-05,"TRMT10A","ENSG00000145331","ENSG00000145331.14","TRMT10A"
"132","ENSSSCG00000009236",142.769985694388,-1.47697986202852,0.401941095710986,2.19623905387106e-05,0.00103781879879807,"HELQ","ENSG00000163312","ENSG00000163312.11","HELQ"
"133","ENSSSCG00000009388",44.2716116313411,-3.99646416983362,0.597557055101961,1.68657617613988e-12,1.59794659808373e-09,"KCNRG","ENSG00000198553","ENSG00000198553.9","KCNRG"
"134","ENSSSCG00000009396",540.538008380705,-1.12042175015593,0.3017212293047,2.55864139637634e-05,0.00115989702918505,"PHF11","ENSG00000136147","ENSG00000136147.18","PHF11"
"135","ENSSSCG00000009649",81.0610014071338,-1.21498422111631,0.627139609225355,0.00415616895481939,0.0459214259620249,"NEFL","ENSG00000277586","ENSG00000277586.4","NEFL"
"136","ENSSSCG00000009670",79.5684510730649,-1.1276719678257,0.462520085218826,0.00151569968757441,0.0233694006345382,"","ENSG00000171320","ENSG00000171320.15","ESCO2"
"137","ENSSSCG00000009708",162.626900371659,-2.61706635012322,1.28875123074637,0.00178613190988721,0.0260688701517163,"AADAT","ENSG00000109576","ENSG00000109576.14","AADAT"
"138","ENSSSCG00000009798",17.0025818035898,-2.85225737083764,0.922674619801203,0.000125558115921549,0.00406700980956826,"B3GNT4","ENSG00000176383","ENSG00000176383.9","B3GNT4"
"139","ENSSSCG00000009881",559.742227235322,-1.16580301526148,0.306079286459412,1.70665933414302e-05,0.000853284636482221,"OAS2","ENSG00000111335","ENSG00000111335.14","OAS2"
"140","ENSSSCG00000009954",61.2541181119372,-1.99110257887171,0.654593541175666,0.000154536025131834,0.00465548988906698,"CRYBB3","ENSG00000100053","ENSG00000100053.10","CRYBB3"
"141","ENSSSCG00000010056",852.063735280105,-1.06378226122752,0.313416890856481,9.16471535426846e-05,0.00318646222473455,"","ENSG00000149435","ENSG00000149435.12","GGTLC1"
"142","ENSSSCG00000010056",852.063735280105,-1.06378226122752,0.313416890856481,9.16471535426846e-05,0.00318646222473455,"","ENSG00000100031","ENSG00000100031.19","GGT1"
"143","ENSSSCG00000010056",852.063735280105,-1.06378226122752,0.313416890856481,9.16471535426846e-05,0.00318646222473455,"","ENSG00000100121","ENSG00000100121.14","GGTLC2"
"144","ENSSSCG00000010056",852.063735280105,-1.06378226122752,0.313416890856481,9.16471535426846e-05,0.00318646222473455,"","ENSG00000274252","ENSG00000274252.1","GGTLC3"
"145","ENSSSCG00000010477",59.49555451509,-1.41840306548237,0.626070233456741,0.00168717557498977,0.0250747372317499,"CEP55","ENSG00000138180","ENSG00000138180.16","CEP55"
"146","ENSSSCG00000010519",961.275785288575,-1.14648127804548,0.265760502667681,2.07798533400782e-06,0.000168272410658607,"ZDHHC16","ENSG00000171307","ENSG00000171307.19","ZDHHC16"
"147","ENSSSCG00000010520",1253.12511243723,-1.20501673454379,0.29081746638293,4.12808473173979e-06,0.000282393781883528,"MMS19","ENSG00000155229","ENSG00000155229.21","MMS19"
"148","ENSSSCG00000010691",173.527871999155,-1.04443290938085,0.403604440647642,0.00115089147658341,0.0193775831575479,"PLPP4","ENSG00000203805","ENSG00000203805.11","PLPP4"
"149","ENSSSCG00000010799",502.355012251321,-1.2767157586691,0.306781120563667,3.56260948563463e-06,0.000252838528626556,"COG7","ENSG00000168434","ENSG00000168434.13","COG7"
"150","ENSSSCG00000010800",78.7419505647064,-1.81748150156879,0.508679961560756,2.75594571651814e-05,0.00123166074014864,"B3GALT2","ENSG00000162630","ENSG00000162630.6","B3GALT2"
