"","Mouse.gene.stable.ID","entrezgene_id.x","ensembl_gene_id","hgnc_symbol","description.x","baseMean","log2FoldChange","lfcSE","pvalue","padj","group","group_name","SRR11680775","SRR11680776","SRR11680777","SRR11680778","SRR11680779","SRR11680780","entrezgene_id.y","mgi_symbol","description.y"
"11","ENSMUSG00000005364",3568,"ENSG00000091181","IL5RA","interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]",395.422770229175,1.34090134079027,0.474516560929556,0.000162015745334732,0.00465327400585977,1,NA,8.07506440850962,8.25058949362482,7.72654619912597,8.57133561801773,8.44740424977212,9.28227175225903,16192,"Il5ra","interleukin 5 receptor, alpha [Source:MGI Symbol;Acc:MGI:96558]"
"12","ENSMUSG00000005470",55723,"ENSG00000105011","ASF1B","anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]",35.4308174111423,1.28601294377768,0.518062442106229,0.000437627620656336,0.0102653756570398,1,NA,5.00517751347993,5.03241805566829,5.03938262867454,5.20174043592256,5.24878527718495,5.12133210870771,66929,"Asf1b","anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]"
"13","ENSMUSG00000005716",5816,"ENSG00000100362","PVALB","parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]",680.059847313039,-1.92885613676374,0.653706502762518,9.78627015735502e-05,0.00309128914861641,1,NA,9.77037505751146,8.79632432347436,10.145120024578,8.42781266692662,8.30615844062783,8.43616723951936,19293,"Pvalb","parvalbumin [Source:MGI Symbol;Acc:MGI:97821]"
"14","ENSMUSG00000006398",991,"ENSG00000117399","CDC20","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]",128.582178991834,2.09692965653719,0.367562002041462,5.49331998808463e-10,9.75624840740949e-08,1,NA,6.59675310786237,6.49891897410083,6.51234725202583,6.97540712638935,7.02580006352668,7.35719509772934,107995,"Cdc20","cell division cycle 20 [Source:MGI Symbol;Acc:MGI:1859866]"
"15","ENSMUSG00000006724",1594,"ENSG00000111012","CYP27B1","cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]",510.073806231906,-1.15755452726991,0.428463111107374,0.000233956652884503,0.00620734076746156,1,NA,9.06516812194152,9.48031997200567,9.06517866256817,7.98930547553771,8.53979637984726,8.73354720124238,13115,"Cyp27b1","cytochrome P450, family 27, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1098274]"
"16","ENSMUSG00000008193",6689,"ENSG00000269404","SPIB","Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]",16.0409700621763,1.72512129611678,1.08673778710875,0.00236540814882011,0.0368575907163957,1,NA,3.90783656098588,3.90120290529744,3.88232587231976,4.00236260032899,4.092995924855,3.93224607485404,272382,"Spib","Spi-B transcription factor (Spi-1/PU.1 related) [Source:MGI Symbol;Acc:MGI:892986]"
"17","ENSMUSG00000009628",56154,"ENSG00000133863","TEX15","testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]",30.8850145003538,-1.35433031955367,0.551215221139279,0.000449242866110317,0.0104945477922063,1,NA,5.00337583726987,4.967297498585,4.98405205734323,4.83507381531656,4.79497096985242,4.85814521239317,104271,"Tex15","testis expressed gene 15 [Source:MGI Symbol;Acc:MGI:1934816]"
"18","ENSMUSG00000012443",3832,"ENSG00000138160","KIF11","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]",139.793701530747,1.88706952151121,0.236942621163036,8.92751905348372e-17,3.98419151604831e-14,1,NA,6.72391380334055,6.67315155532243,6.75791140538858,7.22709809735339,7.30369018207085,7.30282878771879,16551,"Kif11","kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]"
"19","ENSMUSG00000015880",64151,"ENSG00000109805","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]",52.4808034419006,2.24215259734667,0.410789190271429,2.37022695974295e-09,3.61875440651982e-07,1,NA,5.43603433724606,5.46477808320406,5.49453071688155,5.72134740403165,5.80433989631835,5.82262064235416,54392,"Ncapg","non-SMC condensin I complex, subunit G [Source:MGI Symbol;Acc:MGI:1930197]"
"20","ENSMUSG00000015957",7481,"ENSG00000085741","WNT11","Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]",40.2342890872667,-2.56283893319065,0.494137353057496,1.02467517697349e-08,1.26485613157615e-06,1,NA,5.34161129571932,5.3936495218371,5.38338877636848,5.1250485501946,5.08284461144844,5.06401197645335,22411,"Wnt11","wingless-type MMTV integration site family, member 11 [Source:MGI Symbol;Acc:MGI:101948]"
"21","ENSMUSG00000017146",672,"ENSG00000012048","BRCA1","BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]",75.0464168876604,1.14750820999695,0.391359316914734,0.000129649227689904,0.0039108228907154,1,NA,6.07516907471753,5.96763796392161,6.09379519911602,6.27133506131682,6.37534681453043,6.28943210905653,12189,"Brca1","breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]"
"22","ENSMUSG00000017716",332,"ENSG00000089685","BIRC5","baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]",90.4742215478236,1.71802067705571,0.296176675909221,3.22577352754393e-10,5.97282853690448e-08,1,NA,6.17148243755685,6.21591371821945,6.25865927254449,6.55874068842729,6.62958908048455,6.63477447676596,11799,"Birc5","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]"
"23","ENSMUSG00000019942",983,"ENSG00000170312","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]",96.97853865067,2.43876687445105,0.297223261641504,1.32211294560512e-17,7.19105494320536e-15,1,NA,6.19009446801478,6.15553169701167,6.18943971323193,6.63157038684518,6.74543767798835,6.76464163330516,12534,"Cdk1","cyclin-dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]"
"24","ENSMUSG00000019970",6446,"ENSG00000118515","SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]",5122.94817985009,-1.1479807151387,0.16736693878442,3.84163435511452e-13,1.07844590243174e-10,1,NA,12.400670246204,12.7164983459169,12.775837634022,11.7776223540771,11.9075255068667,11.6294920856105,20393,"Sgk1","serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]"
"25","ENSMUSG00000020108",54541,"ENSG00000168209","DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]",2252.81361906292,-2.6183375693131,0.204417122677834,5.79603789501254e-39,1.68133399271155e-35,1,NA,11.4969086970303,11.8374583190365,11.308865896526,9.60525020454121,9.88686908731374,9.77194982007158,74747,"Ddit4","DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]"
"26","ENSMUSG00000020330",3161,"ENSG00000072571","HMMR","hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]",125.5698167478,2.625935409753,0.339796825357587,5.94025492739824e-16,2.34977584116742e-13,1,NA,6.49398897742399,6.38821540800432,6.38077895055816,6.96592039166874,7.13356062478822,7.20561238327547,15366,"Hmmr","hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]"
"27","ENSMUSG00000020493",55771,"ENSG00000068489","PRR11","proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]",35.8041036469619,1.3341525729377,0.46875166772878,0.000166158416871688,0.00472546935564007,1,NA,5.04933027791399,5.01679077074256,5.06850868500214,5.22801182702808,5.19014474510395,5.219800994646,270906,"Prr11","proline rich 11 [Source:MGI Symbol;Acc:MGI:2444496]"
"28","ENSMUSG00000020649",6241,"ENSG00000171848","RRM2","ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]",315.83105093985,1.3970014827893,0.16350560524131,6.98914798681662e-19,4.86584482842173e-16,1,NA,7.90631922332514,7.8795125813462,7.82832496017897,8.44142026823793,8.54000716540105,8.56449503956496,20135,"Rrm2","ribonucleotide reductase M2 [Source:MGI Symbol;Acc:MGI:98181]"
"29","ENSMUSG00000020897",9212,"ENSG00000178999","AURKB","aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]",51.2510043531404,1.84851472099081,0.51113998873116,1.19817882927536e-05,0.000551701124961314,1,NA,5.4653810005734,5.40388258708495,5.50786448232339,5.66095671826178,5.81347728792055,5.75229635889837,20877,"Aurkb","aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]"
"30","ENSMUSG00000020914",7153,"ENSG00000131747","TOP2A","DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]",371.978605982136,2.40119774032716,0.193376690223589,1.16678623976009e-36,2.9011306432892e-33,1,NA,7.70659149301168,7.61641061397098,7.73277926829813,8.70976969863351,8.93890617330168,8.76012733467608,21973,"Top2a","topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790]"
"31","ENSMUSG00000021091",12,"ENSG00000196136","SERPINA3","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]",116.270569649422,2.20554182225029,0.687076811677008,4.45424336631988e-05,0.00165172767616707,1,NA,6.20318253492261,6.21375891834639,6.35322607912418,6.95438145160376,7.23952359425641,6.31782617475708,20716,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N [Source:MGI Symbol;Acc:MGI:105045]"
"32","ENSMUSG00000021453",10912,"ENSG00000130222","GADD45G","growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]",2061.25760659338,-2.16909918931809,0.260991581409942,4.44803192472745e-18,2.76492841606719e-15,1,NA,11.2510890941593,11.5949955107285,11.3744908752467,10.0940397356186,10.0305110737671,9.4643964576549,23882,"Gadd45g","growth arrest and DNA-damage-inducible 45 gamma [Source:MGI Symbol;Acc:MGI:1346325]"
"33","ENSMUSG00000021485",83463,"ENSG00000213347","MXD3","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]",28.527943320018,1.9384014551258,0.566015346460756,2.55856674500305e-05,0.00103803855936546,1,NA,4.7119510203799,4.68130091403908,4.70168754896493,4.88733825551826,4.80996688524644,4.91503003116348,17121,"Mxd3","Max dimerization protein 3 [Source:MGI Symbol;Acc:MGI:104987]"
"34","ENSMUSG00000022021",81624,"ENSG00000139734","DIAPH3","diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]",44.709035997679,1.99009927763166,0.419040584524476,9.83895720761002e-08,9.0606904866906e-06,1,NA,5.29094039934062,5.2868007260819,5.27732613421083,5.48769679011857,5.61149235628374,5.52693808791087,56419,"Diaph3","diaphanous related formin 3 [Source:MGI Symbol;Acc:MGI:1927222]"
"35","ENSMUSG00000022033",55872,"ENSG00000168078","PBK","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]",90.6097205527611,2.21555578056667,0.358122832120262,3.14599568960412e-11,6.59711505753732e-09,1,NA,6.17918138087123,6.06294610886558,6.13846976079941,6.53458950479047,6.63123100087536,6.66327822921182,52033,"Pbk","PDZ binding kinase [Source:MGI Symbol;Acc:MGI:1289156]"
"36","ENSMUSG00000022385",51512,"ENSG00000075218","GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]",47.7157454726792,1.19371677809348,0.418038449203905,0.000163407421388186,0.00467698397156857,1,NA,5.43950902999693,5.42908890139222,5.45598004463586,5.56484297554484,5.69273855534137,5.64417794485732,29870,"Gtse1","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]"
"37","ENSMUSG00000023015",29127,"ENSG00000161800","RACGAP1","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]",133.91939825865,1.43050637332634,0.294596528173952,5.63911367713578e-08,5.77345726767931e-06,1,NA,6.80267977673905,6.65755483092298,6.80032956805075,7.11199031728746,7.23240542818714,7.2491481109209,26934,"Racgap1","Rac GTPase-activating protein 1 [Source:MGI Symbol;Acc:MGI:1349423]"
"38","ENSMUSG00000023274",920,"ENSG00000010610","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]",43.9382085364339,1.3675028818763,0.731450143327524,0.00150078333909374,0.0265999328074609,1,NA,5.23872983676354,5.26872671618913,5.2473005726809,5.4761924594727,5.65039060195645,5.28620154703307,12504,"Cd4","CD4 antigen [Source:MGI Symbol;Acc:MGI:88335]"
"39","ENSMUSG00000023505",83461,"ENSG00000111665","CDCA3","cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]",139.053872600411,1.45126338867677,0.32075773290032,2.73343889393946e-07,2.21281413716355e-05,1,NA,6.83200205279365,6.78280260772537,6.74232815150069,7.05424803428472,7.28229149591337,7.38978862340486,14793,"Cdca3","cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]"
"40","ENSMUSG00000024056",10403,"ENSG00000080986","NDC80","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]",32.1140274934087,1.56352651909388,0.50710210454496,7.88947664212492e-05,0.00263563034464845,1,NA,4.85773916617953,4.87737053966972,4.90733165214871,5.03700269238509,5.08800479653433,5.02916657026677,67052,"Ndc80","NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]"
"41","ENSMUSG00000024989",55165,"ENSG00000138180","CEP55","centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]",32.0424258914969,2.27201764652768,0.499201547252159,2.67416988797871e-07,2.17494985515278e-05,1,NA,4.83853273121333,4.83535184854136,4.82707465738256,4.99693598444262,5.0464622952116,5.09593765240758,74107,"Cep55","centrosomal protein 55 [Source:MGI Symbol;Acc:MGI:1921357]"
"42","ENSMUSG00000025355",4327,"ENSG00000123342","MMP19","matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]",79.6899363583895,1.46439854773326,1.22039632214662,0.00321573688226509,0.0462561160626644,1,NA,5.7297599554149,5.77591579475035,5.7686934999626,6.7463514638982,5.77342398119397,5.85733742064166,58223,"Mmp19","matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899]"
"43","ENSMUSG00000026475",6004,"ENSG00000143333","RGS16","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]",30.2848613291075,1.45827985183978,0.633015379167611,0.000635919150147033,0.0136813013699742,1,NA,4.75804269008076,4.80480274156272,4.82904678760516,4.99218573186395,4.97871428926551,4.91185748094206,19734,"Rgs16","regulator of G-protein signaling 16 [Source:MGI Symbol;Acc:MGI:108407]"
"44","ENSMUSG00000026605",1063,"ENSG00000117724","CENPF","centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]",175.704625785824,2.75187572333694,0.303027685407606,6.07359053442562e-21,5.2855421625839e-18,1,NA,6.84203380504419,6.70109044135082,6.71575699069628,7.52921575460961,7.76678850215742,7.57252313895891,108000,"Cenpf","centromere protein F [Source:MGI Symbol;Acc:MGI:1313302]"
"45","ENSMUSG00000026981",3557,"ENSG00000136689","IL1RN","interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]",17.9191295588985,2.00018260232909,0.981928475075384,0.00108748073036386,0.0205511423582878,1,NA,4.02086614528278,4.03675065805204,4.02340326943394,4.27058231516946,4.13505939502221,4.0620922264128,16181,"Il1rn","interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]"
"46","ENSMUSG00000027326",57082,"ENSG00000137812","KNL1","kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]",81.2708693391148,2.10375358336772,0.344049756230468,4.95899396613188e-11,1.01542694094736e-08,1,NA,6.04838413320268,5.99404807968392,6.00508222787689,6.35207689060446,6.54266592180075,6.42502847149041,76464,"Knl1","kinetochore scaffold 1 [Source:MGI Symbol;Acc:MGI:1923714]"
"47","ENSMUSG00000027379",699,"ENSG00000169679","BUB1","BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]",32.2973550810569,1.98267808989817,0.561939506989801,1.71656538419536e-05,0.000741360310469485,1,NA,4.85058321239067,4.82876986632696,4.89512605509725,5.03549374031883,5.05134357979483,5.09304703239466,12235,"Bub1","BUB1, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1100510]"
"48","ENSMUSG00000027469",22974,"ENSG00000088325","TPX2","TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]",127.902537049104,2.44168764556542,0.33141131998188,8.79479661135735e-15,2.88817801925801e-12,1,NA,6.45483915228233,6.42224699947402,6.55934695415685,7.00571654243432,7.21647172830002,7.17702791388334,72119,"Tpx2","TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]"
"49","ENSMUSG00000027496",6790,"ENSG00000087586","AURKA","aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]",57.0020105425144,1.97628361436336,0.387600792654886,1.64638869396444e-08,1.92318088714437e-06,1,NA,5.58150663564713,5.57279436895344,5.63499433313341,5.8677388852571,5.96796760254461,5.88793441356801,20878,"Aurka","aurora kinase A [Source:MGI Symbol;Acc:MGI:894678]"
"50","ENSMUSG00000027674",51555,"ENSG00000114757","PEX5L","peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]",52.207197713387,-2.30946381417535,0.365885158480251,1.45681431799299e-11,3.20960167147695e-09,1,NA,5.80796290266504,5.76082439973246,5.7327970461737,5.44527137934729,5.4384879214261,5.44851416027352,58869,"Pex5l","peroxisomal biogenesis factor 5-like [Source:MGI Symbol;Acc:MGI:1916672]"
"51","ENSMUSG00000027715",890,"ENSG00000145386","CCNA2","cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]",193.057925396066,2.13324387088856,0.259680886459441,1.09208317922951e-17,6.33590257816319e-15,1,NA,7.00575031830693,6.93745021660586,7.13069793361626,7.73035379009884,7.82781652330213,7.7794605742141,12428,"Ccna2","cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]"
"52","ENSMUSG00000027967",63973,"ENSG00000178403","NEUROG2","neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]",61.8478259616506,-2.38495191165401,0.63255142286059,6.0138085339766e-06,0.000306951136462941,1,NA,5.91569772765817,6.17208177725825,5.86570757738612,5.51909785983533,5.58667135604499,5.65529100284039,11924,"Neurog2","neurogenin 2 [Source:MGI Symbol;Acc:MGI:109619]"
"53","ENSMUSG00000028175",55635,"ENSG00000024526","DEPDC1","DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]",31.0255237741863,2.16610817674803,0.567241770984458,5.91750797106592e-06,0.000304716645669829,1,NA,4.80367356837202,4.77779002814806,4.78150916366424,4.91094202037751,4.99718316660745,5.06591633233908,76131,"Depdc1a","DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381]"
"54","ENSMUSG00000028678",11004,"ENSG00000142945","KIF2C","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]",37.5578644346587,2.53896040307804,0.455775929606876,1.63832388714477e-09,2.59227520506862e-07,1,NA,5.04001044264255,5.02639525847019,5.01198115442582,5.26633250042026,5.30096560534819,5.28970846076639,73804,"Kif2c","kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054]"
"55","ENSMUSG00000028680",1263,"ENSG00000173846","PLK3","polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]",2014.83300042101,-1.50405453696826,0.874469468879592,0.00166872634654101,0.0287057321993749,1,NA,11.0746758506313,11.9986069392975,10.3888467154163,9.66784062486801,10.1686551557417,9.79691770784219,12795,"Plk3","polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604]"
"56","ENSMUSG00000028718",6491,"ENSG00000123473","STIL","STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]",31.5268236245266,1.44268539135233,0.544623774243006,0.000280642652729272,0.00714736868179335,1,NA,4.84740946445014,4.85117890591788,4.87032943553921,4.95347575233057,5.08821281314922,5.01154201166901,20460,"Stil","Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]"
"57","ENSMUSG00000028874",2268,"ENSG00000000938","FGR","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",68.6395638920285,1.16247486927017,0.364672804734581,5.84303764155313e-05,0.00207124379126746,1,NA,5.98241863653677,5.94568048308678,5.87082046719099,6.19710046034448,6.17860261392366,6.16644513202352,14191,"Fgr","FGR proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:95527]"
"58","ENSMUSG00000029177",1058,"ENSG00000115163","CENPA","centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]",123.637029806112,1.13242042600022,0.24404748048774,1.6919770913077e-07,1.45068282138968e-05,1,NA,6.69957210649697,6.73206787915446,6.74633969891595,7.00913880839493,7.05039038678965,7.13558769673645,12615,"Cenpa","centromere protein A [Source:MGI Symbol;Acc:MGI:88375]"
"59","ENSMUSG00000029414",9735,"ENSG00000184445","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]",75.1885551359578,1.42350732201956,0.360025483984418,3.30962400412429e-06,0.000187025992830465,1,NA,5.96633479192977,5.99703431742572,6.08524909683436,6.27084003090646,6.34066830223856,6.35163319196015,208628,"Kntc1","kinetochore associated 1 [Source:MGI Symbol;Acc:MGI:2673709]"
"60","ENSMUSG00000029819",4852,"ENSG00000122585","NPY","neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955]",66.8644842880592,-1.20926936439661,0.589697070348158,0.00108699586264535,0.0205511423582878,1,NA,5.94204474550286,5.96899032459732,6.3402061548046,5.83444856379573,5.8130869728874,5.79685139235884,109648,"Npy","neuropeptide Y [Source:MGI Symbol;Acc:MGI:97374]"
"61","ENSMUSG00000030236",10599,"ENSG00000134538","SLCO1B1","solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]",26.3017892517588,1.46288947183469,1.13205432185782,0.0031739936141405,0.0458451110822535,1,NA,4.5667165385313,4.59770305628622,4.52474436257891,4.83408171647895,4.73577827503565,4.61583903382407,28253,"Slco1b2","solute carrier organic anion transporter family, member 1b2 [Source:MGI Symbol;Acc:MGI:1351899]"
"62","ENSMUSG00000030236",28234,"ENSG00000111700","SLCO1B3","solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]",26.3017892517588,1.46288947183469,1.13205432185782,0.0031739936141405,0.0458451110822535,1,NA,4.5667165385313,4.59770305628622,4.52474436257891,4.83408171647895,4.73577827503565,4.61583903382407,28253,"Slco1b2","solute carrier organic anion transporter family, member 1b2 [Source:MGI Symbol;Acc:MGI:1351899]"
"63","ENSMUSG00000030346",10635,"ENSG00000111247","RAD51AP1","RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]",31.096957718748,1.31196431998311,0.543527636285504,0.000520914441217277,0.0117289985114964,1,NA,4.8396249866854,4.84388555003953,4.8572620402286,4.95821692533458,5.07086600034293,4.96388592649708,19362,"Rad51ap1","RAD51 associated protein 1 [Source:MGI Symbol;Acc:MGI:1098224]"
