"","entrezgene_id","ensembl_gene_id","hgnc_symbol","description","Mouse.gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"40",10024,"ENSG00000135451","TROAP","trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]","ENSMUSG00000032783",18.7294103869866,1.96616020486326,0.64626800314663,9.7304973649761e-05,0.00307926012068016
"41",10112,"ENSG00000112984","KIF20A","kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]","ENSMUSG00000003779",148.260493856516,1.95782023166509,0.294890910212182,1.56561053334267e-12,3.83795089194778e-10
"42",7272,"ENSG00000112742","TTK","TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]","ENSMUSG00000038379",28.5020916703308,1.95377394562096,0.54372381654915,1.41129566913342e-05,0.000626622477583345
"43",9833,"ENSG00000165304","MELK","maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]","ENSMUSG00000035683",33.3780941411278,1.94033477552475,0.497195686339489,4.28335805703203e-06,0.000234439770385668
"44",83463,"ENSG00000213347","MXD3","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]","ENSMUSG00000021485",28.527943320018,1.9384014551258,0.566015346460756,2.55856674500305e-05,0.00103803855936546
"45",3832,"ENSG00000138160","KIF11","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]","ENSMUSG00000012443",139.793701530747,1.88706952151121,0.236942621163036,8.92751905348372e-17,3.98419151604831e-14
"46",3835,"ENSG00000079616","KIF22","kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]","ENSMUSG00000030677",60.8544542167365,1.85269017541795,0.414501752982866,3.52439035023355e-07,2.72631173536956e-05
"47",9212,"ENSG00000178999","AURKB","aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]","ENSMUSG00000020897",51.2510043531404,1.84851472099081,0.51113998873116,1.19817882927536e-05,0.000551701124961314
"48",24137,"ENSG00000090889","KIF4A","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]","ENSMUSG00000034311",71.838502603731,1.8465510564814,0.327938662465826,8.86997769055818e-10,1.48444193946313e-07
"49",2491,"ENSG00000102384","CENPI","centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]","ENSMUSG00000031262",25.6987349882434,1.82888512771965,0.533144262036868,2.59901884812512e-05,0.00104712784841708
"50",54821,"ENSG00000186871","ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]","ENSMUSG00000051220",43.1338957922255,1.78692234863452,0.485247512946729,9.61018178291875e-06,0.000454525037857883
"51",79733,"ENSG00000129173","E2F8","E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]","ENSMUSG00000046179",29.1920567401623,1.7579038903639,0.524977876551465,3.34759092199137e-05,0.00131523295704876
"52",3543,"ENSG00000128322","IGLL1","immunoglobulin lambda like polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:5870]","ENSMUSG00000105906",87.3714696295837,1.735097153059,0.899715560514259,0.00122440349797007,0.0225988789842727
"53",6689,"ENSG00000269404","SPIB","Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]","ENSMUSG00000008193",16.0409700621763,1.72512129611678,1.08673778710875,0.00236540814882011,0.0368575907163957
"54",332,"ENSG00000089685","BIRC5","baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]","ENSMUSG00000017716",90.4742215478236,1.71802067705571,0.296176675909221,3.22577352754393e-10,5.97282853690448e-08
"55",2305,"ENSG00000111206","FOXM1","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]","ENSMUSG00000001517",163.553085315762,1.67922170432208,0.351558760138348,7.91487062537458e-08,7.61095708478699e-06
"56",9768,"ENSG00000166803","PCLAF","PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]","ENSMUSG00000040204",54.1272103836591,1.67697170141716,0.44544276613639,6.92124038666111e-06,0.000343202817463922
"57",701,"ENSG00000156970","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]","ENSMUSG00000040084",71.3593321748172,1.63863175470332,0.471394798355904,1.95994167529533e-05,0.000834053419523601
"58",60401,"ENSG00000131080","EDA2R","ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]","ENSMUSG00000034457",63.7777231018402,1.5729392446574,0.507602577792431,7.12485917577692e-05,0.00244592059081651
"59",10403,"ENSG00000080986","NDC80","NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]","ENSMUSG00000024056",32.1140274934087,1.56352651909388,0.50710210454496,7.88947664212492e-05,0.00263563034464845
"60",9928,"ENSG00000118193","KIF14","kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]","ENSMUSG00000041498",21.677727777341,1.56273611237078,0.760604025123205,0.00110430061838225,0.0207115864902403
"61",960,"ENSG00000026508","CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","ENSMUSG00000005087",209.023704806271,1.55657689669353,0.429503683663771,1.12925427256145e-05,0.000522730601434361
"62",55215,"ENSG00000140525","FANCI","FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568]","ENSMUSG00000039187",28.6847335109372,1.55378867811788,0.509580664129321,8.98031057650815e-05,0.00288380637609086
"63",51514,"ENSG00000143476","DTL","denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]","ENSMUSG00000037474",69.8589587390659,1.5473222129453,0.405375949601179,5.62333841768584e-06,0.000292989903687764
"64",5347,"ENSG00000166851","PLK1","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]","ENSMUSG00000030867",68.3694786234887,1.53863927329977,0.368488896659679,1.33474392216117e-06,8.42901634252062e-05
"65",9700,"ENSG00000135476","ESPL1","extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]","ENSMUSG00000058290",55.6697940487616,1.52724426296251,0.358478690465971,9.4051338637716e-07,6.29149593213878e-05
"66",63967,"ENSG00000092853","CLSPN","claspin [Source:HGNC Symbol;Acc:HGNC:19715]","ENSMUSG00000042489",35.9290522251015,1.50756864954435,0.48611222730611,7.55067175317755e-05,0.00254196212503008
"67",9023,"ENSG00000138135","CH25H","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]","ENSMUSG00000050370",91.5827601504372,1.50308561074325,0.650691277552918,0.000589800634300738,0.0128318500500054
"68",5778,"ENSG00000143851","PTPN7","protein tyrosine phosphatase non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659]","ENSMUSG00000031506",37.277722053717,1.49192005623711,0.574710230572355,0.000315082204860535,0.00786801402524765
"69",4327,"ENSG00000123342","MMP19","matrix metallopeptidase 19 [Source:HGNC Symbol;Acc:HGNC:7165]","ENSMUSG00000025355",79.6899363583895,1.46439854773326,1.22039632214662,0.00321573688226509,0.0462561160626644
"70",10599,"ENSG00000134538","SLCO1B1","solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]","ENSMUSG00000030236",26.3017892517588,1.46288947183469,1.13205432185782,0.0031739936141405,0.0458451110822535
"71",28234,"ENSG00000111700","SLCO1B3","solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]","ENSMUSG00000030236",26.3017892517588,1.46288947183469,1.13205432185782,0.0031739936141405,0.0458451110822535
"72",6004,"ENSG00000143333","RGS16","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]","ENSMUSG00000026475",30.2848613291075,1.45827985183978,0.633015379167611,0.000635919150147033,0.0136813013699742
"73",83461,"ENSG00000111665","CDCA3","cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]","ENSMUSG00000023505",139.053872600411,1.45126338867677,0.32075773290032,2.73343889393946e-07,2.21281413716355e-05
"74",6491,"ENSG00000123473","STIL","STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]","ENSMUSG00000028718",31.5268236245266,1.44268539135233,0.544623774243006,0.000280642652729272,0.00714736868179335
"75",56992,"ENSG00000163808","KIF15","kinesin family member 15 [Source:HGNC Symbol;Acc:HGNC:17273]","ENSMUSG00000036768",34.7976597434957,1.4394055596886,0.49295252111733,0.000133403260204692,0.0039826479311538
"76",29127,"ENSG00000161800","RACGAP1","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]","ENSMUSG00000023015",133.91939825865,1.43050637332634,0.294596528173952,5.63911367713578e-08,5.77345726767931e-06
"77",9735,"ENSG00000184445","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]","ENSMUSG00000029414",75.1885551359578,1.42350732201956,0.360025483984418,3.30962400412429e-06,0.000187025992830465
"78",6241,"ENSG00000171848","RRM2","ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]","ENSMUSG00000020649",315.83105093985,1.3970014827893,0.16350560524131,6.98914798681662e-19,4.86584482842173e-16
"79",920,"ENSG00000010610","CD4","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]","ENSMUSG00000023274",43.9382085364339,1.3675028818763,0.731450143327524,0.00150078333909374,0.0265999328074609
"80",23397,"ENSG00000121152","NCAPH","non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]","ENSMUSG00000034906",75.7322156885988,1.35413333786327,0.348395341961198,4.45340063021487e-06,0.000241168678997016
"81",3568,"ENSG00000091181","IL5RA","interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]","ENSMUSG00000005364",395.422770229175,1.34090134079027,0.474516560929556,0.000162015745334732,0.00465327400585977
"82",55771,"ENSG00000068489","PRR11","proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]","ENSMUSG00000020493",35.8041036469619,1.3341525729377,0.46875166772878,0.000166158416871688,0.00472546935564007
"83",50856,"ENSG00000111729","CLEC4A","C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]","ENSMUSG00000049037",64.7089730821857,1.32219798475752,0.641939525953623,0.00106251808632368,0.0202775518557715
"84",10635,"ENSG00000111247","RAD51AP1","RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]","ENSMUSG00000030346",31.096957718748,1.31196431998311,0.543527636285504,0.000520914441217277,0.0117289985114964
"85",55723,"ENSG00000105011","ASF1B","anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]","ENSMUSG00000005470",35.4308174111423,1.28601294377768,0.518062442106229,0.000437627620656336,0.0102653756570398
"86",9824,"ENSG00000198826","ARHGAP11A","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]","ENSMUSG00000041219",239.451648198967,1.27643288265418,0.221179295180949,3.96336728807683e-10,7.26130606831339e-08
"87",12,"ENSG00000196136","SERPINA3","serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]","ENSMUSG00000041481",91.7072320939804,1.25391108190983,0.589997922588876,0.000944162600845872,0.0184228139772673
"88",64220,"ENSG00000137868","STRA6","signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]","ENSMUSG00000032327",179.307737377298,1.23349021058768,0.379092445436977,4.46028157310268e-05,0.00165172767616707
"89",3683,"ENSG00000005844","ITGAL","integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]","ENSMUSG00000030830",169.111008058837,1.221760003643,0.278725315865841,5.37242992337192e-07,3.9454490639784e-05
"90",57823,"ENSG00000026751","SLAMF7","SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]","ENSMUSG00000038179",102.260026723594,1.19520952965315,0.432612278834425,0.000204489972950517,0.00557307710109828
"91",51512,"ENSG00000075218","GTSE1","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]","ENSMUSG00000022385",47.7157454726792,1.19371677809348,0.418038449203905,0.000163407421388186,0.00467698397156857
"92",3627,"ENSG00000169245","CXCL10","C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]","ENSMUSG00000034855",163.402257355098,1.18228237095411,0.3042610964266,4.46172448359892e-06,0.000241168678997016
"93",3684,"ENSG00000169896","ITGAM","integrin subunit alpha M [Source:HGNC Symbol;Acc:HGNC:6149]","ENSMUSG00000030786",117.343738863331,1.18089833947856,0.429959654116779,0.000214971066716973,0.00578295427543881
"94",2268,"ENSG00000000938","FGR","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]","ENSMUSG00000028874",68.6395638920285,1.16247486927017,0.364672804734581,5.84303764155313e-05,0.00207124379126746
"95",55355,"ENSG00000123485","HJURP","Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]","ENSMUSG00000044783",1329.75880855134,1.15471160043173,0.28540843665488,2.33611671947633e-06,0.000138299698988046
"96",672,"ENSG00000012048","BRCA1","BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","ENSMUSG00000017146",75.0464168876604,1.14750820999695,0.391359316914734,0.000129649227689904,0.0039108228907154
"97",7274,"ENSG00000137561","TTPA","alpha tocopherol transfer protein [Source:HGNC Symbol;Acc:HGNC:12404]","ENSMUSG00000073988",1174.7609515551,1.14339938001984,0.228104080095371,2.61308740557532e-08,2.89686536904703e-06
"98",1234,"ENSG00000160791","CCR5","C-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1606]","ENSMUSG00000079227",109.580010111537,1.13252306448664,0.502282214658918,0.000742277795736685,0.0153072808469159
"99",1058,"ENSG00000115163","CENPA","centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]","ENSMUSG00000029177",123.637029806112,1.13242042600022,0.24404748048774,1.6919770913077e-07,1.45068282138968e-05
"100",3937,"ENSG00000043462","LCP2","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]","ENSMUSG00000002699",78.7425813612039,1.12441127239876,0.348115127145222,5.10154504200451e-05,0.00184599566436774
